statement_id,entry_id,pdf_page_range,section,primary_headword,entry_heading,statement_type,statement_markdown,reconstructed_forms_in_statement,glosses_in_statement,char_flags
liv2add-0240-s01,liv2add-0240,60,*m-,*melK-,"Neu: *melK- ‘verwickeln, zusammendrehen’1",Aorist,"Aorist
*mélK-/ml̩K-
heth. malakzi ‘spinnt’
[toch.B mälkānte, A mälkānt ‘fügten zusammen’",*mélK-/ml̩K-,spinnt; fügten zusammen,contains-combining-marks
liv2add-0240-s02,liv2add-0240,60,*m-,*melK-,"Neu: *melK- ‘verwickeln, zusammendrehen’1",Präsens,"Präsens
?*ml̩-né/n-K-
toch.A mläṅkmāṃ ‘verbunden’",*ml̩-né/n-K-,verbunden,contains-combining-marks
liv2add-0241-s01,liv2add-0241,60,*m-,*melkʷ-,*melkʷ-,Zum Nasalpräsens,"Zum Nasalpräsens auch [gr. hom. βλάβομαι ‘komme aus dem Tritt, stocke’1a",,"komme aus dem Tritt, stocke",contains-greek
liv2add-0241-s02,liv2add-0241,60,*m-,*melkʷ-,*melkʷ-,Präsens,"Präsens *ml̥kʷ-i̯é- zu streichen, s. Neubildungen",*ml̥kʷ-i̯é-,,contains-combining-marks
liv2add-0241-s03,liv2add-0241,60,*m-,*melkʷ-,*melkʷ-,Iterativ,"Iterativ
?chwar. pr-mrcȳ- ‘tadeln’3a",,tadeln,
liv2add-0241-s04,liv2add-0241,60,*m-,*melkʷ-,*melkʷ-,Neubildungen,"Neubildungen:
?ved. pra mr̥cyati JB 2,138 ‘wird beschädigt’2
jav. +a-marəš́aṇt- Yt. 19,11 ‘unvergänglich’2a
gr. βλάπτω ‘bringe aus dem Tritt3, behindere, schädige’",,"wird beschädigt; unvergänglich; bringe aus dem Tritt3, behindere, schädige",contains-greek; contains-combining-marks
liv2add-0242-s01,liv2add-0242,60-61,*m-,*men-,1.*men-,Perfekt,"Perfekt: zu streichen heth. mēmai, dessen Wurzel nur *meH- oder *mei̯(H)- lauten kann (s.",*meH-; *mei̯(H)-,,contains-combining-marks
liv2add-0242-s02,liv2add-0242,60-61,*m-,*men-,1.*men-,Zum Kausativ,"Zum Kausativ auch ahd. mennen* ‘vorladen’ In Lex Sal. und Glossen, in letzteren einmal auch 1.Sg. menno, sonst ist überall einfaches n verallgemeinert (vgl. RAVEN I 313). Geminiertes *mannjan wird auch durch das im Text entsprechende mlat. Lehnwort mannire ‘vorladen’ vorausgesetzt; Hinweis Stefan SCHUMACHER,

per litt. Zu trennen ist dagegen das später bezeugte oberdeutsche Verbum mit der Bedeutung ‘(Vieh) antreiben’ (z. B. mennu im Wallis), das aus einer romanischen Fortsetzung von vlat. minare entlehnt ist, s. HARM, ZDL 62, 1995, 155-165.",*mannjan,vorladen; vorladen; (Vieh) antreiben,
liv2add-0245-s01,liv2add-0245,61,*n-,*neHd-¹,Neu: ?*neHd-¹ ‘binden’ IEW 758f.,Präsens,"Präsens
*n̥Hd-sk̑é-
[air. -naisc, -nascat ‘binden’",*n̥Hd-sk̑é-,binden,contains-combining-marks
liv2add-0245-s02,liv2add-0245,61,*n-,*neHd-¹,Neu: ?*neHd-¹ ‘binden’ IEW 758f.,Desiderativ,Desiderativ ?*néHd/nHd-s- [air. Konj. nās- ‘binden’,*néHd/nHd-s-,binden,
liv2add-0249-s01,liv2add-0249,61-62,*n-,*nei̯k-,*nei̯k-,Zum Aorist,Zum Aorist auch ?[iran. niča-: khot. Präs. näjsīndä ‘sie kämpfen’,,sie kämpfen,
liv2add-0249-s02,liv2add-0249,61-62,*n-,*nei̯k-,*nei̯k-,Zum Präsens,Zum Präsens auch ?[umbr. ninctu ‘soll angreifen (?)’3a,,soll angreifen (?),
liv2add-0250-s01,liv2add-0250,62,*n-,*negʷ-,*negʷ- → *nekʷ-1,Präsens,Präsens *nékʷ-/n̥kʷ-,*nékʷ-/n̥kʷ-,,contains-combining-marks
liv2add-0250-s02,liv2add-0250,62,*n-,*negʷ-,*negʷ- → *nekʷ-1,Desiderativ,"Desiderativ ?*nékʷ/n̥kʷ-s-
?[heth. nana(n)kuss- ‘dunkel werden’3",*nékʷ/n̥kʷ-s-,dunkel werden,contains-combining-marks
liv2add-0251-s01,liv2add-0251,62,*n-,*nek̑-,*nek̑-,Aorist,"Aorist
*nók̑-/nek̑-
[heth. 3p akkanzi ‘sie sterben’0
?ved. Konj. naśanti ‘werden verloren gehen’1, [(JB, KauśS) anaśat ‘ist verloren
gegangen’2
toch.A Med. nakät ‘ging zugrunde, verschwand’3; [toch.B Konj. 1s neku ‘will
vernichten’3a",*nók̑-/nek̑-,"sie sterben; werden verloren gehen; ist verloren
gegangen; ging zugrunde, verschwand; will
vernichten",contains-combining-marks
liv2add-0252-s01,liv2add-0252,62-63,*n-,*nem-,1.*nem- → *nemh₁-,Zum Präsens,"Zum Präsens auch ?ved. 1s Ipf. ánamam RV 1,165,6 ‘schlug (mit Waffen)’ oss. næm- ‘schlagen’ Iir. *‘austeilen‘ > ‚schlagen‘, ved. nur RV beim aktiven Simplex (in GRASSMANNS Bedeutung 2), zur Trennung von nam- ‚neigen‘ s. W. P. SCHMID, IF 64 (1959) 113-18 mit Lit. Zwar könnten die betreffenden ved. Belege auch zu nam- ‘neigen, beugen’ gestellt werden (s. Gotō 194364; WERBA, VIA 201, KÜMMEL, Perfekt 279), für eine eigene iir. seṭ-Wurzel *namH- ‘schlagen’ spricht neben dem Kurzvokal des ved. Iterativs aber vor allem das oss. Präteritum nad-, das *nm̥ H-to- > *nā-ta- voraussetzt (*a müsste oss. æ ergeben), ebenso nad ‘Straße’, vgl. ABAEV II 147, 169-70; CHEUNG, EDIV 281. Der iir. Gesamtbefund ist daher besser erklärbar, wenn auch eine Wurzel *namH- beteiligt war, die man dann gut mit *nemh₁- identifizieren kann. Bei dieser Anknüpfung wäre wegen der Semantik fraglich, ob (gemäß BAILEY, BSOAS 19 1957, 53- 4) iran. *namatā̆- ‘Filz’ hierher gehören kann. Khot. pa-nam- und par-nam- gehören gegen CHEUNG, ibid., nicht hierher: panam- bedeutet ‘sich erheben’ und gehört zu *nem- (vgl. EMMERICK 69f.), und parnaindä ist mit EMMERICK 75 aus *pari-nā̆ya- herzuleiten.",*namH-; *nm̥; *nā-ta-; *a; *namH-; *nemh₁-; *namatā̆-; *nem-; *pari-nā̆ya-,"schlug (mit Waffen); schlagen; austeilen; schlagen; neigen; neigen, beugen; schlagen; Straße; Filz; sich erheben",contains-combining-marks; contains-subscript-numerals
liv2add-0252-s02,liv2add-0252,62-63,*n-,*nem-,1.*nem- → *nemh₁-,Perfekt,"Perfekt
?*ne-nómh₁/nm̥ h₁-
ved. Konj. nanámas RV 1,174,8; 2,19,7 ‘wirst/sollst
schlagen/abwehren’
[gr. νενέμηκα ‘habe verteilt’
germ. *nam-/nǣm-: got. (+) Prät. nam ‘nahm’",*ne-nómh₁/nm̥; *nam-/nǣm-,"wirst/sollst
schlagen/abwehren; habe verteilt; nahm",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0252-s03,liv2add-0252,62-63,*n-,*nem-,1.*nem- → *nemh₁-,Iterativ,"Iterativ
?*nomh₁-éi̯o-
ved. ánamayat ‘schlug (mit Waffen)’, Ptz. namáyant-
Ableitung von *nemh₁- erklärt auch den Kurzvokal (der dann auch auf namaya- ‘beugen’
übertragen wurde). Dazu neu Aorist nīnamas RV 8,24,27.
Neubildungen:
s-Aorist
gr. ἔνειμα ‘teilte zu’",*nomh₁-éi̯o-; *nemh₁-,schlug (mit Waffen); beugen; teilte zu,contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0253-s01,liv2add-0253,63,*n-,*neu̯-,*neu̯-,Zum Präsens,"Zum Präsens auch sogd. (+) nw- ‘langsam gehen’ (vgl. CHEUNG, EDIV 284 mit Lit.) …,, mkymr. (+) di-neu ‘gießt, fließt’, gwrthneu- ‘verweigern’ Brit. Grundbedeutung ‘neigen’, SCHUMACHER, KPV 493.",,"langsam gehen; gießt, fließt; verweigern; neigen",
liv2add-0254-s01,liv2add-0254,63,*n-,*neu̯d-,*neu̯d-,Präsens,"Präsens
*nud-sk̑é-
[nhd. dial. nuschen ‘schlagen, stoßen’3
[toch. nätk(a)- ‘fernhalten, wegstoßen’4",*nud-sk̑é-,"schlagen, stoßen; fernhalten, wegstoßen",contains-combining-marks
liv2add-0255-s01,liv2add-0255,63-64,*n-,*neu̯H-,*neu̯H-,Zum Präsens,"Zum Präsens auch lat. Ptz. *nou̯ent- in nūntius ‘Botschafter, Botschaft’4a",*nou̯ent-,"Botschafter, Botschaft",contains-combining-marks
liv2add-0256-s01,liv2add-0256,64,*p-,*ped-,*ped-,Zum Kausativ,"Zum Kausativ auch chwar. (+) nb’zȳ- ‘hinlegen’ < *ni-pādaya-, SAMADI 116; könnte Neubildung zu *ni-padya- in chwar. (+) nbzȳ- ‘sich hinlegen’ (SAMADI 117-8) sein.

Zum neugebildeten R(e)-e-Präsens auch ?khot. (+) nu-vad- ‘sich hinlegen’ < *ni-pada-, vgl. EMMERICK 58; Umbildung von *-padya- (s.o.) oder aus dem Aorist?",*ni-pādaya-; *ni-padya-; *ni-pada-; *-padya-,hinlegen; sich hinlegen; sich hinlegen,
liv2add-0258-s01,liv2add-0258,64,*p-,*peh₂(i̯)-,*peh₂(i̯)- → *peh₂-,Desiderativ,"Desiderativ *páh₂/ph₂-s- heth. pahsa ‘bewahrt, schützt’7
?[gr. Perf. πέπασται Thgn. 1,663 ‘besitzt’7a",*páh₂/ph₂-s-,"bewahrt, schützt; besitzt",contains-greek; contains-subscript-numerals
liv2add-0259-s01,liv2add-0259,64,*p-,*peh₃(i̯)-,*peh₃(i̯)-,Zum Präsens,"Zum Präsens auch [iran. *piba-: iškašmi (+) pьv- ‘trinken’ (CHEUNG, EDIV 289-90) …, mkymr. (+) yf ‘trinkt’ Sonstige Stämme sind sekundär zur Neowurzel *φib- hinzugebildet, SCHUMACHER, KPV 516-8.",*piba-; *φib-,trinken; trinkt,contains-greek
liv2add-0262-s01,liv2add-0262,65,*p-,*pei̯k(ʷ)-,"Neu: ?*pei̯k(ʷ)- ‘kneifen, drücken’",Präsens,"Präsens
?*péi̯k-/pik-
[spätved. (VādhŚS) picati ‘kneift, drückt, beugt (die Finger)’
[aav. piš́iieiṇtī ‘sie opfern falsch, mißhandeln’
Vgl. DE VAAN, l.c.; die Handschriftenlage erfordert urspr. Lesung mit š́ und folglich uriir. *piḱ-i̯°;
also nicht mit LIV¹-² zu *peHs ‘sehen’.",*péi̯k-/pik-; *piḱ-i̯°; *peHs,"kneift, drückt, beugt (die Finger); sie opfern falsch, mißhandeln; sehen",contains-combining-marks
liv2add-0263-s01,liv2add-0263,65,*p-,*pekʷ-,1.*pekʷ-,Zum Präsens,"Zum Präsens *pekʷ-i̯é- auch khot. (+) pach- ‘gar werden’ (vgl. CHEUNG, EDIV 286-7 mit Lit.)",*pekʷ-i̯é-,gar werden,contains-combining-marks
liv2add-0263-s02,liv2add-0263,65,*p-,*pekʷ-,1.*pekʷ-,Desiderativ,"Desiderativ *pékʷ-/pekʷ-s- ved. Konj. pákṣat ‘wird kochen, braten’6
[mp. (+) paxš- ‘reifen’, chwar. px- ‘kochen (intr.)’ (vgl. SAMADI 164)
[toch.B pakṣäṃ ‘kocht (tr.)’, Med. pakṣtär ‘reift, kocht (intr.)’; A Ipf. päkṣānt
‘kochten (tr.)’
Die iranischen Präsensbildungen sprechen eher für eine vom s-Aorist unabhängige Bildung",*pékʷ-/pekʷ-s-,"wird kochen, braten; reifen; kochen (intr.); kocht (tr.); reift, kocht (intr.); kochten (tr.)",
liv2add-0264-s01,liv2add-0264,65,*p-,*pekʷ-,?2.*pekʷ-,Präsens,"Präsens
*pékʷ-/pekʷ-
toch.B paktär ‘vertraut’, 3p pkwäntär
Nach KIM, TIES 8, 1999, 166 kann *kʷ erhalten geblieben sein (gegen RINGE 42 mit Lit.), so
dass das in LIV² rekonstruierte Suffix *-u- nicht mehr begründet ist. Vgl. auch MALZAHN 703.",*pékʷ-/pekʷ-; *kʷ; *-u-,vertraut,
liv2add-0265-s01,liv2add-0265,65,*p-,*pel-¹,Neu: ?2.*pel-¹ ‘schlagen’,Präsens,"Präsens
?*pél-de- lat. pellō, -ere ‘schlagen’2
[ahd. falcit ‘schlägt’3",*pél-de-,schlagen; schlägt,
liv2add-0265-s02,liv2add-0265,65,*p-,*pel-¹,Neu: ?2.*pel-¹ ‘schlagen’,Neubildungen,"Neubildungen: Perfekt
lat. pepulī ‘schlug’4",,schlug,
liv2add-0266-s01,liv2add-0266,65-66,*p-,*pel-¹,Neu: ?3.*pel-¹ ‘hervorbringen’ [IEW ],Präsens,"Präsens
?*pél-e- alb. pjell ‘zeugt, gebiert’, mbjell ‘besät, bepflanzt’",*pél-e-,"zeugt, gebiert; besät, bepflanzt",
liv2add-0267-s01,liv2add-0267,66,*p-,*pelh₂-,*pelh₂-,Zum Aorist,"Zum Aorist auch umr. ?ař-peltu ‘soll sich nähern’3a wohl doch nicht alb. pjell ‘zeugt, gebiert’ (s. 3. pel-)",,"soll sich nähern; zeugt, gebiert",
liv2add-0267-s02,liv2add-0267,66,*p-,*pelh₂-,*pelh₂-,Zum Präsens,Zum Präsens auch …; mcorn. gall- ‘gehen’9a,,gehen,
liv2add-0270-s01,liv2add-0270,66,*p-,*perd-,*perd- 'explodieren; furzen'0,Zum Aorist,"Zum Aorist auch ?[ved. akr̥t AVP 20,41,3 ‘hat gefurzt’0a",,hat gefurzt,contains-combining-marks
liv2add-0270-s02,liv2add-0270,66,*p-,*perd-,*perd- 'explodieren; furzen'0,Präsens,"Präsens
*pr̥-né/n-d-
toch.B prantsäṃ 'explodes, spatters'1a",*pr̥-né/n-d-,"explodes, spatters",contains-combining-marks
liv2add-0272-s01,liv2add-0272,66-67,*p-,*perkʷ-¹,?*perkʷ-¹ ‘reinigen’,Aorist,"Aorist
?*pérkʷ-/pr̥kʷ- heth. parkuwanzi ‘reinigen’",*pérkʷ-/pr̥kʷ-,reinigen,contains-combining-marks
liv2add-0272-s02,liv2add-0272,66-67,*p-,*perkʷ-¹,?*perkʷ-¹ ‘reinigen’,Präsens,"Präsens
?*pé-porkʷ-/pr̥kʷ-
kluw. papparkuwatti ‘reinigt’",*pé-porkʷ-/pr̥kʷ-,reinigt,contains-combining-marks
liv2add-0274-s01,liv2add-0274,67,*p-,*pes-,Neu: *pes- ‘reiben’,Präsens,"Präsens *pés-/ps-
heth. peszi ‘reibt (ein)’2",*pés-/ps-,reibt (ein),
liv2add-0275-s01,liv2add-0275,67-68,*p-,*pet-,"Neu: *pet- ‘fliegen, stürzen, fallen’¹ IEW 825-6",Aorist,"Aorist
*pét-/pt- [dor. äol. ἔπετον, [ion. att. ἔπεσον ‘fiel’²; [gr. πτέσϑαι ‘fliegen’; [ἔπτατο
‘flog auf’³",*pét-/pt-,fiel; fliegen; flog auf,contains-greek
liv2add-0275-s02,liv2add-0275,67-68,*p-,*pet-,"Neu: *pet- ‘fliegen, stürzen, fallen’¹ IEW 825-6",Präsens,"Präsens
*pí-pt-e- gr. πῑ́πτω ‘falle’⁵",*pí-pt-e-,falle,contains-greek; contains-combining-marks
liv2add-0275-s03,liv2add-0275,67-68,*p-,*pet-,"Neu: *pet- ‘fliegen, stürzen, fallen’¹ IEW 825-6",Perfekt,"Perfekt
*pe-pót/pt-
ved. paptima ‘wir sind geflogen’10
[att. πέπτωκα ‘bin gefallen’¹²",*pe-pót/pt-,wir sind geflogen; bin gefallen,contains-greek
liv2add-0275-s04,liv2add-0275,67-68,*p-,*pet-,"Neu: *pet- ‘fliegen, stürzen, fallen’¹ IEW 825-6",Kausativ,"Kausativ *pot-éi̯o- ved. pātáyati ‘läßt fliegen, läßt fallen’
jav. us-pataiieni Yt. 19,44 ‘will herausgehen lassen’
mkymr. odi ‘werfen’¹³",*pot-éi̯o-,"läßt fliegen, läßt fallen; will herausgehen lassen; werfen",contains-combining-marks
liv2add-0275-s05,liv2add-0275,67-68,*p-,*pet-,"Neu: *pet- ‘fliegen, stürzen, fallen’¹ IEW 825-6",Desiderativ,"Desiderativ *pét/pet-s-
[gr. hom. ion. att. πεσέομαι ‘werde fallen’¹⁴",*pét/pet-s-,werde fallen,contains-greek
liv2add-0275-s06,liv2add-0275,67-68,*p-,*pet-,"Neu: *pet- ‘fliegen, stürzen, fallen’¹ IEW 825-6",Neubildungen,Neubildungen: i̯e-Präsens jav. paiθiiā̊ṇte ‘werden stürzen’15,,werden stürzen,contains-greek; contains-combining-marks
liv2add-0278-s01,liv2add-0278,68,*p-,*peuk̑-,Neu: ?*peuk̑- ‘stechen’¹ IEW 828,Präsens,"Präsens
?*péu̯k̑-o- arm. hiwsem ‘flechte’2",*péu̯k̑-o-,flechte,contains-combining-marks
liv2add-0280-s01,liv2add-0280,68-69,*p-,*pi̯eh₂-,*pi̯eh₂-,Zum Aorist,"Zum Aorist auch ?[gr. καταπτήτην Il. 8,136 ‘sie prallten nieder’3a",,sie prallten nieder,contains-greek
liv2add-0280-s02,liv2add-0280,68-69,*p-,*pi̯eh₂-,*pi̯eh₂-,Neubildungen,"Neubildungen:
s-Aorist
gr. ἔπαισα ‘schlug’6; gr. ἔπτῆξα, dor. ἔπτᾱ̆ξα ‘duckte mich’7
j-Präsens
gr. ion. (und att.) πτήσσω, dor. πτά̄̆σσω ‘ducke mich’7
Perfekt
gr. πεπτηώς ‘geduckt’8
?Iterativ
gr. πτώσσω ‘ducke mich’9",,schlug; duckte mich; ducke mich; geduckt; ducke mich,contains-greek; contains-combining-marks
liv2add-0281-s01,liv2add-0281,69,*p-,*pleh₂-,"Neu: *pleh₂- ‘breit, flach werden/machen’1 IEW 805-7",Präsens,"Präsens
?*pléh₂-i̯e-
lit. (+) plóju, (plóti) ‘breitschlagen’2",*pléh₂-i̯e-,breitschlagen,contains-combining-marks; contains-subscript-numerals
liv2add-0282-s01,liv2add-0282,69,*p-,*pleu̯-,*pleu̯-,Präsens,"Präsens *plḗu̯-/pléu̯- toch.A Ptz. Med. plumāṃ ‘schwebend’6, toch.B Konj. plyewäṃ ‘wird
schweben’7
[ved. plávate etc. (Thematisierungen)",*plḗu̯-/pléu̯-,"schwebend; wird
schweben",contains-combining-marks
liv2add-0282-s02,liv2add-0282,69,*p-,*pleu̯-,*pleu̯-,Kausativ,"Kausativ ?*plṓu̯-ei̯e- lit. pláuju, (pláuti) ‘spülen; überschwemmen’3
ksl. (+) plaviti ‘schwemmen, flößen’",*plṓu̯-ei̯e-,"spülen; überschwemmen; schwemmen, flößen",contains-combining-marks
liv2add-0282-s03,liv2add-0282,69,*p-,*pleu̯-,*pleu̯-,Essiv/Fientiv,"Essiv/Fientiv ?*plu-éh₁-
lit. pluvė́ti, plùva ‘fließen; wandern’
ačech. plvěti ‘fließen’
Anm. 3 So nach VINE, Diss. 25f.; FECHT in H. FIX, Beiträge zur Morphologie. Germanisch,
Baltisch, Ostserefinnisch, Odense 2007, 383-393.
Anm. 6 „(Vor)urtoch. Ersatz für uridg. *pléu̯-e/o-“ nach HACKSTEIN, Untersuchungen 97, doch
nach welchem Prinzip? Eher dürfte im Toch. ein urspr. akrodyn. Präsens vorliegen (s.
ISEBAERT, Koll. Salzburg 198), das sonst thematisiert wurde. Daß toch.B plyewäṃ Konj. ist,
spricht (trotz HACKSTEIN, Untersuchungen 96170) nicht dagegen, da ja das Präsens urspr. mit
diesem identisch war (M. K.). Nach RINGE, MSS 51 (1990) 187-8: Paradigmenspaltung aus
urspr. *plus° ~ plæw- ~ plyews- zu zwei Verben plus- und plyew-.
Anm. 7 Bestimmung als Konj. nach HACKSTEIN, Untersuchungen 94-5.",*plu-éh₁-; *pléu̯-e/o-; *plus°,fließen; wandern; fließen,contains-combining-marks; contains-subscript-numerals
liv2add-0288-s01,liv2add-0288,70,*r-,*regʷ-,"Neu: ?*regʷ- ‚dunkeln, dämmern‘¹",Präsens,"Präsens
?*régʷ-e- an. røkkva ‘dunkeln’2",*régʷ-e-,dunkeln,
liv2add-0290-s01,liv2add-0290,70,*r-,*rei̯g̑-,"*rei̯g̑- ‘(sich) strecken, recken’",Desiderativ,"Desiderativ ?*réi̯g̑/rig̑-s- air. Konj. rīas- ‘ausstrecken, herrschen’",*réi̯g̑/rig̑-s-,"ausstrecken, herrschen",contains-combining-marks
liv2add-0290-s02,liv2add-0290,70,*r-,*rei̯g̑-,"*rei̯g̑- ‘(sich) strecken, recken’",Essiv,"Essiv
?*rig̑-h₁i̯é-
[lat. rigeō, -ēre ‘starr sein, steif sein’5",*rig̑-h₁i̯é-,"starr sein, steif sein",contains-combining-marks; contains-subscript-numerals
liv2add-0291-s01,liv2add-0291,70,*r-,*rei̯g-,*rei̯g- ‘binden’,Zum Präsens,"Zum Präsens auch mkymr. (+) gwe-ry ‘spielt’, mbret. ae-re- ‘binden’",,spielt; binden,
liv2add-0291-s02,liv2add-0291,70,*r-,*rei̯g-,*rei̯g- ‘binden’,Essiv,"Essiv wohl zustreichen, s. oben zu *rei̯g̑-.
Anm. 2 …, vgl. auch SCHUMACHER, KPV 547-8.
Anm. 2a Vgl. SCHUMACHER, KPV 547-8.",*rei̯g̑-,,contains-combining-marks
liv2add-0292-s01,liv2add-0292,70-71,*r-,*(h₁)rei̯k̑-,*(h₁)rei̯k̑-,Zum Präsens,Zum Präsens *réi̯k̑-e- auch chwar. rysd ‘zerriss’ Gegen SAMADI 176 problemlos hier einzuordnen.,*réi̯k̑-e-,zerriss,contains-combining-marks
liv2add-0292-s02,liv2add-0292,70-71,*r-,*(h₁)rei̯k̑-,*(h₁)rei̯k̑-,Präsens,"Präsens
*rik̑-i̯é-
sogd. b. z-r’yš-, c. z-ryš- ‘unterbrochen werden, zu Ende gehen’",*rik̑-i̯é-,"unterbrochen werden, zu Ende gehen",contains-combining-marks
liv2add-0292-s03,liv2add-0292,70-71,*r-,*(h₁)rei̯k̑-,*(h₁)rei̯k̑-,Zum Kausativ,"Zum Kausativ auch sogd. (+) b. z-r’yš-, m. z-ryš- ‘verletzen, zerstören’",,"verletzen, zerstören",
liv2add-0293-s01,liv2add-0293,71,*r-,*renH-,"Neu: *renH- ‚laufen, rennen‘¹",Aorist,"Aorist *rénH/rn̥H-
[aalb. rû: ‘rannte, lief’2",*rénH/rn̥H-,"rannte, lief",contains-combining-marks
liv2add-0293-s02,liv2add-0293,71,*r-,*renH-,"Neu: *renH- ‚laufen, rennen‘¹",Präsens,"Präsens ?*rénH-e- got. (+) rinnan ‘rennen, laufen’3",*rénH-e-,"rennen, laufen",
liv2add-0293-s03,liv2add-0293,71,*r-,*renH-,"Neu: *renH- ‚laufen, rennen‘¹",Kausativ,"Kausativ *ronH-éi̯e-
got. (+) -rannjan ‘rennen lassen’
russ. (+) ronít' ‘fallen lassen’",*ronH-éi̯e-,rennen lassen;  ,contains-combining-marks
liv2add-0294-s01,liv2add-0294,71,*r-,*ret-,*ret-,Desiderativ,"Desiderativ ?*rét/r̥t-s-
air. Konj. reiss*, -ré ‘mag laufen’
Dazu auch Ipv. *retsi in to-n·fóir ‘hilf!’, SCHUMACHER, KPV 539, 542",*rét/r̥t-s-; *retsi,mag laufen; hilf!,contains-combining-marks
liv2add-0294-s02,liv2add-0294,71,*r-,*ret-,*ret-,Neubildungen,"Neubildungen:
Perfekt
air. ráith, mkymr. -rawt ‘lief’
Vgl. SCHUMACHER, KPV 538-9, 541-2 mit Lit.",,lief,
liv2add-0295-s01,liv2add-0295,71,*r-,*reu̯dʰ-,2.*reu̯dʰ-,Präsens,"Präsens *rudʰ-sk̑é- [toch. rutk- ‘entfernen, beseitigen’
Aus *rutsk > *rutk- neue Wurzel abstrahiert, vgl. MELCHERT, KZ 91, 1977, 93-130, besonders
124-5; MALZAHN 831; gegen ADAMS, DTB 538 ist iir. *rau̯dʰ- ‘hindern’ wohl fernzuhalten, s.
*leu̯dʰ-; nach ADAMS, DTB 418 hierher auch toch. prutk- ‘versperrt werden’ mit Präfix *pə-,
nach MELCHERT, l.c. 121 aber (erweitert) zu nhd. sperren, *spʰerH-.",*rudʰ-sk̑é-; *rutsk; *rutk-; *rau̯dʰ-; *leu̯dʰ-; *pə-; *spʰerH-,"entfernen, beseitigen; hindern; versperrt werden",contains-combining-marks
liv2add-0296-s01,liv2add-0296,71-72,*s,*sed-,*sed-,Zum Präsens,"Zum Präsens *sḗd-/séd- auch [air. -said, sedait ‘sitzen, sich setzen’³¹; mbret. (+) hez- ‘aufhören’, asez- ‘sich setzen’31a",*sḗd-/séd-,"sitzen, sich setzen; aufhören; sich setzen",
liv2add-0296-s02,liv2add-0296,71-72,*s,*sed-,*sed-,Zum Präsens,"Zum Präsens *si-sd-e- auch jav. -šhiδaiti ‘setzt sich’, apa.hiδat̰ ‘setzte sich weg’¹0a",*si-sd-e-,setzt sich; setzte sich weg,contains-greek; contains-combining-marks
liv2add-0296-s03,liv2add-0296,71-72,*s,*sed-,*sed-,Perfekt,"Perfekt: zu streichen air. síasair (suppletiv von *steh₂-, s. SCHUMACHER, KPV 562, 572-3).",*steh₂-,,contains-subscript-numerals
liv2add-0297-s01,liv2add-0297,72,*s,*seg-,*seg-,Zum Nasalpräsens,"Zum Nasalpräsens auch ?[chwar. f-šñc- ‘aufsitzen, reiten’ Nach SAMADI 72 aus *abi-šanǰa-; uriir. *sanǵ- <- *sn̥nǵ- wie bei ved. bhañj-, s. *bʰeg-; offenbar von einem *šanǰ- abgeleitet ist auch mp. ’šynzyh- ‘aufziehen’, s. CHEUNG, EDIV 128-9 mit Lit. Denkbar ist aber auch ein thematisches Präsens mit sekundärer Vollstufe, die dann vielleicht schon uriir. war.

Zum them. Präsens auch spätkhot. ajs- ‘verfolgen’ (EMMERICK 5)",*abi-šanǰa-; *sanǵ-; *sn̥nǵ-; *bʰeg-; *šanǰ-,"aufsitzen, reiten; aufziehen; verfolgen",contains-combining-marks
liv2add-0298-s01,liv2add-0298,72,*s,*segʷʰ-,Neu: *segʷʰ- ‚ertragen‘¹,Aorist,"Aorist
*ségʷʰ-/sgʷʰ-
ved. sághat RV 1,57,4 ‘wird ertragen’",*ségʷʰ-/sgʷʰ-,wird ertragen,
liv2add-0298-s02,liv2add-0298,72,*s,*segʷʰ-,Neu: *segʷʰ- ‚ertragen‘¹,Präsens,"Präsens
?*sgʷʰ-néu̯/nu- ved. ásaghnoṣ RV 1,31,3 ‘ertrugst’",*sgʷʰ-néu̯/nu-,ertrugst,contains-combining-marks
liv2add-0300-s01,liv2add-0300,72-73,*s,*seh₂p-,Neu: *seh₂p- ‚stoßen‘1,Aorist,"Aorist
*séh₂p-/sh₂p-
heth. sapzi ‘schlägt’2",*séh₂p-/sh₂p-,schlägt,contains-subscript-numerals
liv2add-0300-s02,liv2add-0300,72-73,*s,*seh₂p-,Neu: *seh₂p- ‚stoßen‘1,Präsens,"Präsens
*si-séh₂p/sh₂p- gr. ἰάπτω ‘stoße; verletze, zerstöre’3",*si-séh₂p/sh₂p-,"stoße; verletze, zerstöre",contains-greek; contains-subscript-numerals
liv2add-0300-s03,liv2add-0300,72-73,*s,*seh₂p-,Neu: *seh₂p- ‚stoßen‘1,Iterativ,"Iterativ
*soh₂p-éi̯e-
ved. sāpáyant- TB ‘stoßend (?)’4
[oss. d. isaf- ‘zerstören’5",*soh₂p-éi̯e-,stoßend (?); zerstören,contains-combining-marks; contains-subscript-numerals
liv2add-0302-s01,liv2add-0302,73,*s,*selk-,*selk-,Zum Aorist,"Zum Aorist auch ?[heth. salkzi ‘knetet, vermengt’ Zugehörigkeit zu *selk- semantisch ungeklärt, aber jedenfalls besser hierher als zu *selg̑-; vgl. KIMBALL, MSS 53 (1992) 80; KLOEKHORST 712.",*selk-; *selg̑-,"knetet, vermengt",contains-combining-marks
