entry,section,pdf_page,field,line_start,issue,content
eglė,Lithuanian,165,LITH,4785,contains_non_ascii;fused_field_label,"eglė 2 [2/4] 'spruce, fir' LATV egle 'spruce, fir' OPR addle (EV) 'spruce, fir' BSL *edli-PSL *edlb f. i; *edla f. a (e) 'spruce, fir' SL Ru. el' f.(i) 'spruce, fir', Gsg. ėli ( alongside elka, dial. egla ); Cz. jedle f.(ja) 'fir'; OCz. jedl f.(i) 'spruce, fir'; Slk. jedl'a f.(ja) 'fir'; Pl. jodla f.(a) 'fir'; jedla f.(a) 'fir' (in dialects also jegla, jagla); OPl. jedl f.(i) 'spruce, fir'; jedla f.(a); SCr. jėla f.(a) 'fir'; jela f.(a) 'fir'; čak. jela (Vrg.) f.(a) 'tree-trunk'; Sln. jęl f.(i) 'spruce, fir', Gsg. jeli;jęla f.(a) 'spruce, fir'; Bulg. jela f.(a) 'fir' PIE *h1edh-[_ IE Lat. ebulum n. 'dwarf-elder, danewort (sambucus ebulus)', ebulus f. 'id.'; Gaul. odocos 'id.'; OHG attuh, attah 'id.'"
eiti,Lithuanian,165,LITH,4790,contains_non_ascii;fused_field_label;mojibake_candidate;possible_ocr_digit_letter_year_or_symbol,"eiti 'go', 3 pres. eina, 3 pret. ejo; VAR eiti, 3 pres. eiti, 3 pret. ejo LATV iėt'go' [iė, iė, iė2], lsg. pres. iėmu, eimu, eju, lsg. pret. giiju OPR ėisei 2sg. pres. 'go', ėit 3 pres. 'goes' ('gehe'); ieis 2sg. imper. 'go!', ieiti 2pl. imper. 'go!' BSL *ei-PSL *jbti v. 'go' SL OCS iti, lsg. id9, 2sg. imper. idi; Ru. idti, lsg. idu, 3sg. idet, 2sg. imper. idi; Ukr. iti, lsg. idu; Cz. jiti, lsg. jdu, 2sg. imper. jdi; Slk. isf; Pl. isc; ic ( arch.); Slnc. jie, lsg. jfdą; Plb. ait, 3sg. aide, 2sg. imper. aid; SCr. Jei, lsg. l'dėm; iti ( dial.); isti; Sln. iti, lsg. gręm, lsg. grędem, lsg. idem; Bulg. ida 'go, come' PIE *h1ei-IE Skt. ėti; Gk. dµ1; Lat. ire"
eldija,Lithuanian,166,SL,4813,contains_non_ascii,"OCS al('b)dii (Zogr., Supr.) f.(ia) 'ship, boat'; ladii (Zogr., Mar.) f.(ia) 'ship, boat'; Ru. lad'ja f.(ia) 'rook, (arch., dial.) boat'; 16d'ja (dial.) f.(ia) 'boat, trough'; ORu. lodvja f.(ia) 'boat'; Ukr. l6dja f.(ia) 'boat, (dial.) 'trough'; Cz. lod' f.(i/ja); OCz. lodi f.(ia); Pl. l6di f.(i); OPL lodzia f.(ia); SCr. lada f.(ja); Čak. ldda (Vrg.) f.(ja); Sln. ladja f.(ja); Bulg. ladija f.(ja) 'canoe, boat'"
eldija,Lithuanian,166,PIE,4815,broken_reconstruction_spacing,*Haldh-eh2; *h2eldh-ehr
elenis,Lithuanian,166,SL,4825,contains_non_ascii,"OCS jelenv (Ps. Sin., Supr.) 'deer'; Ru. alen' 'deer, stag-beetle'; elėn' ( dial.); Ukr. 6len""deer';jėlen' (dial.); Cz.jelen 'deer, stag-beetle'; Slk. jeleii 'deer, stagbeetle'; Pl. jelen 'deer'; SCr. jelen 'deer, stag-beetle'; Čak. jelen 'deer, stagbeetle'; Sln. jėlen 'deer, stag-beetle', Gsg. jelęna; Bulg. jelėn 'deer'"
elenis,Lithuanian,166,PIE,4827,fused_field_label;unusual_symbol_for_manual_check,"*h1el-h1en(-i)-IE Gk. iiveA.o<; (Hes.) m. 'young of the deer, fawn' (if a metathesized form of iiA.evo<; < *h1elh1ena-)"
elgeta,Lithuanian,167,LITH,4834,contains_non_ascii,elgeta m./f. l 'beggar'; VAR elgėta m.ff.; elgetas
elgtis,Lithuanian,167,LITH,4839,contains_non_ascii,"elgtis 'behave, act, ( 17'h e.) beg', 3 pres. elgiasi, 3 pret. elgėsi LATV elgt 'impose oneself, (also refl.) ask obtrusively, (refl.) control oneself'"
elnė,Lithuanian,167,LITH,4844,contains_non_ascii;fused_field_label;unusual_symbol_for_manual_check,"elnė l 'doe'; VAR alnė l OPR alne (EV) 'wild animal(?)' BSL *ol-?n-PSL *olni f. i (a) 'doe' SL OCS alonii (Supr.) Gpl. f.(ia) 'does' (provided that this is the correct reading of mbnii); Ru. lan' f.(i) 'fallow deer, doe'; Cz. lan f.(i/ja) 'doe'; OCz. lani f.(ia) 'doe'; Slk. lan f.(i/ja) 'doe'; OPI. lani f.(ia) 'doe'; lania f.(ja) 'doe'; SCr. lane f.(ja) 'doe'; Bulg. alne ( dial.) f.(ja) 'young chamais' PIE *h1ol-Hn-iH-IE Gk. ĖAA6q (Hom.) m. 'young of the deer, fawn'; Gk. E\.mpoq m. 'deer' (probably < *h1el-n-bho-); Arm. eln m. 'deer'; Mlr. ailit f. 'doe, hind', Gsg. ailte; Mlr. elit f. 'doe, hind', Gsg. eilte; MW elein f.!m. 'young deer, doe, hindcalf', Npl. alanet 'young deer, doe, hind-calf'"
elnias,Lithuanian,167,LITH,4851,unusual_symbol_for_manual_check,"elnias 1/3 'deer'; VAR elnis ( arch.) l; alnis ( dial.) l LATV alnis [a{, al2] 'elk'"
engti,Lithuanian,167,LITH,4856,contains_non_ascii,"engti 'peel, skin, scrape, tear, beat, oppress, torment', 3 pres. engia, 3 pret. engė (the LKŽe mentions a variant engti, which in the many illustrative sentences occurs only o nee)"
epušė,Lithuanian,168,LITH,4867,contains_non_ascii,"epušė 1, epušl 3b 'aspen'; VAR iipušė l [1/3b]; epušis f.(i) 1; iipušis f.(i) l [1/3b]; Apšė top. LATV apse 'aspen'; VAR epse; epss f.(i)"
ėras,Lithuanian,168,LATV,4881,contains_non_ascii,"jiįrs [ę, ę] 'lamb'; VAR jere 'one-year-old sheep, half-year-old sheep, mother lamb'"
ėras,Lithuanian,168,BSL,4884,broken_reconstruction_spacing;contains_non_ascii;fused_field_label,*je?ro-PSL * Črbka f. a
ėras,Lithuanian,168,SL,4885,contains_non_ascii,"Cz. jarka 'spring wheat, sheep bom in spring'; jarka ( dial.) 'spring rye, ewe that had young in spring'; Slk. jarka 'one year old sheep'; Pl. jarka 'increase or harvest of this or last year's spring, barren sheep'; SCr. jiirka 'spring com, hen that has laid eggs for the first time'; jarka 'spring maize'; Čak. jiirka (Orb.) 'species of grain'; Sln. jarka 'summer fruit (e.g. of spring rye or wheat), young hen'; Bulg.jarka 'young chicken'"
ėras,Lithuanian,168,PIE,4887,broken_reconstruction_spacing;fused_field_label,"*Hieh1-r-IE Skt. paryarit:ii- f. 'cow which has its first calf after a year'; Gk. wpa f. 'time, season'; Av. yar- n. 'year'; Go.jer n. 'year'; OHG jiir n. 'year'"
erdus,Lithuanian,169,LITH,4894,contains_non_ascii,"erdus (dial.) 'fragile, loose (earth)'; VAR ardus 4 LATV ęrds 'spaeious, eomfortable, fluent'; VAR ards"
erdvas,Lithuanian,169,LITH,4899,contains_non_ascii,"erdvas 4 'spaeious, loose, wide'; erdvus; VAR ardvas (OLith., dial.) 4 LATV drdavs2'agile, fluent, spaeious, eomfortable'; VAR ęrdavs"
erelis,Lithuanian,169,LITH,4904,broken_reconstruction_spacing;contains_non_ascii;fused_field_label,"erelis 2 'eagle' (the forms aras and eras (Pokorny IEW: 326) are neologisms) LATV erglis [ er, er2] 'eagle' OPR arelie [arelis] (EV) 'eagle' BSL *or-il-o-; *er-el-io-PSL *orbl'b m. o ( b) 'eagle' SL OCS orbi'b; Ru. orei, Gsg. oria; Cz. orei; Slk. orai; orei; Pl. orzel, Gsg. orla; USrb. worjol, Gsg. w6rla; LSrb. jerjol; jerjel; herjol ( dial.); herjel ( dial.); horal (areh.); SCr. orao; Sln. ardi, Gsg. oria; Bulg. orei PIE *h→er-IE Gk. opv1q m. 'bird'; Go. ara m. 'eagle'; Ok. 9rn m. 'eagle'; Olr. irar m. 'eagle'; Hitt. bara(n)- e. 'eagle'"
erkė,Lithuanian,169,LITH,4909,contains_non_ascii;fused_field_label,"erkė l 'tiek' LATV erce 'tiek'; VAR ercis2 (Klp.) BSL *6r?k-; *er?k-PSL *ork'b m. o (a) 'erayfish' SL Ru. rak; Cz. rak; Slk. rak; Pl. rak; Slne. rak; SCr. rak; Čak. rak (Vrg., Orb.); Sln. rak, Gsg. raka; Bulg. rak"
ernis,Lithuanian,170,BSL,4920,broken_reconstruction_spacing,"**PSL** **SL** ORu. renb f.(i) 'hatred, malice, spite'"
eršketas,Lithuanian,170,LITH,4925,contains_non_ascii,eršketas 2 'sturgeon'; VAR eršketras 1 (ešketras (Bretk.) 'whale' is probably a Prussianism) OPR esketres (EV) 'sturgeon'
eršketas,Lithuanian,170,SL,4929,contains_non_ascii,"Ru. osetr m„ Gsg. osetra; oseter ( dial.) m.; ORu. jesetro m.; osetro m.; Cz. jeseter m.; Slk. jeseter m.; Pl. jesiotr m.; OPI. jesiotr m.; jasiotr m.; USrb. jesetr ( arch.) m.; jasotr ( arch.) m.; LSrb. jesotr m.; SCr. jesetra f.; Sln. jeset""7' m.; Bulg. esetra f."
erškėtis,Lithuanian,170,LITH,4934,contains_cyrillic;contains_non_ascii,"erškltis 2 [1/2/3•/3b] (i.e. erškėtis 1, erškėtys 3•/3b) 'thorn-bush'; VAR eršketis 2 [1/2/3•/3b] (i.e. eršketis l, eršketys 3•/3b) LATV eršдis [er, er2] 'thorn-bush, thorn, prickle'; VAR erkšis; erkšдis"
erškėtis,Lithuanian,170,SL,4937,contains_non_ascii;unusual_symbol_for_manual_check,"Sln. ręšak 'sow thistle' (*erš-bcb < *erx-iko-?, cf. Andersen 1996: 140, Derksen 2008a: 143)"
ertas,Lithuanian,171,LITH,4944,contains_non_ascii,"ertas (Žem., WP) 4 'spacious, wide'; VAR ertus (dial.) 4 LATV ęrts [ėr, er, er2] 'spacious, comfortable, fluent'"
eržilas,Lithuanian,171,LITH,4949,contains_non_ascii,eržilas 3b 'stallion'; VAR aržilas 3b LATV ęrzelis 'stallion'
esmi,Lithuanian,171,LITH,4954,contains_non_ascii;mojibake_candidate;possible_ocr_digit_letter_year_or_symbol,"esmi (OLith.) isg. 'am' LATV ęsmu isg. 'am' OPR asmai isg., asmu isg., asmau isg. 'am' BSL *esmi PSL *esmb isg. 'am' SL OCS jesmb; Cz. jsem; OPL je5m; SCr. jesam; sam.; Sln. sJm PIE *h1es-mi IE Skt. asmi isg. 'am'; Gk. dµ[ isg."
esti,Lithuanian,171,LITH,4959,contains_non_ascii,"ėsti 'is' OPR ast (l, Il, Ill), ;est (Il), est (Il) 'is' BSL *esti PSL *estb 3sg. 'is' SL OCS jest'b; Ru. est'; Cz. jest; je; Pl. jest; SCr. jest; je; Sln. je; Bulg. e"
ėsti,Lithuanian,171,LITH,4968,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"čsti 'eat ( of animals ), ( dial., OLith.) eat', 3 pres. čda, 3 pret. čdė; VAR ėsti (OLith.), isg. pres. ėmi, 3 pres. ėsti, 3 pret. ėdė"
ėsti,Lithuanian,171,LATV,4969,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"ėst 'eat', isg. pres. ędu, isg. pret. ėdu; VAR ėst, isg. pres. ęmu, isg. pret. ėdu"
ėsti,Lithuanian,171,BSL,4971,broken_reconstruction_spacing;contains_greek;contains_non_ascii,*ei'sti; *ei'd-PSL * ϩsti v. 'eat'
ėsti,Lithuanian,171,SL,4972,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS jasti, isg. jamb, 3sg. jast'b; Ru. est', isg. em, 3sg. est; Cz. jisti; Slk. jesf; Pl. ješC; Slnc. jięsc; SCr. jesti, isg. jedem; Sln. jfsti, isg. jfm"
ėsti,Lithuanian,172,IE,4977,contains_non_ascii;mojibake_candidate;unusual_symbol_for_manual_check,"Skt. atti 'eat'; Hitt. ed-zi l ad-; Gk. e<'lµevm; Lat. edere, 1sg. edo; Go. itan"
ešerys,Lithuanian,172,LITH,4985,contains_non_ascii,"ešerys 3b 'perch (perca fluvialis), fin'; VAR ašerys 3b"
ešerys,Lithuanian,172,BSL,4988,contains_non_ascii,*ešera(
ešerys,Lithuanian,172,SL,4990,contains_non_ascii,"Pl.jesiory (OPI., dial.) Npl. 'fishbone'; osiory (NE. dial.) Npl. 'awn, beard (on ears of grain ), hulls'; Slnc. jięzora 'fishbone'; Plb. jeserai 'awn, beard ( on ears of grain)'"
ežeras,Lithuanian,172,LITH,4998,contains_non_ascii,ežeras 3 b 'lake'
ežeras,Lithuanian,172,LATV,4999,contains_non_ascii,ęzęrs 'lake'; VAR ęzars
ežeras,Lithuanian,172,BSL,5002,contains_non_ascii,*ežero
ežeras,Lithuanian,172,SL,5004,contains_non_ascii,"OCS jezero n.; jezerb (Zogr., Ass.) Asg. m.; Ru. 6zero n.; Cz. jezero n.; Slk. jazero n.; jeier (E. dial.); Pl. jezioro n.; USrb. jezer n.; SCr. jezero n., Npl. jezėra; Čak. jezero (Vrg.) n., Npl. jezerd; jezer m.; Sln. jęzer9 n.; jęzer m.; jezer f.(i); Bulg. ezero n."
ežgys,Lithuanian,173,LITH,5016,contains_non_ascii,ežgys (dial.) 4 'ruff'; VAR egžlys (arch.) 4; ežegys (Pruss.) 3b; ežgl 4 OPR assegis (EV) 'perch' BSL *egž-io-; *fžg-io-
ežgys,Lithuanian,173,PSL,5018,contains_non_ascii,"*ėždži, m. jo; *ėždžiko m. o; *ezgarb m. o; *ėzgarb m. jo; *ėskarb m. jo 'ruff'"
ežgys,Lithuanian,173,SL,5019,contains_non_ascii,Bel. jadžgar; Ukr. jazgar (dial.); Cz. ježdik; Pl. jaždž (arch.) m.Qo); jaszcz (arch.); jazgar (dial.); jazgier (dial.); jazgarz; jazgierz (arch.); OPI. ježdžyk; Kash. jwžj; jwšč
ežia,Lithuanian,173,LITH,5025,contains_non_ascii,ežia 2 [ 2/ 4] 'boundary(-strip )'
ežia,Lithuanian,173,LATV,5026,contains_non_ascii,eža 'boundary(-strip )'
ežia,Lithuanian,173,BSL,5028,contains_non_ascii,"*ei-i?!ja?-; *ei-(j)o-; ei-o-PSL *ėz11 m. o; *ėži, m. jo; *ėža f. a; *ez11 m. o 'weir'"
ežia,Lithuanian,173,SL,5029,contains_non_ascii,"RuCS ez11 m., (j)ez11 m. 'fish weir'; Ru. iž (dial.) m.(jo) 'fishing tackle made of willow-twigs or a net'; ez m. 'fish weir'; ORu. ėz11 m. 'fish weir'; (j)ez11 m. 'fish weir'; Bel. jaz m. 'fishing tackle; ez ( dial.) m. 'fish weir'; Ukr. jiz m. 'fish weir'; jaz m. 'fish weir'; Cz. jez m. 'mill-pond, dam, weir, dike'; Pl. jaz m. 'mill-pond, fish weir'; SCr.jaz m. 'drain (at a dam or weir), mill-pond, dike'; jez m. 'mill-pond, dam, weir'; jaž (dial.) m.(jo) 'canal'; jaža (dial.) f.(ja) 'brook streaming from a spring'; Sln. jęz m. 'dike, dam, weir', Gsg. jęza, Gsg. jęzu;jęža f.(ja) 'dike, dam, weir, mill-pond'; Bulg.jaz m. 'dam, weir, dike'"
ežys,Lithuanian,173,LITH,5034,contains_non_ascii,ežys 4 [2/ 4] 'hedgehog'; VAR ėžys 4 LATV ezis 'hedgehog'
ežys,Lithuanian,174,BSL,5038,contains_non_ascii,*ežios
ežys,Lithuanian,174,PSL,5039,contains_non_ascii,*ežb m. jo 'hedgehog'
ežys,Lithuanian,174,SL,5040,contains_non_ascii,"Ru. čž, Gsg. ežd; ož ( dial.); ORu. eŽb; oŽb; Ukr. již ( dial.); ož ( dial.); Cz. jež ( dial.); Slk. jež; Pl. jež; USrb. jež; SCr. jež, Gsg. ježa; jež, Gsg. ježa; Čak. jež (Vrg.) 'sea-urchin, kind of plant', Gsg. ježa; ieš (Orb.) 'hedgehog, sea-urchin', Gsg. ieža; Sln. jęž 'hedgehog, jimsonweed (datura stramonium), prickly husk'; Bulg. ež"
ežys,Lithuanian,174,PIE,5041,unusual_symbol_for_manual_check,"*h1eg""-io-IE Gk. txivo<; m. 'hedgehog'; OHG igil, igil m.; OE igel, igel m. 'hedgehog'; Arm. ozni 'hedgehog'"
gaidra,Lithuanian,174,LITH,5069,contains_non_ascii,gaidra (Jušk.) 4 'clear'
gaisus,Lithuanian,175,LITH,5111,contains_non_ascii,"gaisus 4 'clear, fine (weather)' LATV gaišs [ai, ai2] 'clear, bright'; VAR gaiss2"
gajus,Lithuanian,176,BSL,5121,fused_field_label,*gaj-a-PSL *gojv m. jo ( c)
gajus,Lithuanian,176,IE,5126,broken_reconstruction_spacing,"Skt. gaya- m. 'house, household, family, property'"
galėti,Lithuanian,176,LATV,5141,possible_ocr_digit_letter_year_or_symbol,"galet 'finish, master', lsg. pres. galeju"
galva,Lithuanian,176,OPR,5149,contains_non_ascii,galwa (EV); gallū (III) 'head'
galva,Lithuanian,176,SL,5153,contains_non_ascii,"OCS glava 'head, chapter'; Ru. galova, Asg. g6lovu; Cz. hlava; Pl. glowa; USrb. hlowa; SCr. glava, Asg. gliivu; Čak. gliivil (Orb.), Asg. gliiva; Sln. glava; Bulg. glava"
gamas,Lithuanian,177,LITH,5173,contains_non_ascii,"gamas 'nature, character, birthmark, article' (no accentual paradigm in the LKŽe)"
ganėti,Lithuanian,177,LITH,5193,fused_field_label;possible_ocr_digit_letter_year_or_symbol,"ganeti 'suffice', 3 pres. ganeja, 3 pret. ganejo BSL *gond-PSL *goneti v. 'suffice' SL OCS goneti, isg. gonej9; RuCS goneti"
ganyti,Lithuanian,178,LITH,5201,contains_non_ascii,"ganyti 'graze, pasture', 3 pres. giina, 3 pret. giinė"
ganyti,Lithuanian,178,LATV,5202,possible_ocr_digit_letter_year_or_symbol,"ganit 'herd, graze, pasture', isg. pres. ganu, isg. pret. ganiju"
ganyti,Lithuanian,178,SL,5204,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS ganiti, isg. ganj9; Ru. gani t' ( dial.) 'persecute'; Cz. haniti; Slk. hanif; Pl. ganic; SCr. goniti, isg. gonim; Čak. ganl'ti (Vrg.), 2sg. goniš; Sln. g6niti 'drive repeatedly', isg. gpnim; Bulg. g6nja"
ganyti,Lithuanian,178,PIE,5206,fused_field_label,"*gwhan-IE Skt. hanti 'strike, slay'; Gk. 8elvw 'kill'"
gardas,Lithuanian,178,LITH,5225,contains_non_ascii,"gardas 4 [2/4] 'fence, enclosure, stall' (according to Illič-Svityč (1963: 118), AP 2 occurs in Daukša (once) and in Dovilai (Zem.))"
gardas,Lithuanian,178,SL,5230,contains_non_ascii,"OCS grado 'wall, town, city, garden'; Ru. g6rod 'town, city', Gsg. g6roda; Bel. h6rad 'town, city', Gsg. h6rada; Ukr. h6rad 'town, city', Gsg. h6roda; Cz. hrad 'fortress, castle'; Slk. hrad 'castle'; Pl. gr6d 'fortress, castle, (arch.) city', Gsg. grodu; USrb. hr6d 'castle', Gsg. hrodu, Gsg. hroda; SCr. griid 'city, fortress, castle', Gsg. griida; Čak. grcid (Vrg.) 'city', Gsg. grdda; Sln. griid 'city, fortress, castle', Gsg. grdda, Gsg. gradu; Bulg. grad 'city, fortress'"
gardas,Lithuanian,178,PIE,5232,fused_field_label;unusual_symbol_for_manual_check,"*ghardh-a-IE Skt. grha- ( <grdha-) m. 'house, residence'; Go. gards m. 'house'"
garėti,Lithuanian,179,LITH,5242,contains_non_ascii,"garčti 'evaporate, breathe out', 3 pres. giiri, 3 pret. gareja; garčti, 3 pres. gareja,"
garėti,Lithuanian,179,SL,5247,contains_non_ascii,"OCS garėti, 1sg. garjp, 2sg. gariši; Ru. garet', 1sg. garju, 3sg. garit; Cz. hareti; Slk. hariet'; Pl. garzee; SCr. gorjeti, 1sg. garim; Sln. garęti, 1sg. garim; Bulg. garja"
garėti,Lithuanian,179,PIE,5249,broken_reconstruction_spacing;contains_non_ascii;fused_field_label;mojibake_candidate,"*gwhar-IE Skt. ghp;a- m. 'heat, glow'; Gk. 0epµ6i; 'warm'"
gargždas,Lithuanian,179,LITH,5257,contains_non_ascii,gargždas 2 'gravel'
gaubti,Lithuanian,179,LITH,5277,contains_non_ascii,"gaūbti 'cover, bend', 3 pres. gaūbia, 3 pret. gaūbė"
gausti,Lithuanian,180,LITH,5292,contains_non_ascii,"gaūsti 'make a sound, hum', 3 pres. gaūdžia, 3 pret. gaūdė"
gausti,Lithuanian,180,LATV,5293,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"gaūst ( aū, au] 'wail, lament', lsg. pres. gaūžu, lSg. pret. gaūdu"
gausti,Lithuanian,180,SL,5295,possible_ocr_digit_letter_year_or_symbol,"CS gpsti 'play an instrument', lsg. gpd9; Ru. gust' ( dial.) 'howl, weep, sing'; Rli. gusti (dial.) 'hum, make a sound, howl, weep, sing'; Ukr. husti (dial.) 'hum'; Cz. housti (arch.) 'play (the violin)'; Slk. hust' 'play an instrument, chatter incessantly'; Pl. gqsc ( arch.) 'play, jingle, strum'; SCr. gUSti ( arch.) 'play, hum'; Sln. g9sti 'play the violin, grumble'"
gausus,Lithuanian,180,LATV,5302,contains_non_ascii,"gaūss [aū, au2] 'slow'; VARgaūšs"
gauti,Lithuanian,180,LATV,5309,possible_ocr_digit_letter_year_or_symbol,"gaut [au2] 'catch, try to obtain, receive', lsg. pres. gaunu, gauju, lsg. pret. gavu, gavu"
gauti,Lithuanian,180,OPR,5310,contains_non_ascii,pogaūt 'receive'
gebsnus,Lithuanian,181,LITH,5323,contains_non_ascii;fused_field_label,"gebsnus 'gifted'; VAR gėbsnus 'gifted'; gebšnus 4 'diligent, active' PIE *ghebh-IE Olr. gaibid 'take, seize'; Go. giban 'give'"
gedėti,Lithuanian,181,LITH,5335,contains_non_ascii,"gedeti 'mourn', 3 pres. gedi, 3 pret. gedejo; VAR gedeti, 3 pres. gedžia, 3 pret. gedejo"
geisti,Lithuanian,181,LITH,5340,contains_non_ascii;fused_field_label;possible_ocr_digit_letter_year_or_symbol,"geisti 'long for, desire', 3 pres. geidžia, 3 pret. geidė OPR geide, gieidi 3Pl. 'wait' BSL *geid-; *gid-PSL *Žbdati v. (e) 'wait, await' SL OCS Žbdati, ISg. Žbdp; Žbdati, isg. žid9; Ru. ždat', ISg. ždu, 3sg. ždet; OCz. ždati, ISg. ždu; Sln. ždęti, ISg. ždim PIE *gheidh-IE OHG git m. 'greed, desire'"
gėla,Lithuanian,181,LITH,5345,contains_non_ascii;fused_field_label,"gėla 4 'acute pain' BSL *gef(()-PSL *žalb f. i 'grief, regret, pity' SL OCS žalb (Zogr.) 'tomb'; Ru. žal""pity'; Cz. žal 'grief, pain'; Slk. žial""grief'; Pl. žal 'grief'; SCr. žno 'grief, pain' m.( o); Sln. žal 'grief, pain' f.(i) PIE *gwefH-IE OHG quala f. 'violent death'; OS quala f. 'pain, torture'"
gėlas,Lithuanian,182,LITH,5352,contains_non_ascii,"gllas 4 [1/4] 'fresh (water), unsalted, unfermented'; VAR gėlus 4 'id., sore, unpleasant'; jėlas 'abrased, sore, without skin' LATV jęls 'abrased, sore, raw, fresh, unripe, weak'"
gelbėti,Lithuanian,182,LITH,5358,contains_non_ascii,"gelbėti 'help', 3 pres. gelbėja, 3 pret. gelbėjo; gelbėti, 3 pres. geibi, 3 pret. gelbėjo; gelbėti, 3 pres. gelbsti, 3 pret. gelbėjo; VAR gelbėti, 3 pres. geibti, 3 pret. gelbėjo; gelbėti, 3 pres. geiba, 3 pret. gelbėjo"
gelbėti,Lithuanian,182,LATV,5359,possible_ocr_digit_letter_year_or_symbol,"gelbet 'help, heal, save, protect', lsg. pres. gelbeju; VAR geibt [ez2], lsg. pres. gelbju, lsg. pret. geibu"
geležis,Lithuanian,182,LITH,5366,contains_non_ascii,geležis f.(i) 3b 'iron'; VAR gelžis (Zem.) f.(i)
geležis,Lithuanian,182,LATV,5367,contains_non_ascii,"dzelzs f.(i) 'iron'; VAR dzelzs m.(i); dzęlzs m.(o) [ęl, ęf2]; dzelzis [ęl, ęz2, ęf2]; dzelze; dzelezs (E. Latv.) f.(i)"
geležis,Lithuanian,182,BSL,5369,contains_non_ascii,*gel( e )ž-; *gelež-PSL *želJzo n.o (a) 'iron'
geležis,Lithuanian,183,SL,5373,contains_non_ascii,OCS želėzo; Ru. želėzo; zelėzo ( dial.); zjalėzo ( dial.); Bel. zelėzo; zalėzo; Ukr. zalizo; želizo; Cz. železo; Slk. železo; Pl. želazo; SCr. željezo; Čak. železo (Orb.); Sln. želljz9; Bulg. željazo
geležuonys,Lithuanian,183,LITH,5377,contains_non_ascii;unusual_symbol_for_manual_check,"geležuonys Npl. f.(n) 1 'submaxillary gland, strangles (adenitis equorum)'; VARgelež{mys Npl. f.(n) 1; geležuonės Npl. 1; gelež{mės Npl. 1"
geležuonys,Lithuanian,183,BSL,5379,contains_non_ascii,*gelž-PSL *želza f. a (b?) 'gland'
geležuonys,Lithuanian,183,SL,5380,contains_non_ascii,"CS žlėza f.(a) 'gland'; Ru. železa 'gland', Npl. žėlezy; žėlezo n.( o) 'tumour (neck, throat, groin)'; zėlezy (dial.) Npl. f.(a) 'glands'; zoloza (dial.) 'gland, tumour on the neck'; zol6za 'gland'; Bel. zal6za 'gland'; Ukr. zaloza 'gland'; Cz. žlaza; OCz. žlėza; žlaza; Slk. žl'aza; Pl. zolzy Npl. 'scrofula, strangles (adenitis equorum)'; USrb. žalza 'gland, (pl.), glandular disease'; LSrb. zalza 'gland, (pl.), glandular disease'; žalza 'gland, (pl.), glandular disease'; SCr. žlijezda; Sln. žlljza; Bulg. žleza"
geležuonys,Lithuanian,183,PIE,5382,broken_reconstruction_spacing;fused_field_label,*ghlgh-eh2-IE Arm. geljk' 'glands'
geltas,Lithuanian,183,LATV,5394,contains_non_ascii,dzęlts (BW) 'yellow'; VAR dzęltns
geltas,Lithuanian,183,PSL,5397,contains_non_ascii,*žblta adj. o 'yellow'
geltas,Lithuanian,183,SL,5398,contains_non_ascii,"Ru. želtyj; želt, f. želta, n. želto, n. želto; Cz. žluty; Slk. žlty; Pl. ž6lty; SCr. žut, f. žuta; Čak. žut (Vrg., Hvar, Orb.), f. žūta, n. žuto; Sln. žalt, f. ž6lta; Bulg. žalt"
geltas,Lithuanian,183,PIE,5400,contains_non_ascii;control_or_replacement_char,"*ghelh→-IE Skt. hari- 'fallow, yellowish, greenish'; Gk. x\wp6 'pale green, greenish yellow'; Lat. helvus 'yellowish'; OHG gelo 'yellow'"
gelti,Lithuanian,184,LITH,5409,contains_non_ascii,"gelti 'ache, sting, bite', 3 pres. gelia, 3 pret. gė1ė LATV dzelt [ef, el] 'sting, bite', 1sg. pres. dze/u, 1sg. pret. dzelu"
gelti,Lithuanian,184,PIE,5411,fused_field_label,*gwelH-IE OHG quelan 'be in pain'; OE cwelan 'die'
geltonas,Lithuanian,184,LATV,5418,contains_non_ascii,"dzęltiins 'yellow'; VAR dzęftęns [ęf, ęf2]; dzęltęns [ęf2]; dzęftans; dzęltains"
genėti,Lithuanian,184,BSL,5432,contains_non_ascii;fused_field_label,"*genr-; *ginr-PSL *žęti v. (a) 'reap, mow'"
genėti,Lithuanian,184,SL,5433,contains_non_ascii,"OCS žęti, 1sg. Žbnj9; Ru. žat', 1sg. žnu, 3sg. žnet; Cz. žfti, 1sg. žnu; Slk. žaf, 1sg. žnem; Pl. žqc, 1sg. žnę; SCr. žeti, 1sg. žanjem; Sln. žęti, 1sg. žanjem; Bulg. ždna"
