form	count
θοῦρος	1
Κνουιλλα	1
Κυπαρας	1
Κυπρα	1
Κύπρας	1
μαθών	1
Ορδοβετου	1
πέφῡκε	1
τηκεδών	1
τὸ	1
τῆς	1
φ)rannā	1
φl-	1
φont-(i)i̯o-	1
φV-	1
φύλον	1
ἀλγηδών	1
Ἀφροδίτης	1
Ἐπόνη	1
ἐπώνυμον).31	1
Ἑριέντης	1
ἱερόν	1
ῥῑγεδανός	1
†<COORD>-.19	1
†<CORD>-	1
†<teuonos>	1
