line,pdf_page,category,matches,context
5453,380,slash_in_headword,\*16/an-,"\*16/an- - \*lappan- m. 'palm of the hand' - Go. lofa m. 'id.', ON /6fi m. 'id.', Ice!. 16fi m. 'id.', Far. /6gvi m. 'palm of the hand; small glove', /abbi m. 'paw', Nw. /abb m. 'paw, big hand', ME /Ove 'palm of the hand', OHG lappo m., /affa f. 'palm of the hand; blade of an oar', MHG /affe f. 'id.' ⇒ \*!eh₂p-on- (NEUR) - Ru. lclpa, SCr. lupa f. 'paw', Lith. Iopa f. 'id.' < \*leh₂p-eh₂- (the initial dental of Cz. tlapa, dial. dlapa, Pol. dlapa 'id.' was adopted from Cz. d/an, Pol. dlorl 'palm o"
5455,381,suspicious_greek_ocr,1;,<!-- pdf-page: 381; section: dictionary -->
5459,381,suspicious_greek_ocr,q,"\*IOki- m. 'creek' - ON lcekr m. 'brook, rivulet', Far. lږkur m. 'brooklet' (DRV). An i-stem with a secondary lengthened grade. Cf. without umlaut: Elfd. luok m. 'puddle'. Derived from the strong verb \*lekan- ( q.v.)."
5461,381,suspicious_greek_ocr,q,"\*Joma- m. 'betrayal' - Ice!. 16mur m. 'id.' (DRV). A mo-stem created to the root of \*lewjan- (q.v.), to be reconstructed as \*loh₁u-mo- (with the regular development \*ou > \*o). Further cf. Ice!. luma w.v. 'to conceal' < \*lh₁um-ehr (through \*liime- < \*luh₁-m-eh₁- with pretonic shortening of the \*ii)."
5463,381,suspicious_greek_ocr,q,"\*Jami- adj. 'crippled(?)' - MDu. loem adj. 'dull', EDu. loom adj. 'sluggish', MHG liieme adj. 'dull, pliant, mild' (DRV). An adjective derived from the verbal root of \*lamjan- (q.v.) with a lengthened grade: originally a gerundive?"
5469,382,suspicious_greek_ocr,2;,<!-- pdf-page: 382; section: dictionary -->
5475,382,suspicious_greek_ocr,q,"\*ludja/6- n./f. 'face' - Go. ludja f. 'id.', OHG ant-lutti n. 'id.', G Antlitz n. 'id.' ⇒ \*h₁ludh-io- (IE) - Av. rao8a- m. 'growth, shape' < \*Hloudh-o-. The formally attractive connection with OS Jud 'generative power' < \*ludja-(?) and Go. laudi f. 'image' < \*laudja make it likely that the word was derived from \*leudan- 'to grow' (q.v.)."
5475,382,slash_in_headword,\*ludja/6-,"\*ludja/6- n./f. 'face' - Go. ludja f. 'id.', OHG ant-lutti n. 'id.', G Antlitz n. 'id.' ⇒ \*h₁ludh-io- (IE) - Av. rao8a- m. 'growth, shape' < \*Hloudh-o-. The formally attractive connection with OS Jud 'generative power' < \*ludja-(?) and Go. laudi f. 'image' < \*laudja make it likely that the word was derived from \*leudan- 'to grow' (q.v.)."
5479,382,suspicious_greek_ocr,q; q,"\*lugi- adj. 'deceitful, false' - OE lygge adj. 'id.', OS luggi adj. 'deceitful', OHG lucki adj. 'id.', MHG liige, liicke adj. 'id.' (DRY). A WGm. gerundive \*Jugja- (continuing older \*lugi-) to the strong verb \*leugan- 'to lie' (q.v.). Derivationally parallel to \*flugi- 'fledged' to \*fleugan'to fly' ( q .v.)."
5483,382,suspicious_greek_ocr,q,"\*luho- f. 'lynx' - OSw. 16 f. 'id.', Elfd. luo f. 'id.' ⇒ \*luk-eh₂- (EUR). The feminine form of \*luhsa- (q.v.). Technically, ON /6 can be reconstructed as both \*lunh6- (cf. Gr. A.uyٸ and \*luh6-, but the first form is precluded by the non-nasal vowel of Elfd. luo."
5485,382,suspicious_greek_ocr,q,"\*luhsa- m. 'lynx' - OE lox m. 'id.', Du. los c. 'id.', OHG luhs m. 'id.', G Luchs m. 'id.' ⇒ \*luk-so- (EUR) - Gr. A.uyٹ m./f. 'lynx' < \*lunli-; Arm. lusanun 'lynx; hyena; marten', Lith. lusis, dial. lqnsis m./f. 'lynx', OPru. luysis 'id.' < \*luHlt-; Ru. rjs' m. 'id.' < \*ruHlt-i-; Mir. lug m. 'lynx; warrior' < \*lugu-."
5487,383,suspicious_greek_ocr,3;,<!-- pdf-page: 383; section: dictionary -->
5489,383,suspicious_greek_ocr,q,"\*Iuka- 343 A European word for 'lynx'. The form \*luhsa- corresponds to the feminine \*luho- (q.v.) as \*fuhsa- 'fox' to \*fuhon- 'vixen', but in spite of this regular proportion, it is difficult to reconstruct a proto-form beyond Germanic. All potential cognates show some kind of irregular sound correspondence: the laryngeal of Baltic, the r of Slavic, the n of Greek, the g of Irish. Perhaps, these irregularities result from multiple tabooistic distortions. The alternative is to assume repeate"
5491,383,suspicious_greek_ocr,q,"\*Iuka- n. 'weed(s)' - ON lok n. 'id.', Far. lok n. 'id.', Sw. dial. /uk 'id.', EDa. lug 'id.' (ORV). The etymological link with Gr. t.uyo<; 'twig' (e.g. Falk/Torp 1960: 653) is formally apt, but since the Germanic word was derived directly from to strong verb \*leukan- - \*liikan- 'to pull' (q.v.), the formal and semantic match with the Greek word is likely to be coincidental."
5499,384,suspicious_greek_ocr,4;,<!-- pdf-page: 384; section: dictionary -->
5501,384,suspicious_greek_ocr,q,344 \*lunda/o- A stative formation closely related to \*lamjan- ( q.v.).
5503,384,suspicious_greek_ocr,q,"\*lunda/o- m.jf. 'grove' - ON lundr m. 'id.', Ice!. lundur m. 'id.', Far. fund f. 'id.', Sw. fund c. 'id.' ⇒ \*lndh-o/ehr (EUR) - Ir. land m./f. 'land, ground, plot; house, building, church', MW llann f. 'church-yard', OPru. lindan acc. 'valley', Ru. ljada f. 'recently overgrown land, fallow land' < \*lndh-o/eh₂- (also cf. CS lǻdina, SCr. /Mina, ledina f. 'id.'). A zero-grade formation closely related to \*landa- (q.v.)."
5503,384,slash_in_headword,\*lunda/o-,"\*lunda/o- m.jf. 'grove' - ON lundr m. 'id.', Ice!. lundur m. 'id.', Far. fund f. 'id.', Sw. fund c. 'id.' ⇒ \*lndh-o/ehr (EUR) - Ir. land m./f. 'land, ground, plot; house, building, church', MW llann f. 'church-yard', OPru. lindan acc. 'valley', Ru. ljada f. 'recently overgrown land, fallow land' < \*lndh-o/eh₂- (also cf. CS lǻdina, SCr. /Mina, ledina f. 'id.'). A zero-grade formation closely related to \*landa- (q.v.)."
5505,384,suspicious_greek_ocr,q,"\*lundlj)o- f. 'fat' - ON fund f. 'mind, temper', Far. fund f. 'disposition', pl. 'internal back muscles, tenderloin', OE lynd f. 'fat', OHG lunda f. 'tallow' ⇒ \*lndh-(i)eh₂- (IE). A zero-grade formation related to \*landjo- (q.v.). With OE lynd < \*fund/-, it is possible to postulate an ablauting ih₂-stem nom. \*landi, gen. \*lundjoz."
5507,384,suspicious_greek_ocr,q,"\*lungon- f. 'lung' - ON lungu n.pl. 'id.', Far. lunga n. 'id.', Elfd. lungga f. 'id.', E lung, OS lunga f. 'id.', Du. long c. 'id.', OHG lungun f.pl. 'id.', G Lunge f. 'id.' ⇒ \*h₁lngwh.on- (IE) - Arm. lanj-k' pl. 'breast' < \*h₁lngwh.ihi- (Beekes 2003: 178, 190). A neuter n-stem derived from the stem of \*lungra- 'light' (q.v.). For the semantic development, cf. Ru. /egkoe, which belongs to Ru. /egkij adj. 'light' < \*h₁lngwh_u-, Lat. /eve iecur, EDu. lichte 'lung', E lights pl. 'lungs (esp. o"
5509,384,suspicious_greek_ocr,q; q; q; q; q,"\*lungra- adj. 'quick, light' - OE lungre adv. 'id.', OHG lungar adj. 'easy, quick', MHG lunger adj. 'quick, happy' ⇒ \*h₁lngwh.ro- (IE). A PIE ro-stem identical to Gr. D .. mpp6<; adj. 'light, nimble, quick, small'. Related to \*linhta- ( q.v.)."
5513,385,suspicious_greek_ocr,5;,<!-- pdf-page: 385; section: dictionary -->
5519,385,suspicious_greek_ocr,q,"\*lusti- f. 'loss' - Go. fra-lusts f. 'id.', OS far-lust f. 'id.', OHG for-lust f. 'id.', G Ver-lust m. 'id.' (ORV). A ti-stem derived from \*leusan- 'to lose' (q.v.)."
5521,385,suspicious_greek_ocr,q; q,"\*lustu- m. 'desire, lust' - Go. lustus m. 'id.', OE lust m. 'id.', E lust, OFri. lust m.jf. 'id.', OS lust f. 'id.', Du. lust c. 'id.', OHG lust m./f. 'id.', G Lust f. 'id.' (ORV) - Gr. A.LA.a(oμm 'to desire, long for' < \*li-lh₂s-ie-; Lat. lascfvus adj. 'playful, unrestrained' < \*lh₂s-sko- (plus fvus-suffix); Olr. lainn adj. 'avaricious' < \*lh₂s-ni-; Ru. l<isyj, Pol. obs. lasy adj. 'greedy, eager' < \*leh₂s-o-; Lith. loksnus adj. 'sensitive' < \*leh₂s-nu- (with secondary k emerging before si"
5523,385,suspicious_greek_ocr,q,"\*liitan- s.v. 'to stoop, bend forward' - ON luta s.v. 'id.', Far. /Uta w.v. 'id.', Elfd. lauta s.v. 'id.', OE liitan s.v. 'id.', E to lout (ORV). In view of the long \*ii of this strong verb, it is likely to be a back-formation to the iterative \*lutton- (q.v.). The root-final \*t may then continue a Pre-Germanic geminate \*tt. Also cf. Far. lotur adj. 'curved (of a ship's deck); embarrassed' < \*luta- and Elfd. lutti, obi. lutu f. 'slope' < \*luto-."
5527,385,suspicious_greek_ocr,q,"\*lutton- w.v. 'to stoop, droop(?)' - Nw. Iota w.v. 'to be askew, slanted', G Rhnl. lotzen w.v. 'to feel drowsy, sleep' ⇒ \*ludCh₃-neh₂- (GM). The iterative to the strong verb \*liltan- 'to stoop' (q.v.). It is identical to \*lud(d)on- 'to dangle', cf. lcel. loaa, lodda, Far. loaa, Nw. loda w.v. 'to hang"
5529,386,suspicious_greek_ocr,6;,<!-- pdf-page: 386; section: dictionary -->
5539,386,suspicious_greek_ocr,q,"\*magapi- f. 'girl, maiden' - Go. magaps\* f. 'id.', OE mceg(e)o f. 'id.', E maid, OFri. megith f. 'id.', OS magath f. 'id.', Du. maagd f. 'id.', OHG magad f. 'id.', G Magd f. 'id.' ⇒ \*magh·ot-i- (DRY). A feminine derived from \*magu- ( q.v.). The feminizing suffix \*-api- has been analyzed as an indication that the word was borrowed from a language related to Semitic, since this language family has a productive femi-"
5541,387,suspicious_greek_ocr,7;,<!-- pdf-page: 387; section: dictionary -->
5543,387,suspicious_greek_ocr,2;,"\*magra- 347 nizing t-suffix (Vennemann 2002; Boutkan 2003: 11-17). PIE did have semantically comparable t-stems as well, however, cf. PGm. \*nefan- 'cousin' < \*nep-ot-. It is not implausible, therefore, that PGm. \*magapi- inherited a PIE suffix \*-ot-i-. Further evidence for this derivational element comes from the Middle Flemish suffix -ede < \*-apf-, which was often added to masculine n-stems, cf. MDu. graefnede 'countess' to grafe 'count' < \*ga-refan- and swasenede 'sister-in-law' to an u"
5545,387,suspicious_greek_ocr,6c;,"\*magra- adj. 'lean' - ON magr adj. 'id.', Elfd. mager adj. 'id.', OE mceger adj. 'id.', E meager (= Anglo-Norman megre, meigre), Du. mager adj. 'id.', OHG magar adj. 'id.', G mager adj. 'id.' ⇒ \*mP21<-r6- (IE) - Identical to Gr. μaKp6c; adj. 'long', Lat. macer adj. 'thin, lean'; also Hitt. maklant- adj. 'thin, meagre' < \*meh₂l<-1-ent-. An old ro-stem, with regular vocalization of the laryngeal between initial m and a consonantal element. Elfd. maungen w.v. 'to lose weight' < \*magnan- is base"
5549,387,suspicious_greek_ocr,q,"\*mahti- f. 'strength' - Go. mahts f. 'id.', OE meaht, m.iht f. 'id.', E might, OFri. macht f. 'id.', OS maht f. 'id.', Du. macht c. 'id.', OHG maht f. 'id.', G Macht f. 'id.' (ORV). A ti-stem derived from the preterite-present \*mugan- (q.v.). ON mattr m. 'id.' continues a tu-stem \*mahtu-."
5551,387,suspicious_greek_ocr,q,"\*maida- m. 'post' - ON meior m. 'beam; log, tree', lcel. meiour m. 'id.', Nw. mei m. 'skid', Sw. med c. 'beam; skid' ⇒ \*moi-to- (IE) - Latv. miets m. 'post, stick' < \*moi-to-. A to-stem derived from a PIE root \*mei-, cf. Skt min6ti 'to fix, build' < \*mi-neu- and Latv. miet (meju, mienu) 'to set a post' < \*moi-ie-. Related to \*mairja- 'mooring-post' (q.v.)."
5555,388,suspicious_greek_ocr,8;,<!-- pdf-page: 388; section: dictionary -->
5557,388,suspicious_greek_ocr,q,"348 \*mainaap-maitinti 'to wound' < \*-moitH-neh₂-; Latv. maitat 'to spoil, destroy' < \*moitH-eh₂-ie-. A causative probably related to \*maitan- and \*mitton- (q.v.)."
5561,388,suspicious_greek_ocr,q,"\*mainjan- w.v. 'to think' - OE mii!nian w.v. 'to mean, intend', E to mean, OFri. mena w.v. 'to mean, believe; to suspect; to intend', OS menian w.v. 'to mean, mention', Du. menen w.v. 'to think', OHG meinen w.v. 'to mean; to believe; to say', G meinen w.v. 'id.' ⇒ \*moin-eie- (WEUR) - ocs meniti 'to suppose, think, reckon', SCr. mijeniti 'to think, say, remember' < \*moin-eie-; Olr. mfan f. 'desire; inclination' < \*mein-eh₂-. A Germanic-Baltic causative formation. Also cf. OFri. mene f. 'opini"
5565,389,suspicious_greek_ocr,9;,<!-- pdf-page: 389; section: dictionary -->
5567,389,suspicious_greek_ocr,q; £,"\*maison- 349 'bellows', OCS mexa m. 'wine-skin', Ru. mex m. 'fur', dial. 'bag', SCr. ml'jeh m. 'bellows, wine-skin' < \*mois-o-. If its original meaning was 'skin-bag', the Germanic word can be equated with Skt. meڗa- m. 'ram' and Gr. μ£lov n. 'sacrificial sheep or lambs'. De Vries 1962: 382 rejected this linkage in view of the supposed primary meaning 'net', but this sense can no doubt be secondary."
5569,389,suspicious_greek_ocr,q; 2;,"\*malson- f. 'titmouse' - lcel. -meisa f. 'id.', Nw. meis f. 'id.' ( < \*maiso-), OE miise f. 'id.', E tit-mouse (with -mouse supplanting regular \*-mose), MDu. mese f. 'id.', Du. mees c. 'id.', OHG meisa f. 'id.', G Meise f. 'id.' (GM). An exclusively Germanic bird name. It is often compared to W myalch 'thrush' < \*meis-alko-, but this word is more likely to be connected with PGm. \*ams/on- 'blackbird' (q.v.). The internally Germanic derivation from Nw. meis adj. 'weak' (De Vries 1962: 382; St"
5571,389,suspicious_greek_ocr,q,"\*maitan- s.v. 'to hew, cut' - Go. maitan s.v. 'id.', ON meita w.v. 'id.', OHG meizan s.v. 'id.', MHG meizen s.v. 'id.' (DRY). An o-grade intensive verb. The root-final \*t points to contamination with or derivation from the related iterative \*mitton- 'to cut' (q.v.). In view of the presumably related causative \*maidjan- 'to hurt' it seems reasonable, at any rate, to assume that the original form of the verb was \*mai{Jan-. As a result, the reconstruction of a PIE root \*meid- (Pokorny IEW: 69"
5573,389,suspicious_greek_ocr,q,"\*maiwa- 1 adj. 'slim, narrow' - ON mj6rr adv. 'id.', Far. mjaur adj. 'id.', Elfd. mjq adj. 'id.' ⇒ \*moiH-uo- (IE). A wa-stem identical to ToB maiwe adj. 'young' < \*moiH-uo-. Derived from the PIE root \*meiH-, for which cf. \*minniz comp. 'smaller, less'."
5577,390,suspicious_greek_ocr,0;,<!-- pdf-page: 390; section: dictionary -->
5581,390,suspicious_greek_ocr,q,"\*maizan- comp. 'more' - Go. maiza comp. 'id.', ON meiti comp. 'id.', OE mara comp. 'id.', E more, OFri. mara, mera comp. 'id.', OS mero comp. 'id.', Du. meer comp. 'id.', OHG mero comp. 'id.', G mehr comp. 'id.' ⇒ \*meh₂-is-on(IE) - Olr. m6r adj. 'great' < \*meh₂-ro-; W mwy comp. 'more' < \*meh₂-i6s (Osc. mais comp. 'id.' does not belong here, but is to be equated with Lat mag is with schwa secundum as in maior < \*mg-ios- (cf. \*mekila-). Since PIE comparatives in \*-is- had root stress, the f"
5583,390,suspicious_greek_ocr,q,"\*maka- adj. 'fit, comfortable' - ON makr adj. 'easy to deal with; suitable', Far. makur adj. 'quite, still, calm', MDu. ge-mak adj. 'settled, calm, pleasant', Du. mak adj. 'tame', OHG gi-mah adj. 'modest, suitable', MHG ge-mach adj. 'appropriate, convenient, pleasant' (IE?) - Olr. mam 'yoke' < \*mag-mo-(?); Lith. mJgti (mJgiu) 'to like', Latv. megt 'to be able' < \*meg-ie-. An adjective with an original meaning 'fit, suitable' (cf. \*makan- 'match'). It served as the derivational base for the w"
5585,390,suspicious_greek_ocr,q; q,"\*makan- m. 'match' - ON maki m. 'id.', Far. maki m. 'equal, peer; spouse', Elfd. matji m. 'spouse; match', OE ge-maca m. 'mate, equal, companion', ME make 'spouse', OS gi-mako m. 'comrade', OHG ga-mahho m. 'id.' (DRY). Derived from \*mak6jan-, for which see \*maka- adj. 'fit'. Also cf. OE ge-m<Ecca m. 'match' < \*ga-makjan- and - for the original meaning 'to fix up'"
5587,391,suspicious_greek_ocr,1;,<!-- pdf-page: 391; section: dictionary -->
5591,391,suspicious_greek_ocr,Q; q,"\*malan- s.v. 'to grind' - Go. ma/an s.v. 'id.', ON ma/a s.v. 'id.', Far. ma/a s.v. 'id.', Elfd. mci/Q s.v. 'id.', OS ma/an s.v. 'id.', Du. ma/en s.jw.v. 'id.', OHG ma/an s.v. 'id.', G mah/en s./w.v. 'id.' ⇒ \*m6lh₁-e- (IE) - Hitt ma//ai - mallanzi 'to grind' < \*m6lh₁-ei, \*mlhi-enti; Lat mo/i5, -ere 'id.', Arm. ma/em 'to crush', Lith. ma/ti (malu), Latv. maTt 'to grind' < \*m6/hi-e-; OCS m/eti 'id.', Ru. mo/6t' (melju), SCr. mljeti 'id.', Olr. mei/id 'id.' < \*melh₁-ie-; Skt. mp:i&ti 'to crush"
5595,391,suspicious_greek_ocr,6c;; 6c;,"\*malha/o- m.jf. 'bag' - ON malr m. 'knapsack', MDu. male f. 'pouch, purse, bag', OHG ma/aha f. 'bag, knapsack', MHG ma/he f. 'leather bag' ⇒ \*mo/k(LW) - To Gr. μot.y6c; m. 'bag made of cowhide'? No IE etymology. Even if the supposed link with Gr. μot.y6c; is correct, the word still exhibits a formal mismatch with PGm. \*ma/ha-. It has therefore been suggested that we are dealing with a Thracian word (Pokorny IEW: 747) or a prehistoric Wanderwort (Furnee 1972: 126)."
5595,391,slash_in_headword,\*malha/o-,"\*malha/o- m.jf. 'bag' - ON malr m. 'knapsack', MDu. male f. 'pouch, purse, bag', OHG ma/aha f. 'bag, knapsack', MHG ma/he f. 'leather bag' ⇒ \*mo/k(LW) - To Gr. μot.y6c; m. 'bag made of cowhide'? No IE etymology. Even if the supposed link with Gr. μot.y6c; is correct, the word still exhibits a formal mismatch with PGm. \*ma/ha-. It has therefore been suggested that we are dealing with a Thracian word (Pokorny IEW: 747) or a prehistoric Wanderwort (Furnee 1972: 126)."
5597,391,suspicious_greek_ocr,q,"\*malta- adj. 'soft; gone bad(?)' - ON ma/tr adj. 'bitter', OHG malz adj. 'mild' =? \*mold-o- (IE) - OCS mlado adj. 'young', Ru. molod6j adj. 'id.', SCr. mliid adj. 'id.' < \*mold-o-. An adjective derived from the strong verb \*me/tan- ( q.v.). Also cf. ON malt, Far. ma/ti, Elfd. molt, OE mealt, Du. mout, OHG ma/z, G Malz 'malt' < \*ma/ta-."
5601,392,suspicious_greek_ocr,2;,<!-- pdf-page: 392; section: dictionary -->
5603,392,suspicious_greek_ocr,q,"352 \*malwjancrush; to digest, dissolve in the stomach', OE mieltan w.v. 'to (make) melt', ODu. gi-me/tian w.v. 'to malt' ⇒ \*mo/d-eie- (IE) - Skt. mradayati 'to make soft' < \*m/od-eie-; Skt. mrdnati 'to crush' < \*mld-neh₂-; OAv. m6ral)dat 3sg.pres.inj. 'to ruin, crush' < \*ml-n-d-e-. The causative to \*me/tan- (q.v.). Of all Germanic languages, only Faroese seems to have preserved the original meaning 'to crush'. It thus directly corresponds to Skt. mrdniiti. The meaning 'to be weak' probably"
5605,392,suspicious_greek_ocr,q,"\*malwjan- w.v. 'to crush, pound' - Go. ga-ma/wjan w.v. 'id.', ON mfiJ/va w.v. 'id.' (IE). A causative formation containing the suffix \*-wjan-, for which cf. \*kaizwjan- 'to turn'. Related to \*ma/an- 'to grind' (q.v.)."
5607,392,suspicious_greek_ocr,q,"\*mampjan- w.v. 'to mock, scorn' - Go. bi-mampjan w.v. 'id.' (DRV). A causative or intensive formation created to the iterative \*mump/b6n( q.v.)."
5609,392,suspicious_greek_ocr,5;,"\*managa- adj. 'many' - Go. manags adj. 'id.', ON mangr, margr (with assimilation) adj. 'id.', Far. mangur adj. 'id.', Elfd. maung adj. 'id.', OE manig, monig, menig adj. 'id.', E many, OFri. manich, monich, menich adj. 'id.', WFri. mennich adj. 'id.', OS manag adj. 'id.', Du. menig adj. 'id.', OHG manag, manig adj. 'id.', G manch adj. 'id.' ⇒ \*monogh-o- (NIE) - OCS mMog'b adj. 'much, many', Ru. mn6gij adj. 'much, many, numerous', SCr. mnogi adj. 'much, many, numerous' < \*munogho-; Olr. menic,"
5613,393,suspicious_greek_ocr,3;,<!-- pdf-page: 393; section: dictionary -->
5627,394,suspicious_greek_ocr,4;,<!-- pdf-page: 394; section: dictionary -->
5631,394,suspicious_greek_ocr,q; q; q,"\*dhghm-on- (IE) - Lat. homo, -inis m. 'human being, man', Lith. obs. imuo m. 'man', OPru. smoy 'id.' < \*dhghm-on-; Lith. zmogits m. 'man' (for the suffix, cf. OCS m{J-Zb 'man' < \*mon-gh-io-). A word that was inflected as an n-stem in the singular and as a root noun in the plural. Presumably, the original paradigm \*manna, pl. \*mannaniz developed into \*manna, \*manniz by regular Proto-Germanic syncope of the unstressed vowel in the sequence \*-nnan-. The n-stem endings were then removed from"
5635,394,suspicious_greek_ocr,q; q; q,"\*mano- f. 'mane, neck' - ON m{m f. 'id.', Far. mon f. 'mane hair', OE manu f. 'mane', E mane, OFri. mona m. 'id.', WFri. moannen pl. 'id.', MDu. mane f. 'id.', Du. manen pl. 'id.', OHG mana f. 'mane, neck', G Miihne f. 'mane, crest' ⇒ \*mon-eh₂- (IE). A formation closely related to \*manja- (q.v.). The feminine \*mano- is the oldest form, but OFri. mona points to a parallel n-stem \*manan-. Another uniquely Germanic formation is implied by Elfd. mql n. 'id.' < \*mania- (with \*-an/- > \*-iii-)."
5641,395,suspicious_greek_ocr,5;,<!-- pdf-page: 395; section: dictionary -->
5643,395,suspicious_greek_ocr,q,"\*marikan- 355 Lat. mare n. 'sea', Olr. muir n. 'id.', MW mor 'id.' < \*mor-i-; Lith. miirios f.pl. 'id.' < \*mor-iehi-; OCS morje, Ru. more, SCr. more, more n. 'id.' < \*mor-io-. The regular outcome of PIE \*mor-i-, a neuter i-stem meaning 'sea'. Also note the feminine Go. marei, OS meri, OHG merf 'lake, sea' < \*marfn-, which is close to Lith. miirios. Related to \*mora- 'marsh, moor' (q.v.)."
5645,395,suspicious_greek_ocr,q,"\*marikan- m. 'wild celery, smallage' - ON merki n. 'id.', OSw. mcerke f. 'id.', EDa. mcerkce 'id.', OE mer(e)ce m. 'id.', E obs. march, MLG merk m. 'id.' (DRV). A plant name that in view of the plant's preference for brackish marshes was probably derived from \*mari- 'sea' ( q.v.) with the diminutive suffix \*-kan-. Since the Nordic forms are likely to have been borrowed from Old English or Low German, the word originally had an Ingvaeonic distribution. This is in accordance with the natural oc"
