page,line,headword,label_gloss,gloss,opening
549,7729,tanp-,- \*tunp- m./f. 'tooth',tooth,"\*tanp- - \*tunp- m./f. 'tooth' - Go. tunþus\* m. 'id.', ON tpnn, pl. tear f. 'id.', Far. tonn, pl. tenn f. 'id.', Elfd. tann, pl. tenner f. 'id.', OE too m. 'id.', E tooth,"
550,7735,tapp/bon-,w.v. 'to lose',to lose,"\*tapp/bon- w.v. 'to lose' - ON tapa w.v. 'id.', OSw. tappa, tapa w.v. 'id.', Elfd. tappa w.v. 'id.' ⇒ \*dh₂p-neh₂- (EUR). The alternation of OSw. tapa with tappa points to an iterative formation 3sg. \*dappopi, 3pl. \*dabunanpi < \*dh₂p-neh₂-. A trace of the \*b is still found in the denominal Nw., Sw. tabbe m. 'blunder' < \*tabban-. Related to \*tafna'sacrifice' through an original meaning 'to suffer, spend'?"
550,7737,tarbjan-,w.v. 'to roll',to roll,"\*tarbjan- w.v. 'to roll' - OHG zerben w.v. 'to turn, roll', MHG zirben w.v. 'to circle, whirl' ⇒ \*dorbh-eie- (IE) - Skt. d[bh6.ti 'to tie together, join, tie in a bundle' < \*drbh-e-. Also cf. OE tearflian, OHG zarba/On w.v. 'to roll' < \*tarblon-; OE torftan w.v. 'to throw' < \*turban- and OE ge-turfan w.v. 'to sling' < \*turbjan- < \*drbh-ie-."
550,7739,targjan-,w.v. 'to vex',to vex,"\*targjan- w.v. 'to vex' - Elfd. tjiirga w.v. 'to nag, carp', OE tiergan w.v. 'to irritate', MDu. tergen, torgen w.v. 'to tease, provoke', Du. tergen w.v. 'id.', G zergen w.v. 'to pester, provoke' ⇒ \*dorgh-eie- (GM). Also cf. Elfd. torga w.v. 'to abuse; to badger; to kill' and perhaps also Ice!. torga w.v. 'to eat up' < \*turgo[ja)n-. No further etymology: unrelated to Lith. dirginti 'to move' and OCS dngati 'to pull', for which see \*trek[k)an- and \*trukkon-."
550,7741,targon-,f. 'edge',edge,"\*targon- f. 'edge' - ON targa f. 'target, small round shield', OE targe f., targa m. 'small shield', OHG zarga f. 'edge, rim', MHG zarge f. 'id.' ⇒ \*dorgh-eh₂- (NEUR) - OCS po-drago m. 'edge, seam' < \*dhorgh-o-(?). Also cf. G Als. Kiis-zorg m. 'tub for curdling milk' < \*turga-."
550,7743,tarhjan-,w.v. 'to mark',to mark,"\*tarhjan- w.v. 'to mark' - Go. ga-tarhjan w.v. 'to expose, make public, reveal' ⇒ \*dorl<-eie- (IE) - Skt. darsayati 'to make see' < \*dorl<-eie-; Gr. cSEpKoμm 'to look, see (clearly)'; Olr. at-chon-darc lsg.pres. 'to see' < \*derl<-e-; Olr. drech f. 'face, countenance'; W drych m. 'side, aspect, form' < \*drl<-o/eh₂-; Alb. drite f. 'light, brightness; beam, ray' < \*drl<-ti-. The causative to the IE verb \*derk-e- 'to see', for which cf. \*turhta-."
551,7749,tauh6n-,f. 'bitch',bitch,"\*tauh6n- f. 'bitch' - Icel. t6fa f. 'vixen', MLG to f. 'bitch', OHG zo(h)a f. 'id.', MHG zohe f. 'id.' (GM). The -f- of Icel. t6fa is an unetymological rendering of the labial off-glide of the diphthong [ou] (< ON 6), as is shown by the derivation Icel. tæa f. 'vixen, bitch' < \*tauhjon-. Also cf. the ablauting G Swab. zauche < \*tiih(h)on-."
551,7751,taujan-,"w.v. 'to do, make'","to do, make","\*taujan- w.v. 'to do, make' - Go. taujan w.v. 'id.', OE tawian w.v. 'to prepare, make ready', E to taw, MLG touwen w.v. 'to dress (furniture etc.), tan', MDu. touwen w.v. 'to make, prepare (esp. leather)', Du. vol-tooien w.v. 'to complete', OHG zawen, zowen w.v. 'to succeed', MHG zouwen, ziiuwen w.v. 'to make, treat, produce' (IE). A factitive to an adjective \*9a-tawa- which is only indirectly attested through the Proto-Slavic loanword as continued by OCS BOtov'b, Ru. BOt6v, SCr. BOtov adj. 'ready, finished'. The verb has been connected to ToB tsuwa 3sg.pret 'to join, adjust' and Gr. Mvaμm 'to be able' < \*du-neh₂- (cf. LIVZ: 123), which allows us reconstruct the adjective as \*douhro-. See also \*toja-."
551,7753,tauma-,"m. 'rein, bridle, rope'","rein, bridle, rope","\*tauma- m. 'rein, bridle, rope' - ON taumr m. 'id.', Far. teymur m. 'id.', Elfd. tom m. 'id.', OE team m. 'id.', OFri. tam m. 'id.', ODu. tom m. 'id.', Du. toom c. 'id.', OHG zoum m. 'id.', G Zaum m. 'id.' (DRV). A mo-stem created to the root of \*teuhan- (q.v.). The original form was \*tau9ma-, which like \*drauma- < \*drau9ma- lost its \*9. With a slightly different meaning, cf. OFri. tam 'offspring'."
551,7755,taun6n-,w.v. 'to show',to show,"\*taun6n- w.v. 'to show' - MDu. tonen w.v. 'id.', Du. tonen w.v. 'id.', MHG zounen w.v. 'id.' (DRV). In view of Go. at-au9jan w.v. 'to show', it is possible to reconstruct this verb as \*h₂d-h₃ekw-nehr1 i.e. with a zero grade of the preposition \*at (q.v.) and the PIE word for 'eye'. Another possibility that I would like to propose here is to connect Hitt. tekkussije/azi 'to show', which according to Kloekhorst 2008: 864-5 can be derived from \*dekw-s-ie-. The Germanic formation may then represent a factitive to a lost adjective \*tawa- 'visible' < \*dokw-6-."
551,7757,taw6-,f. 'pair',pair,"\*taw6- f. 'pair' - ON ta f. 'two people together, pair, couple' ⇒ \*d6u-eh₂- (IE). Not connected with Go. tewa 'arrangement' (cf. De Vries 1962: 579), but rather an archaic derivation from the PIE root \*deu- 'two', for which see \*twa-."
551,7759,tawwa-,n. 'rope',rope,"\*tawwa- n. 'rope' - OS tou n. 'id.', MDu. tou n. 'id.', Du. touw n. 'id.' ⇒ \*dhru6- (IE) - Gr. oloT]μt 'to bind' < \*di-dehr; Hitt tije/azi\* 'to bind(?)', Skt. dyati, Gr. M.w 'id.' < \*dhrie-."
552,7765,tegu-,m. 'a number of ten',a number of ten,"\*tegu- m. 'a number of ten' - Go. tigus m. 'id.', ON tigr m. 'id.', Elfd. tjii.g m. 'id.' (DRY). A u-stem probably created on the basis of \*tehun 'ten' < \*deK-m. It occurs in bound form in the decade numbers, cf. OE -tig, E -ty, OS, Du. -tig, OHG -zig, -zug, G -zig."
552,7767,tehswo(n)-,f. 'right hand',right hand,"\*tehswo(n)- f. 'right hand' - Go. taihswa, -o f. 'id.', OS tesewa f. 'id.', OHG zesawa f. 'id.', MHG zesewe, zeswe f. 'id.' ⇒ \*deK-s-ueh₂- (DRY) - Skt d<ik:;ir.raadj. 'right, southern', OCS desbn'b 'right', Lith. desine 'right hand' < \*deKs-ino-; Lat. dexter 'id.' < \*de/(s-tro-; Olr. dess 'id.' < \*de/(s-o-. Derived from Go. taihswa, OHG zeso, MHG zese adj. 'right, dexter' < \*tehswan- or perhaps elliptic for \*so handuz so tehswon 'the right hand'."
552,7769,tehun-,num. 'ten',ten,"\*tehun- num. 'ten' - Go. taihun num. 'id.', ON tfu num. 'id.', Far. tfggju num. 'id.', Elfd. tiu num. 'id.', OE tien num. 'id.', E ten, OFri. tiin, tien num. 'id.', OS tehun num. 'id.', Du. tien num. 'id.', OHG zehan num. 'id.', G zehn num. 'id.' ⇒ \*deK-m (IE) - ToA Si.k, ToB fok, Skt. d<ifo, OAv. dasii, YAv. dasa, NP dah, Oss. dces, Arm. tasn, Gr. oi:Ka, Lat. decem, Olr. deich, W deg num. 'ten'. The cardinal number 'ten'. It was ultimately derived from the root \*deK· 'to fit (in a row)', cf. MLG tachen 'to arrange' < \*tahjan- < \*doK-eie- and MHG zesem m. 'row' < \*tehsma- < \*de/(-smo- (whence zisemen w.v. 'to follow' < \*tehsmjan-). See also \*tehunp/dan-."
552,7771,tehun/J/dan-,num. 'tenth',tenth,"\*tehun/J/dan- num. 'tenth' - Go. taihunda num. 'id.', ON tfundi num. 'id.', Far. tfggjundi num. 'id.', Elfd. tiund num. 'id.', OE teooa, teogeoa num. 'id.', E tenth, OFri. tiiinda, tienda num. 'id.', OS tehando num. 'id.', Du. tiende num. 'id.', OHG zehanto num. 'id.', G zehnte num. 'id.' ⇒ \*deKm-tHo- (IE). The ordinal belonging to \*tehun (q.v.)."
552,7773,telda-,"n. 'drape, tent'","drape, tent","\*telda- n. 'drape, tent' - ON tja/d n. 'tent; hangings, tapestry'. OE teld, ge-teld n. 'tent, pavilion', MDu. ge-telt, telt n. 'id.', OHG gi-zelt, zelt n. 'id.', G Ze/t n. 'id.' (GM). Unrelated to Gr. OEATO<;, Cypr. ocU.To<; f. 'writing tablet', which in view of e.g. Hehr. de/et 'gate', pl. 'columns of writing, tablet' is likely to be of Semitic origin (Beekes 2010: 313). Rather directly derived from the strong verb \*te/dan-, cf. OE teldan 'to cover'. be-te/dan 'to cover, surround, overwhelm'. This clear cognate, which has somehow been omitted from the etymological"
553,7779,teman-,"s.v. 'to suit, befit'","to suit, befit","\*teman- s.v. 'to suit, befit' - Go. ga-timan s.v. 'to be congruent with, match', OFri. timia w.v. 'to befit', OS gi-teman s.v. 'id.', OHG zeman s.v. 'id.', MHG zemen s.v. 'id.', G ziemen w.v. 'id.' ⇒ \*dem(H)-e- (IE) - Pllr. \*dam-: Khot. \*dim- 'to create', Gr. cSeμw 'to build' < \*dem(H)-e-. The original meaning seems to have been 'to put together, to join', whence 'to befit' in Gm., and 'to build' in the more central dialects. Also cf. \*tumpi-."
553,7781,temi-,"adj. 'suitable, agreeable'","suitable, agreeable","\*temi- adj. 'suitable, agreeable' - Go. ga-temiba adv. 'congruently, appositely', MLG be-tame adj. 'appropriate', MDu. be-tame, be-taem adj. 'appropriate, agreeable', OHG gi-zami adj. 'decent, pleasant', MHG ge-zreme adj. 'befitting, appropriate' (ORV). A vṛddhi-gerundive to the strong verb \*teman- ( q.v.)."
553,7783,teran-,s.v. 'to tear',to tear,"\*teran- s.v. 'to tear' - Go. tairan s.v. 'id.', OE teran s.v. 'id.', E to tear, OHG zeran,fir-zeran s.v. 'to cut off, finish, fight', MHG zer-zeren s.v. 'to destroy' ⇒ \*der(H)-e- (IE) - ToAB tsar- 'to separate', Gr. cS£pw 'to skin, flay', Arm. tefem 'to flay', Alb. djerr 'to destroy', OCS dbrati (der9) 'to flay' < \*der{H)-e-, Lith. derti (deru) 'id.'; Skt. dlryate 'to crack, shatter', Lith. dirti/difti 'to tear, peel', OCS dbrati (dbrQ) 'to flay', Ru. drat' (deru) 'to tear', SCr. drati 'to flay' < \*dr(H)-ie-. A strong verb related to \*turnan- (q.v.) and Go. ga-tarnjan w.v. 'to rob'. See also \*turpi-."
553,7785,terno-,f. 'pond',pond,"\*terno- f. 'pond' - ON tj9rn f. 'id.', Far. tjfJrn f. 'id.' ⇒ \*der-n-eh₂- (IE?) - Perhaps to Skt. dara-, darf- 'hole in the ground, cave' < \*der-o/ih₂- (for which see \*teran-)."
553,7787,tersa-,m. 'peg; penis',peg; penis,"\*tersa- m. 'peg; penis' - OE teors m. 'id.', E tarse, MLG ters m. 'id.', MDu. teers m. 'id.', Du. taas c. 'id.', OHG zers m. 'twig; penis', MHG zers m. 'penis' ⇒ \*ders-on-(?) (GM). It is tempting to connect the word to Lith. dirse f. 'back, rump', Latv. dii'sa f. 'podex' < \*drs-(i)eh₂-, but this word was clearly derived from the verb Latv. dirst 'to shit' (see \*turzda-), and therefore cannot be compared. The standard etymology connects the word to ON tjasna f. 'kind of peg marking off the lists for battle', which possibly continues older \*tjarsna < \*tersnon-. The original meaning would then be 'bolt' or 'peg'. Further potential cog-"
554,7793,terwa/on-,n./f. 'tar',tar,"\*terwa/on- n./f. 'tar' - ON tjara f. 'id.', OE teoro, teru n. 'id.', E tar, MDu. ter(re), tar n. 'id.', Du. teer n./c. 'id.' ⇒ \*der-uo/eh₂- (IE) - Lith. derva, darva f. 'chip of kindling wood, log from which tar is produced, resin, tar', Latv. dafva f. 'tar, pitch' < \*der-u-eh₂-; OCS drevo, Ru. derevo, SCr. dr/jevo n. 'tree, wood' < \*der-uo-. An apparently (Northeast) European derivation from the IE word for 'wood', for which see \*trewa-. The gender varies between neuter and feminine, which could point to an old neuter collective paradigm. ON tjara superficially appears to have developed from \*teron- without the labial glide, but in this language the original nominative \*tjprva was replaced by tjara, a back-formation to the oblique tjpru (cf. ON gata f. 'lane' < \*gatwon-). For the original suffix, cf. tjprr m. 'spear' < \*terwa-. Secondary derivations are represented by ON tyrvi n. 'pinewood' < \*terwja-, OE tierwe f. 'tar' < \*terwjonand MHG zirben, zirm m. 'pine' < \*terwjan-."
554,7795,terwon-,f. 'tare(s)',tare(s),"\*terwon- f. 'tare(s)' - ME tare 'wild or cultivated vetch, tare; vetch seed', pl. 'weeds growing in grain fields, darnel', E tare, NFri. (Wiedingharde) tare m./n. 'buckwheat', MDu. tarwe, terwe 'wheat', Du. tarwe c. 'id.' ⇒ \*der-ueh₂- (IE?) - Close to Skt. dilrvii- 'diirva grass, Panicum dactylon', Lith. dirva f. 'field' < \*dr-ueh₂- (Lubotsky 1997: 10, fn. 29). The Germanic and Sanskrit forms can formally be unified into a paradigm \*der-uh₂, gen. \*dr-ueh₂-s. The semantic variation between the three IE branches as well as within Germanic are difficult to account for, but possibly, the original meaning was simply 'corn pest', as in Middle English."
554,7797,tetru-,m. 'tetter',tetter,"\*tetru- m. 'tetter' - OE teter, tetr m. 'id.', E tetter, OHG zitaroh m. 'id.', MHG ziteroch m. 'id.' ( < \*tetruka-), G Zitter-mal 'id.' ⇒ \*de-dr-u- (IE) - Skt. dadni·, dardru- f. 'cutaneous eruption, kind of leprosy' < \*de(r)-dr-uH-; Lat. derbita 'scabies', W tarwyd-en 'tetter' < \*derd-uit-. An ancient IE word for 'rash' or 'eczema'. The Germanic word is formally close to Skt. dadru-, and may similarly represent a reduplicated formation \*de(r)-dr-u-. For a comparable formation, cf. \*bebura- 1 'beaver' < \*bhe-bhr-u-."
554,7799,teudra-,- \*tiidra- n. 'tether',tether,"\*teudra- - \*tiidra- n. 'tether' - ON tj6ar n. 'id.', Far. tj6aur n. 'id.', ME teder, tether 'id.' ( « ON?), E tether, OFri. tiiider, tziider, tzar n. 'id.', MDu. tuder, tudder m. 'id.', EDu. tuyer 'id.', OHG zeotar n./m. 'id.', MHG zieter n./m. 'front shaft of a carriage' (GM). The word is usually derived from \*teu-dra- with the PIE instrumental suffix \*-tro- - \*-dhro- so as to establish a link with e.g. \*tawwa- 'rope'. I al-"
555,7803,teuhan-,5 15 ternatively propose to connect the word to the iterative \*tutt/don- 'to pull' (q.v.). The alternation between \*teudra- and \*tiidra- can then be explained as being imported from a lost strong verb \*teudan-,to pull,"\*teuhan- 5 15 ternatively propose to connect the word to the iterative \*tutt/don- 'to pull' (q.v.). The alternation between \*teudra- and \*tiidra- can then be explained as being imported from a lost strong verb \*teudan- - \*ttidan-. Also cf. MDu. toyen, Du. tuien 'to tie' < \*tupjan-, apparently a ie-present < \*dut-ie-."
555,7805,teuhan-,s.v. 'to pull',to pull,"\*teuhan- s.v. 'to pull' - Go. tiuhan s.v. 'to lead, guide', ON toginn ptc. 'drawn', OE teon s.v. 'to pull', OS tiohan s.v. 'to pull, educate', MDu. tien s.v. 'to pull, draw; to proceed', Du. tijgen s.v. 'to proceed', OHG ziohan s.v. 'to lead, bring (up), educate', MHG ziehen s.v. 'lead, bring, retreat', G ziehen s.v. 'id.' ⇒ \*deuk-e- (WEUR) - Formally identical to Lat. duc6, -ere 'to lead, conduct'; also cf. W dwyn 'to lead, carry' < \*duk-e-; Alb. nduk 'to draw (out), pull' < \*duk- (with n-prefix). A strong verb to the European root \*deuk-. See also \*tauma-, \*tuhti- and \*tukk/gon-."
555,7807,teuna-,n. 'damage',damage,"\*teuna- n. 'damage' - ON tj6n n.jf. 'damage, loss', OE teon n. 'hurt, damage; insult, abuse' ⇒ \*h₃deu-no- (EUR) - Either to Gr. 6Mvri f. 'pain, smart, harm', Alb. dhure / dhune f. 'injury, blemish, violence' < \*h₃du-nehi- or to Gr. otw 'to miss, want, need' < \*deu-e-. Also cf. OE teona m., teone f. 'wrongdoing, insult', OS tiono m. 'evil, enmity' < \*teuna/on- and ON ryna w.v. 'to lose; to destroy', OE tienan 'to vex', OFri. tiona, tiuna w.v. 'to damage', OSgi-tiunian 'to do harm' < \*teunjan-."
555,7809,tewo-,f. 'order',order,"\*tewo- f. 'order' - Go. tewa f. 'order, arrangement', OHG zawa f. 'coloration' ⇒ \*de/(-ueh₂- (IE). Also cf. OE cel-tǣwe adj. 'complete, whole, sound' < \*-tewi- and - with a different ablaut - MLG teche f. 'order', MHG zeche, zech f. 'arrangement, sequence, guild' < \*tehwo- and the derived OE (ge-)teohhian, OHG (gi-)zehon w.v. 'to arrange' < \*tehwojan-. See also \*tehun and \*tawo-."
555,7811,tib(b)on-,f. 'bitch',bitch,"\*tib(b)on- f. 'bitch' - Icel. tebba f. 'vixen', OE tife f. 'id.', MDu. teve f. 'id.', Du. teef c. 'id.', G dial. Zippe f. 'bitch; ewe' (GM). Also cf. E tib 'woman of lower social status' and tib-cat 'female cat'. In the scholarly literature, this form is often analyzed as an hypocoristic formation to the proper name Isabel, but in view of G dial Zippe and Ice!. tebba, it is more likely that it continues unattested OE \*tibbe < \*tibbon-. Together with \*tibon-, as continued by e.g. OE tife and Du. teef, this form could point to an n-stem paradigm nom. \*tib6, gen. \*tippaz. The oblique root \*tipp- must then have been replaced by \*tibb- under the influence of the nominative root \*tib-."
556,7817,tibra-,n. 'sacrifice',sacrifice,"\*tibra- n. 'sacrifice' - Go. aibr n. 'sacrificial animal', OE tiber, tifer n. 'sacrifice', OHG zebar n. 'offering' ⇒ \*dip-r6- (EUR) - Gr. 6£1rrvov n. 'meal' < \*deip-no-. A word whose reconstruction poses many problems: 1. the attested Go. form aibr does not match the anlaut of OHG zebar and OE tifer; and 2. the vowel length of OE tifer is ambiguous. To my mind, these difficulties are best resolved by starting from OHG zebar, emending Go. aibr to tibr (cf. Lehmann 1986: 13), and assuming that OE tifer has a short vowel. (Note that the appurtenance of the sometimes connected hapax ON tfvurr ( = tifurr?), meaning either 'sacrifice' or 'god', remains uncertain.) The resulting \*ti bra- < PIE \*dip-r6- may together with Gr. iSclrrvov have split off from a PIE heteroclitic \*deip-r, gen. \*dip-n-6s."
556,7819,tidi-,f. 'time',time,"\*tidi- f. 'time' - ON tfo f. 'time; hour; divine service', Far. tfo f. 'time; moment; period', OE tid f. 'time, season, hour', E tide, OFri. tid m./f. 'time, hour', OS tid f. 'time', Du. tijd c. 'id.', OHG zit n.jf. 'age, time; time of prayer', G Zeit f. 'time' ⇒ \*dh₂i-tf- (IE) - Arm. ti, tioy 'age, time' < \*dh₂i-to-; Skt. dayate 'to divide, distribute', OAv. d(a}ii- 'to allot(?)', Gr. 6a(oμm 'to divide' < \*dh₂-ei-. Also cf. ON tfor adj. 'frequent' < \*tidja- and ON tfaa w.v. 'to strive', OE tidan w.v. 'to betide, happen', OFri. tidia w.v. 'to strive; to appeal' < \*tidojan-. The latter verb seems to preserve the oldest meaning, i.e. 'to strive', which is compatible with \*ti/a- 'goal, occasion' (q.v.). See also \*ti/6- and \*timan-."
556,7821,tigan-,- \*tikkan- m. 'tick',tick,"\*tigan- - \*tikkan- m. 'tick' - Nw. tikk m., tikke f. 'id.', OE ticia 'ricinus', E tick, MLG teke 'id.', MDu. teke f. 'id.', Du. teek, dial. tijk, tijg 'id.', MHG zecke m.jf. 'id.', G Zecke, dial. Zeche f. 'id.' :} \*deigh-on- (EUR) - Arm. tiz 'tick' < \*deigh-o-; Olr. dega 'black insect' < \*dig""-ont-. One usually reconstructs the IE root as \*d(e}ig- on the basis of PGm. \*tikan-, but this is impossible, because roots with two voiced unaspirated stops were prohibited in the proto-language. Arm. tiz and Du. dial. tijg rather point to \*deigh-. This means that the stems \*tikan- (Du. teek, G. dial. zeche) and \*tikan- (Du. tijk) must have arisen analogically in a paradigm \*tfgo, gen. \*tikkaz < \*deigh-on, \*digh-n-6s (Kroonen 2011a: 254-6). Note that the OE gloss ticia is ambiguous; it has been emended to both \*tiica and \*ticca."
556,7823,tigon-,f. 'goat',goat,"\*tigon- f. 'goat' - OHG ziga f. 'id.', G liege f. 'id.' ⇒ \*digfh₃_eh₂- (EUR) - Arm. tik 'skin bottle' (Liden 1906: 10-14) < \*dig-eh₂-; Gr. Lac. 6(Ћa f. 'goat', Alb. dhi 'id.' < \*digfhl-ieh₂-. A European word. Probably not of IE origin in view of the formal incongruences of ""Balkan IE"" \*dig- and Pre-Gm. \*digh-. Also cf. OE ticcen, OHG zickin n. 'young goat' < \*tikkina-."
557,7829,tihan-,s.v. 'to point out',to point out,"\*tihan- s.v. 'to point out' - Go. ga-teihan s.v. 'to announce, tell, report', ON tea, tj6. pret. teoa, tj6.oa, ptc. tiginn 'to show, proclaim', OE teon s.v. 'to accuse', OS af-tihan 'to fail', MDu. tien s.v. 'to accuse', OHG zihan s.v. 'id.', MHG zihen s.v. 'id.' ⇒ \*deil<-e- (IE). A strong verb to the PIE root \*deil<-. See also \*taik/g6n-, \*taikjan-, \*taikna-."
