entry_headword_and_label	entry_text
*bultaz sb.m.	ON boltr ‘bolt’, OE bolt id., MLG bolte id., OHG bolz ‘catapult’. Probably related to Lat fullō ‘to trample’, Lith béldžiu, bélsti ‘to knock, to rap’, bīldu, bildėti ‘to crash, to thud’. Brüch ZDADL LXXIII 75–86; Torp-Falk 268; Walde- Hofmann I 560–561; Holthausen AEEW 30; Pokorny I 124; Fraenkel 39; Vries ANEW 49; Onions 105; Kluge- Seebold 124.
*bunzōn sb.f./m.	ON bunga ‘elevation, convexity’, MLG bunge ‘drum’, OHG bungo ‘tuber’. Related to Skt bahú- ‘much, abundant, large’, Gk παχύς ‘thick’, Latv bīezs id., Lith búožë ‘knob’. Zupitza Gutt. 177; Mann Language XXVI 387 (to Alb bung ‘a kind of oak’); Pokorny I 128; Fraenkel 64; Vries ANEW 65.
*bunkōjanan wk.vb.	OSwed bunka ‘to strike, to hit’, MLG bunken id., G bunken id. Denominative of *bunkōn. Pokorny I 115 (to IE *bheg- ‘to break, to strike’); Frisk II 484–485.
*bunkōn sb.m.	ON bunki ‘heap, pile’, Du bonk ‘clump, clot’. To be compared with Alb bung ‘a kind of oak, Quercus sessiflora’ < PAlb *bunga, further to *bheu- ‘to grow’ (see *bewwanan). Torp-Falk 259 (to *bankiz); Vries ANEW 65 (to Icel buna ‘ox bone’); Lerchner 41–44; Orel AED 41–42.
*buran sb.n.	Goth ga-baur ‘tribute, contribution, tax, λογεία, φόρος’, OHG gi-bor ‘progeny, offspring’. Derived from *beranan. Kluge KZ XXVI 71; Feist 174; Seebold 105; Bammesberger Nom. 58.
*buraz sb.m.	ON borr ‘borer’, OE bór id., MLG bor id. Connected with *burōjanan. Holthausen AEEW 30; Vries ANEW 51.
*burđa-þakan ~ *burđa-þakōn sb.n./m.	ON borä-þak ‘covering of planks’, OE bord-äaca ‘board thatch, a cover of a house, snare’. Compound of *burđan and *þakan. Carr Nom. comp. 80 (parallel formations).
*burđan sb.n.	Goth fotu-baurd ‘footstool’, ON borä ‘board, plank’, OE bord id., OFris bord id., OS bord id., OHG bort ‘deck’. A secondary ablaut variant is *barđan > ON barä ‘edge, brim’ sometimes explained from *barđaz (Torp-Falk 262; Zalizniak II 166) or compared with Lith bartā ‘board’ (Vries ANEW 26). Together with Umbr furf-ant ‘(they) put upon the board’ and Slav *bьrdo ‘reed (in loom), mountain ridge’ continues IE *bhṛdho- (Diefenbach KZ XVI 221). Uhlenbeck Afsl Ph XV 483 (Slav *bьrdo from Germanic); Brückner Afsl Ph XLII 127 (against Uhlenbeck); Torp-Falk 262–263; Holthausen AEEW 30; Feist 159; Trier Holz 86–87; Pokorny I 138; Vries ANEW 50 (separates *burđan ‘board’ from *burđan ‘edge, board of a ship’); Zalizniak I 139; Onions 103; Trubachev Rem. 26–31, 131, ESSJa III 164–166; Anttila Schw. 91; Lehmann GED 121; Kluge-Seebold 126.
*burđōn sb.m.	ON boräi ‘border’, OE borda ‘hem, trimming’, OS borda id., OHG borto id. A morphological variant of *burđan. Holthausen AEEW 30; Vries ANEW 50.
*burđinzaz sb.m.	ON byräingr ‘merchant ship’, MLG bordinc ‘small vehicle’. Derived from *burđan (Falk Wu S IV 111–112). Vries ANEW 67.
*burđiz sb.f.	Goth ga-baurþs ‘birth’, ON masc. burär id., OE ze-byrd id., OFris berd, berde id., OS gi-burd id. (masc.), OHG giburt id. Continues IE *bhṛtí-, cf. OIr breth, brith id. < *bhṛtā. Further related to *beranan. Torp-Falk 261; Holthausen AEEW 40; Feist 175; Pokorny I 131; Zalizniak II 176; Vries ANEW 68; Onions 96; Seebold 105; Trubachev ESSJa III 97–98; Lehmann GED 134; Bammesberger Nom. 141; Kluge- Seebold 304.
*burđjanan wk.vb.	ON byräa ‘to embroider’, OE byrdan id., OS burdian id. Derived from *burđan. Holthausen AEEW 40; Vries ANEW 67.
*burzēnan ~ *burzōjanan wk.vb.	ON borga ‘to bail, to pay’, OE borzian ‘to borrow’, OFris borgia id., MLG borgen id., OHG borgēn id., ir-borgōn ‘to promise’. Derived from *berzanan. Torp-Falk 265; Holthausen AEEW 31; Vries ANEW 50; Onions 108; Kluge-Seebold 126.
*burzjan sb.n.	ON byrgi ‘enclosure, fence’, OE eorä-byrz ‘earth mound’ (fem.). Derived from *burzz. Holthausen AEEW 41; Vries ANEW 68.
*burzjanan I wk.vb.	ON byrgja ‘to close, to shut’, OE byrzan ‘to bury’. Cf. also OHG borgēn id. Derived from *berzanan. Holthausen AEEW 41; Vries ANEW 68; Seebold 107.
*burzjanan II wk.vb.	ON á-byrgja ‘to answer for, to take care of’, OE on-byrzan ‘to vouch for’, MLG börgen id., OHG unter-burgen ‘to fake’. Related to *burzēnan ~ *burzōjanan. Holthausen AEEW 41; Vries ANEW 68.
*burzz sb.f.	Goth baurgs ‘castle, citadel, city’, ON borg ‘hillock, wall, castle, city’ (istem), OE burz ‘fortified place, castle, city’, OFris burch, burich id., OS burg id. (also an i-stem), OHG burg id. (also an i-stem). Corresponds to Av b 6 r 6 z- ‘high’, Arm barjr id. < *bhṛ·hu-, OIr brí ‘hill’. Other parallels see s.v. *berzanan. Bréal MSL VII 135–136 (to Gk πύργος ‘tower, fortification, castle’); Much ZDADL XLI 113, Wu S XII 353 (partly from Lat burgus ‘castle, fort, fortress’ < Gk πύργος); Zupitza Gutt. 204; Jacobsohn KZ XLVIII 139–140 (to Gk φύρκος: τεῖχος, Hes.); Kretschmer Glotta XXII 100–102 (from the same North Balkan source as Gk πύργος); Gutenbrunner ZDADL LXXII 173–175; Bartholomae 949–950; Torp- Falk 265; Holthausen AEEW 38; Feist 85–86; Porzig Gliederung 173; Pokorny I 140–141; Vries ANEW 50 (to Gk φράσσω ‘to fence in, to fortify’, φύρκος ‘wall’); Zalizniak II 206; Onions 108; Motz IF LXXXI 204–220; Lehmann GED 64–65 (influenced by Lat burgus); Bammesberger Nom. 195–196; Griepentrog Wurzelnomina 91–116; Kluge- Seebold 145–146.
*burilōn sb.m.	ON byrli ‘cup-bearer’, OE byrele id. Derived from *burilaz, see *berilaz. Holthausen AEEW 41; Vries ANEW 68.
*buriz I sb.m.	Goth baur ‘he who is born, γενητός’, ON burr ‘son’, OE byre id. Derived from *beranan. Torp-Falk 261; Holthausen AEEW 40; Feist 84–85; Vries ANEW 65; Pokorny I 131; Seebold 105; Lehmann GED 64; Bammesberger Nom. 132.
*buriz II sb.m.	ON byrr ‘fair wind’, OE byre ‘event, opportunity’, WFris bur ‘wind’, MLG bore-lōs ‘without fair wind’. Related to Slav *bur’a ‘storm’ (Uhlenbeck PBB XXX 278; Lewy IF XXXII 158–159). Torp-Falk 261; Holthausen AEEW 40; Pokorny I 131; Vries ANEW 68; Trubachev ESSJa III 97–98.
*burjanan ~ *burjōjanan wk.vb.	ON byrja ‘to begin’, OE bÿrian ‘to happen’, OFris bera id., OS gi-burian ‘to take care of, to befit’, OHG purren ‘to happen, to be due’. Derived from *buriz II. Torp- Falk 261; Holthausen AEEW 41; Trier Holz 88; Pokorny I 131 (to *beranan); Vries ANEW 68; Kluge-Seebold 304.
*burjaz adj.	Goth adv. ga-baurjaba ‘gladly, with pleasure’, OE am-byr ‘favourable’. Related to *buriz II. Feist 175; Holthausen AEEW 3, 5; Matzel KZ CIV 240–250, CV 135; Bammesberger ESts LXIV 97–101 (reconstructs *buruz from
*beranan); Heidermanns 144. *burōjanan wk.vb.	ON bora ‘to bore’, OE bórian id., OS borōn id., OHG borōn id. Related to *barjanan. Torp-Falk 261; Endzelin KZ LII 124 (to Latv bīrze ‘furrow in the field of corn’); Holthausen AEEW 31; Pokorny I 135; Vries ANEW 49–50; Onions 108; Kluge-Seebold 124.
*burōn sb.f.	ON bora ‘bore-hole’, late OHG bora ‘auger’. Related to *burōjanan. Onions 108.
*burstiz sb.f.	ON burst ‘bristle’, OE byrst id. (neut.), OS bursta id. (ō-stem), OHG burst id. (neut.), bursta id. (ō-stem). Identical with Skt bhṛṣṭí- ‘sharp point’. Cf. also Slav *bъrš‘ь ‘kind of plant, Heracleum’ (Petr BB XXI 211). Torp-Falk 266; Holthausen AEEW 41; Pokorny I 109; Vries ANEW 65; Zalizniak II 195; Onions 119; Trubachev ESSJa III 131–132; Kluge-Seebold 127.
*burþīn sb.f.	Goth baurþei ‘burden, load’, OFris berde id., OHG burdī id. Based on *bhṛti- attested in Skt bhṛtí- ‘load, burden’, cf. also bhṛtyā ‘care, food’. For further connections see *beranan. Torp-Falk 261; Feist 86; Pokorny I 131; Vries ANEW 67–68; Zalizniak II 220; Onions 127; Lehmann GED 65; Kluge-Seebold 145.
*buskaz sb.m.	Norw busk ‘bush’, ME busch, busche id., MLG busch id., OHG busc id. Derived from *bōw(w)anan. Torp-Falk 276–277; Vries ANEW 66 (from late Lat boscus ‘a forest where wood gathering is permitted’); Kluge-Seebold 147 (to *bruskaz).
*buttaz ~ *būtaz sb.m.	ON bútr ‘log’, LG adj. butt ‘blunt, plump’, MHG butze ‘cut out piece’. Probably related to *bautanan. Torp-Falk 274; Vries ANEW 66.
*buþlan sb.n.	ON ból ‘farm, abode’, OE bold ‘building, dwelling, house’, OFris bodel ‘movable property’, OS bodal ‘land property’. Derived from *bōw(w)anan. Structurally similar to Lith būklā ‘residence, camp’ < *bhū-tlo-. Torp-Falk 272–273; Holthausen AEEW 30; Fraenkel 68; Vries ANEW 48; Onions 124; Seebold 126; Kluge-Seebold 143 (ON to MLG boule ‘sleeping place’, MHG buole id. < *bōlōn further compared with Lith guõlis ‘resting-place’).
*būkaz sb.m.	ON búkr ‘trunk, body’, OE būc ‘belly, stomach’, OFris būk ‘trunk, body’, MLG būk id., OHG būh ‘stomach, womb’. A descriptive formation. Osthoff BB XXIX 255 (to OE búc ‘bottle, jug’); Torp-Falk 273 (to *beuzanan); Holthausen AWN 29 (to Latv baugas ‘intestines’); Vries ANEW 64 (same as Torp-Falk); Pokorny I 100; Zalizniak I 130; Onions 123, 125; Kluge-Seebold 85.
*būljō(n) sb.f.	ON bóla ‘blister’, OE bÿl (masc.), bÿle ‘bile, blotch, sore’, OFris bēl, bēle id., OS būla id., OHG bulla ‘blister, pimple, swelling’. Cf. Skt buli- ‘buttocks, vulva’, buri- ‘vulva’ (reflecting unaspirated *b), Lith bulīs id. Osthoff Suppl. 66–67 (to IE *bheu- ‘to grow); Zupitza Gutt. 72; Persson Beiträge 30; Torp-Falk 274–276; Holthausen AEEW 39; Feist 511; Mayrhofer II 439–440; Pokorny I 98–102; Vries ANEW 48; Fraenkel 63–64; Onions 104; Lehmann GED 371; Kluge- Seebold 105, 143.
*būran sb.n.	ON búr ‘chamber, pantry’, OE búr ‘cottage, dwelling, room’, OS būr ‘dwelling, room’ (masc.), OHG būr ‘house’ (masc.). Close to Messap βύριον: oǫkhma, Hes. (Krahe IF XLVII 326, Spr. Vorz. 104). Further to *bōw(w)anan. Torp-Falk 273; Holthausen AEEW 38; Porzig Gliederung 129; Pokorny I 146, 149; Vries ANEW 65; Zalizniak II 167; Onions 111; Seebold 126; Lehmann GED 64; Bammesberger Nom. 75; Kluge- Seebold 86.
*būsniz sb.f.	Goth ana-busns ‘command, commandment’, ON bÿsn ‘wonder’, OE bÿsen ‘example, pattern’, OS am-būsan ‘order’. Derivative in *-sni- based on *beuđanan. Brugmann Grundriß I 705 (compensatory length in *-ū- < *-us-); Torp-Falk 275; Holthausen AEEW 41; Feist 41–42; Vries ANEW 68; Seebold 109; Lehmann GED 31; Bammesberger Nom. 148.
*būsōjanan str.vb.	Norw būsa ‘to dart, to make a dash’, EFris būsen ‘to be turbulent, to storm’, MDu būsen ‘to tipple’. Related to Slav *bystrъ ‘quick’. Torp- Falk 276; Vries ANEW 68; Trubachev ESSJa III 153–154.
*būþō ~ *bōþōn sb.f.	ON búä ‘abode, booth’, MLG bōde ‘hut’ (*-ō-), MHG buode id. (-ō-). Derived from *bōw(w)anan. Structurally close to OIr both ‘hut’ < *bhutā, Lith būtas ‘house’, OPrus buttan id., Slav *byto ‘stay, possessions’. Torp- Falk 272; Trautmann BSW 40–42; Fraenkel 68; Vries ANEW 63; Trubachev ESSJa III 155; Lehmann GED 64; Kluge-Seebold 142.
*būwa-lanđan sb.n.	ON bú-land ‘homeland’, OS bū-land ‘cultivated land’. Compound of *būwan and *lanđan. Carr Nom. comp. 83 (parallel formations).
*būwan sb.n.	ON bú ‘house, estate’, OE bú ‘dwelling’, OS bū id. Derived from *bōw(w)anan. Torp-Falk 272; Holthausen AEEW 38; Pokorny I 149; Vries ANEW 63, 67; Seebold 125; Lehmann GED 64.
*būwiz sb.m.	ON bÿr ‘town, village, farm’. Identical with Lith b~vis ‘residence’. Further derived from *bōw(w)anan. Torp-Falk 272; Chemodanov SGGJa I 73; Fraenkel 68.
*būwōn sb.m.	ON búi ‘dweller’, OHG erd-būwo ‘inhabitant of the earth’. Derived from *bōw(w)anan. Vries ANEW 63. ## đ
*đabanan wk.vb.	Goth ga-daban ‘to happen, to be suitable’, OE part. ze-dafen ‘becoming, fit, suitable’. Related to Arm darbin ‘smith’ (< *dhabhro-), Lat faber ‘forger, smith, artificer, carpenter, joiner’, Lith dabā ‘nature, way’ (if not from Slavic), dabaı ‘now’, Slav *doba ‘time’, *dobiti ‘to form, to decorate’. Torp- Falk 200–201; Holthausen AEEW 69; Walde-Hofmann I 436–437; Feist 176–177; Pokorny I 233–234; Fraenkel 79; Seebold 146; Trubachev ESSJa V 38–39; Lehmann GED 134–135; Kluge- Seebold 166.
*đabjanan wk.vb.	Norw dial. dabba ‘to tap’, E dab ‘to tap lightly’, EFris dafen ‘to strike’, MDu dabben ‘to patter’, G tappen id. An imitative verb. However, a connection with *đabanan cannot be ruled out—in this case cf. Slav *dobiti ‘to form, to decorate’. Vries ANEW 71 (to *đabjaz); Trubachev ESSJa V 38–39.
*đabjaz sb.m.	Norw dial. dab, dabbe ‘small fat person’, MHG tappe ‘clumsy man’. Identical with Slav *dobь ‘valiant, noble’. Loewenthal ANF XXXV 240 (to Skt dabhnóti ‘to hurt, to injure’); Persson IF XXXV 202 (to Latv depis ‘fool’); Pokorny I 233 (to Gk τάφος ‘funeral rites; raised platform’); Holthausen AWN 33 (to SCr depati ‘to strike’); Vries ANEW 71.
*đabnōjanan wk.vb.	ON dafna ‘to thrive well’, OE ze-dafenian ‘to be becoming, to fit’. Connected with *dabanan. Torp- Falk 200; Holthausen AEEW 69; Vries ANEW 71; Lehmann GED 134–135.
*đađrōjanan wk.vb.	Norw dial. dadra ‘to shake, to tremble’, G dial. tattern id. Of imitative origin. Torp-Falk 202.
*đaza-lanzaz adj.	ON dag-langr ‘all day long’, OE dæz-lanz ‘lasting a day’, MHG tage-lanc id. Compound of *đazaz and *lanzaz. Carr Nom. comp. 88 (parallel formations).
*đaza-werkan sb.n.	ON dag-verk ‘day’s work’, OE dæz-weorc id., OFris dei-werch id., OS dag-werk id., OHG taga-werk id. Compound of *đazaz and *werkan. Carr Nom. comp. 52.
*đazaz sb.m.	Goth dags ‘day’, ON dagr id., OE dæz id., OFris dei id., OS dag id., OHG tag id. Identical with Skt ni-dāghá- ‘heat, summer’, MIr daig ‘fire’, Lith dãgas ‘summer heat’. Continues *dhog ⁄hos, derivative of IE *dheg ⁄h- ‘to burn’. Schulze Kl. Schr. 833, 844–847; Zupitza Gutt. 101, 205; Torp-Falk 199; Holthausen AEEW 69; Feist 113–114; Walde- Hofmann I 466–467 (contamination with IE *¡·h-r- ‘day’); Lane JEGP XXXV 25 (phonetically difficult *-g ⁄h- > *-z-); Mayrhofer II 39; Pokorny I 7 (related to Skt áhar- ‘day’ with secondary *đ-), 240–242; Fraenkel 85–86; Vries ANEW 71–72; Zalizniak I 130; Seebold KZ LXXXI 125; Onions 246; Lehmann GED 86; Bammesberger Nom. 51; Kluge- Seebold 812.
*đazōjanan wk.vb.	ON daga ‘to dawn’, OE dazian id., MLG dagen id., OHG tagēn id. Derived from *đazaz. Torp- Falk 199; Holthausen AEEW 70; Vries ANEW 71.
*đaizaz I sb.m.	Goth daigs ‘dough, soft mass’, ON deigr id., OE neut. dáz id., OFris deeg id., MLG dēch id., OHG teig id. Continues *dhoi·hos derived from IE *dhei·h- ‘to knead’. Close to Toch A tseke ‘molded figure’, Skt deha- ‘body’, Av uzdaēza- ‘wall’, Arm dez ‘heap’, Gk τοῖχος ‘wall’, Slav *δîἤα ‘kneading trough, vessel’ < *δοιἵηωā. In the Gmc perspective, substantivated *đaizaz II. See *đīzanan. Bartholomae 411–412; Torp-Falk 206; Holthausen AEEW 69–70; Feist 114; Mayrhofer II 65–66; Pokorny I 244–245; Vries ANEW 74–75; Zalizniak I 130; Frisk II 865–866; Onions 286; Seebold 151; Trubachev ESSJa V 23– 24; Lehmann GED 87; Bammesberger Nom. 52; Heidermanns 145; Kluge- Seebold 819.
*đaizaz II adj.	ON deigr ‘soft’, MLG dēch ‘pasty’, MHG teic ‘soft’. Derived from *đīzanan. Karsten NB I 58–59; Torp- Falk 206; Vries ANEW 75; Seebold 151; Matzel Festschr. Schröder 94, KZ CV 96; Heidermanns 145; Kluge-Seebold 819–820.
*đaizjōn sb.f.	ON deigja ‘dairy-maid’, OE dæze ‘female baker’. Derived from *đīzanan or directly from *đaizaz I. Formally close to Slav *dîža ‘kneading trough, vessel’ < *doi·hƒā. Sievers PBB L 16; Holthausen AEEW 69; Vries ANEW 75; Onions 242; Seebold 151; Trubachev ESSJa V 23–24; Bammesberger Nom. 180–181.
*đailiþō sb.f.	ON deild ‘deal, share’, OHG teilida ‘division’. Derived from *đailjanan. Torp-Falk 198; Vries ANEW 75.
*đailiz sb.m.	Goth fem. dails ‘part, portion, share’, late ON deill ‘deal, share’, OE dæl ‘part’, OFris dēl id., OS dēl id., OHG teil id. Identical with Slav *dîlь ‘part, division’. Further related to *dāi-: *dī- ‘to divide’ with an irregular development of the anlaut. Boppapud Schweizer KZ I 478 (to Skt dṛṇāti ‘to burst’); Wood MLN XXI 39 (to Gk δήλεομαι ‘to hurt, to damage’); Pedersen KZ XXXIX 372 (from Slav *dîlъ ‘portion’); Torp- Falk 198; Holthausen AEEW 69; Feist 114; Pokorny I 176, 195; Chemodanov SGGJa I 84; Zalizniak II 185; Onions 247; Martynov Jazyk 17–18 (follows Pedersen); Trubachev ESSJa V 9–10; Lehmann GED 87; Kluge-Seebold 820; Boutkan OFED s.v.
*đailjanan wk.vb.	Goth ga-dailjan ‘to divide, to allot’, ON deila ‘to divide, to deal’, OE dælan ‘to divide, to separate’, OFris dēla id., OS dēlian id., OHG teilen id. Derived from *đailiz. Structurally close to Lith dailÿti ‘to divide’, Slav *dîliti id. Būga RFV LXX 103; Berneker I 195; Torp-Falk 198; Holthausen AEEW 69; Feist 114; Pokorny I 176; Fraenkel 80; Vries ANEW 75; Martynov Slav.-germ. 112 (Gmc < Slav); Benveniste IEL 156; Trubachev ESSJa IV 233–234; Lehmann GED 87.
*đailō(n) sb.f.	ON deila ‘disagreement, contest’, MHG teile ‘division’. Related to *đailiz. Vries ANEW 75.
*đajjanan wk.vb.	Goth daddjan ‘to suckle’, OSw dæggia id. Structurally identical with Skt dháyati ‘to suck, to drink’, Osset dæjūn ‘to suck’, Slav *dojǫ, *dojiti ‘to suckle, to milk’. Further related to *đējanan, *đīōjanan. Torp-Falk 205; Feist 112–113; Mayrhofer II 93; Pokorny I 241–242; Vries ANEW 76; Lindeman Verschärfung 10.4; Trubachev ESSJa V 53–54; Lehmann GED 85.
*đalaz ~ *đalan sb.m./n.	Goth dal(s) ‘ravine, pit, valley’, ON dalr ‘dale’, OE dæl ‘dale, den, gulf ’, OFris del ‘valley’, OS dal id., OHG tal. Identical with W dol ‘valley’, Slav *dolъ id. (Hellquist ANF VII 171; Meillet Etudes 242–243). Cf. probably Gk θόλος ‘round building with a conical roof ’. Schweizer KZ I 478; Sperber Wu S VI 40; Loth RC XLII 86; Torp-Falk 204; Holthausen AEEW 69; Feist 114–115; Huisman KZ LXXI 103; Pokorny I 245; Vries ANEW 72; Frisk I 677; Zalizniak II 186; Onions 242; Trubachev ESSJa V 64–65; Bammesberger Nom. 54; Kluge-Seebold 813.
*đalzōjanan wk.vb.	Norw dial. dalga ‘to strike’, LG dalgen id. Related to *đulzan. Torp-Falk 210; Pokorny I 247.
*đaljan ~ *đaljō sb.n./f.	Goth ib-dalja ‘declivity, slope’ (masc. or neut.), OE ofdæle ‘downward slope’, dell ‘deep hollow, valley’, OFris dele id. MLG delle id., late MHG telle id. Derived from *đalaz ~ *đalan. Torp-Falk 204; Holthausen AEEW 71; Feist 114, 287; Onions 253; Lehmann GED 202; Kluge-Seebold 169.
*đammaz ~ *đamman sb.m./n.	ON dammr ‘dam’, OFris damm, domm id., MLG dam id., MHG tam, tamm id. Continues *dh 6-mno, based on *dhē-men-, cf. Skt dhāman- ‘statute, law’ (Grienberger Got. 66). Schröder ZDADL XLII 66 (to IE *dheb- ‘thick’); Torp-Falk 201–202 (same as Grienberger); van Wijk IF XXIV 31–32 (from *đambna-, to Gk θάπτω ‘to bury’, Arm damban ‘grave’); Wood MP XVIII 84 (from *dh 6 m-⁄o-, cf. Gk θαμύς ‘thick’); Güntert Labyrinth 30 (pre-IE term); Walde-Pokorny I 850 (follow Schröder); Pokorny I 238; Vries ANEW 72–73; Onions 242; Lehmann GED 111; Kluge-Seebold 161 (back formation from *đammjanan).
*đammjanan wk.vb.	Goth faur-dammjan ‘to dam up, to hinder’, OE for-demman ‘to dam up’, OFris damma ‘to fence in’, MHG ver-temmen ‘to fence in’. Derived from *đammaz ~ *đamman. Torp-Falk 201; Holthausen AEEW 71; Feist 146; Vries ANEW 75; Onions 242; Lehmann GED 111; Kluge-Seebold 161.
