lookup_candidate_pass7	normalized_candidate_pass7	confidence_pass7	greek_nonlatin_class_pass7
*h₁llK-i-Iahr	(*h₁llK-i-Iahr	medium-repaired	
*h₁llS-tpio-	?*h₁llS-tpio-	low	
*h₁llcrH-isth₂a-	*h₁llcrH-isth₂a-	medium-repaired	
*h₁lles-u-tah₂ti-	*h₁lles-u-tah₂ti-	medium-repaired	
*h₁llfH-tjo-tl	*h₁llfH-tjo-tl	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*h₁llyg-isth₂0/ah₂-	*h₁llyg-isth₂0/ah₂-	medium-repaired	
*h₁lpgllb..6-	*h₁lpgllb..6-	medium-repaired	
*h₁l{1g~b..u-	*h₁l{1g~b..u-	low	
*h₁og-	*h₁og-	medium-repaired	
*h₁oi̯-o-	*h₁oi̯-o-	medium-repaired	
*h₁oi̯-tahr	?*h₁oi̯-tahr	medium-repaired	
*h₁oi̯-to-	*h₁oi̯-to-	medium-repaired	
*h₁om-o..	(*h₁om-o..	medium-repaired	
*h₁oo-	*h₁oo-	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*h₁oo-elon-	*h₁oo-elon-	medium-repaired	
*h₁oo-es-	?*h₁oo-es-	medium-repaired	
*h₁or-jo-?	*h₁or-jo-?)	medium-repaired	
*h₁ors-lihr	*h₁ors-lihr	medium-repaired	
*h₁os-11-Jihr	?*h₁os-11-Jihr	medium-repaired	
*h₁os-U	?*h₁os-U	medium-repaired	
*h₁osu	*h₁osu	medium-repaired	
*h₁res-	*h₁res-	medium-repaired	
*h₁rolldʰn~h~-o-	*h₁rolldʰn~h~-o-	low	
*h₁s-Dnt-	*h₁s-Dnt-	medium-repaired	
*h₁s-pt-si	*h₁s-pt-si	medium-repaired	
*h₁su-	*h₁su-	medium-repaired	
*h₁su-Hig-n~	*h₁su-Hig-n~	low	
*h₁su-h₁ei̯-ka-	*h₁su-h₁ei̯-ka-	medium-repaired	
*h₁ter-	*h₁ter-	medium-repaired	
*h₁udiz<	*h₁udiz<	low	
*h₁us-es-(o)s	*h₁us-es-(o)s	medium-repaired	
*h₁uz6jela-	*h₁uz6jela-	medium-repaired	
*h₁u̯cs-	*h₁u̯cs-	medium-repaired	
*h₁u̯r-n-	*h₁u̯r-n-	medium-repaired	
*h₁ves-on-	*h₁ves-on-	medium-repaired	
*h₁yahr	*h₁yahr	medium-repaired	
*h₁ūda-	*h₁ūda-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂	*h₂	medium-repaired	
"*h₂(""e)lIs-(s)-(e)n-"	"*h₂(""e)lIs-(s)-(e)n-"	medium-repaired	
*h₂(a)g-	*h₂(a)g-	medium-repaired	
*h₂(a)g-es-	*h₂(a)g-es-	medium-repaired	
*h₂(a)g-iHnahr	*h₂(a)g-iHnahr	medium-repaired	
*h₂(a)g-iJo-	*h₂(a)g-iJo-	medium-repaired	
*h₂(a)g-ter-	*h₂(a)g-ter-	medium-repaired	
*h₂(a)g-tiHon-	*h₂(a)g-tiHon-	medium-repaired	
*h₂(a)gʰe-rtn-	*h₂(a)gʰe-rtn-	medium-repaired	
*h₂(a)j-rtn-	*h₂(a)j-rtn-	medium-repaired	
*h₂(a)ks-on-	*h₂(a)ks-on-	medium-repaired	
*h₂(}-	*h₂(}-	low	
"*h₂/""g-ont-"	"*h₂/""g-ont-"	medium-repaired	
"*h₂/""hr"	"*h₂/""hr"	medium-repaired	
*h₂/-tclI-S	*h₂/-tclI-S	low	
*h₂/1Iih₂-	*h₂/1Iih₂-	medium-repaired	
*h₂/lb-aon-	*h₂/lb-aon-	medium-repaired	
*h₂/lj-l!-ei̯	*h₂/lj-l!-ei̯	low	
*h₂/lj-l!-i-tah₂t-	*h₂/lj-l!-i-tah₂t-	low	
*h₂0	*h₂0	medium-repaired	
*h₂0-h₁...o)m-o..	*h₂0-h₁...o)m-o..	medium-repaired	
*h₂0IIJ~	*h₂0IIJ~	low	
*h₂0P-ihr	*h₂0P-ihr	medium-repaired	
*h₂0PS~S-	*h₂0PS~S-	low	
*h₂0fIS-OS-	*h₂0fIS-OS-	low	
*h₂0g-m-ijo-	*h₂0g-m-ijo-	medium-repaired	
*h₂0g-mo-	*h₂0g-mo-	medium-repaired	
*h₂0h₂0	*h₂0h₂0	medium-repaired	
*h₂0i-u-	*h₂0i-u-	medium-repaired	
*h₂0j-u-	*h₂0j-u-	medium-repaired	
*h₂0k-eJo-	?*h₂0k-eJo-	medium-repaired	
*h₂0n-r(z.B	*h₂0n-r(z.B	medium-repaired	
*h₂0ri..h/)-mon-	*h₂0ri..h/)-mon-	medium-repaired	
*h₂11b-J-ukolabz-	*h₂11b-J-ukolabz-	medium-repaired	
*h₂11b-el-kolahr	*h₂11b-el-kolahr	medium-repaired	
*h₂11b-l-o-ni-	*h₂11b-l-o-ni-	medium-repaired	
*h₂11b-ulo-	*h₂11b-ulo-	medium-repaired	
*h₂11b-ōl	*h₂11b-ōl	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂11er-/	*h₂11er-/	medium-repaired	
*h₂11kS-O-	*h₂11kS-O-	low	
*h₂11lJ.{o)l-trolahr	*h₂11lJ.{o)l-trolahr	low	
*h₂11us(-{ei̯s)-t(e)ro-	*h₂11us(-{ei̯s)-t(e)ro-	low	
*h₂1}H-th#lIr	*h₂1}H-th#lIr	low	
*h₂1}Hth	*h₂1}Hth	low	
*h₂61ij-u-	*h₂61ij-u-	medium-repaired	
*h₂81118b..o-	*h₂81118b..o-	low	
*h₂8111gʰ..is-on-	*h₂8111gʰ..is-on-	low	
*h₂8111gʰ..onabr	*h₂8111gʰ..onabr	low	
*h₂8111gʰ..os-tO.J	*h₂8111gʰ..os-tO.J	low	
*h₂8111gʰ..tolabr	*h₂8111gʰ..tolabr	low	
*h₂811H-	*h₂811H-	low	
*h₂811H-th:JfJIahr	*h₂811H-th:JfJIahr	low	
*h₂811Htahr	*h₂811Htahr	low	
*h₂811t-	*h₂811t-	low	
*h₂8I1S-S-q-{t-)ibI	*h₂8I1S-S-q-{t-)ibI	low	
*h₂8I1SW~I)angelehnte	*h₂8I1SW~I)angelehnte	filtered-noise-fragment	
*h₂8J1/Jl{1)joliah₂	?*h₂8J1/Jl{1)joliah₂	low	
*h₂8J1/Jrdahr	*h₂8J1/Jrdahr	low	
*h₂8J1/Jrto-	?*h₂8J1/Jrto-	low	
*h₂8P-h:JOD-	*h₂8P-h:JOD-	low	
*h₂8P-hoJ/l-oIahr	?*h₂8P-hoJ/l-oIahr	low	
*h₂8P-jes-	?*h₂8P-jes-	low	
*h₂8P-jo-	*h₂8P-jo-	low	
*h₂8V-i-kahr	*h₂8V-i-kahr	low	
*h₂8b-I-	*h₂8b-I-)	low	
*h₂8b-oJ-n-ijah₂-	*h₂8b-oJ-n-ijah₂-	low	
*h₂8b-oJ-ni-	*h₂8b-oJ-ni-	low	
*h₂8b-öJ-o-	*h₂8b-öJ-o-	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*h₂8b-ōl-ijo-	*h₂8b-ōl-ijo-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂8g-on-	*h₂8g-on-	low	
*h₂8g-r-(i)jo-	*h₂8g-r-(i)jo-	low	
*h₂8g-us-ih₂-	*h₂8g-us-ih₂-	low	
*h₂8j-y-ah₂-	*h₂8j-y-ah₂-	low	
*h₂8k-Jah	?*h₂8k-Jah	low	
*h₂8k-j8h	*h₂8k-j8h	low	
*h₂8k-mo/ah	*h₂8k-mo/ah	low	
*h₂8k-n-i-	?*h₂8k-n-i-	low	
*h₂8l11gʰ..olln-	*h₂8l11gʰ..olln-	low	
*h₂8nhrro-	?*h₂8nhrro-	low	
*h₂8pih₂tjom	*h₂8pih₂tjom	low	
*h₂<Jy-i-	*h₂<Jy-i-	low	
*h₂B/!h₂OS	*h₂B/!h₂OS	low	
*h₂BA-s	*h₂BA-s	low	
*h₂BIIS-S-P-t..I	*h₂BIIS-S-P-t..I	low	
*h₂BIok-er-ijo-	?*h₂BIok-er-ijo-	low	
*h₂BJ1-	(*h₂BJ1-)	low	
"*h₂BP"""	"*h₂BP"""	low	
*h₂BUg-es	?*h₂BUg-es	low	
*h₂BUg-pn-n	*h₂BUg-pn-n	low	
*h₂BUg-r-no-	?*h₂BUg-r-no-	low	
*h₂BUg-tu-	*h₂BUg-tu-	low	
*h₂BUg-u-	?*h₂BUg-u-	low	
*h₂Bf-	*h₂Bf-	medium-repaired	
*h₂Bg-	*h₂Bg-	medium-repaired	
*h₂Bi-er-is-	*h₂Bi-er-is-	medium-repaired	
*h₂Bi-u-l*h	*h₂Bi-u-l*h	medium-repaired	
*h₂Bj-lI-om	*h₂Bj-lI-om	medium-repaired	
*h₂Bj-r	*h₂Bj-r	medium-repaired	
*h₂Bk-	*h₂Bk-	medium-repaired	
*h₂Bk-l11{1-to-	*h₂Bk-l11{1-to-	low	
*h₂Bk-r-o-	*h₂Bk-r-o-	medium-repaired	
*h₂Bk-ro-	*h₂Bk-ro-)	medium-repaired	
*h₂Bl!s(-[ei̯s}-t(e}ro-fJJ	*h₂Bl!s(-[ei̯s}-t(e}ro-fJJ	low	
*h₂Bl!s-mah₂-	*h₂Bl!s-mah₂-	low	
*h₂BlIg-tor-	*h₂BlIg-tor-	medium-repaired	
*h₂Bug-mon-	*h₂Bug-mon-	medium-repaired	
*h₂Cb-(eIÖ)l-	*h₂Cb-(eIÖ)l-	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*h₂Cg-	*h₂Cg-	medium-repaired	
*h₂Cj-u-	*h₂Cj-u-	medium-repaired	
*h₂Cnk-	*h₂Cnk-	medium-repaired	
*h₂Cyg-	*h₂Cyg-	medium-repaired	
*h₂I1-or-yo-	?*h₂I1-or-yo-	medium-repaired	
*h₂IPgʰ..ter-	*h₂IPgʰ..ter-	low	
*h₂J!crs-	*h₂J!crs-	low	
*h₂Mhr	*h₂Mhr	medium-repaired	
*h₂Mhrmen-ah	*h₂Mhrmen-ah	medium-repaired	
*h₂O-h₂0pedo-o	*h₂O-h₂0pedo-o	medium-repaired	
*h₂OJli-sthrO-	*h₂OJli-sthrO-	low	
*h₂OUs-os-	?*h₂OUs-os-	low	
*h₂OY5-os-	*h₂OY5-os-	low	
*h₂OYs-os-	*h₂OYs-os-	low	
*h₂Ofast-	*h₂Ofast-	medium-repaired	
*h₂Oj-u-	*h₂Oj-u-	medium-repaired	
*h₂Olli-sth	?*h₂Olli-sth	medium-repaired	
*h₂On-er-jo-	(*h₂On-er-jo-)	medium-repaired	
*h₂On-r-io-	*h₂On-r-io-	medium-repaired	
*h₂Ops-	*h₂Ops-	medium-repaired	
*h₂Os-lJbo-	*h₂Os-lJbo-	low	
*h₂Ou̯-i-	*h₂Ou̯-i-	medium-repaired	
*h₂Pcs-	*h₂Pcs-	medium-repaired	
*h₂Pftahr	*h₂Pftahr	medium-repaired	
*h₂Pj-u	*h₂Pj-u	medium-repaired	
*h₂Qg-f-mit	*h₂Qg-f-mit	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*h₂S0u̯S-ahr	*h₂S0u̯S-ahr	low	
*h₂S0u̯S{J)iah₂	*h₂S0u̯S{J)iah₂	low	
*h₂SUS-eto-	?*h₂SUS-eto-	low	
*h₂SUS-ko	*h₂SUS-ko	low	
*h₂Scys-	*h₂Scys-	low	
*h₂Sus-k{J)jo-	*h₂Sus-k{J)jo-	low	
*h₂Sus-nahr	*h₂Sus-nahr	low	
"*h₂Tg-i-h₃c""-o-"	"*h₂Tg-i-h₃c""-o-"	medium-repaired	
*h₂UCS-	*h₂UCS-	low	
*h₂US-6s-I	*h₂US-6s-I)	low	
*h₂US-S-P_(t-j	*h₂US-S-P_(t-j	low	
*h₂US-es-n	*h₂US-es-n	low	
*h₂US-s-fH	*h₂US-s-fH)	low	
*h₂US-s-fb}	*h₂US-s-fb})	low	
*h₂US-tO-	*h₂US-tO-	low	
*h₂Ug-R	?*h₂Ug-R	medium-repaired	
*h₂Ug-R6-	*h₂Ug-R6-	medium-repaired	
*h₂Uks-e/on-	*h₂Uks-e/on-	medium-repaired	
*h₂Uks-i/6n-l-n-	*h₂Uks-i/6n-l-n-	medium-repaired	
*h₂Uks-i/on-m	*h₂Uks-i/on-m	filtered-noise-fragment	
*h₂Us-	*h₂Us-	medium-repaired	
*h₂Us-(i)jo-voraussetzen	*h₂Us-(i)jo-voraussetzen	filtered-noise-fragment	
*h₂Us-s-es	*h₂Us-s-es	medium-repaired	
*h₂UsOs	*h₂UsOs)	medium-repaired	
*h₂UsOs-1p	*h₂UsOs-1p	medium-repaired	
*h₂Usbs	*h₂Usbs	medium-repaired	
*h₂Ves-ahr	*h₂Ves-ahr	medium-repaired	
*h₂WS-tcr-m	*h₂WS-tcr-m	low	
*h₂WS-ti-	*h₂WS-ti-	low	
*h₂Ycs-	*h₂Ycs-	medium-repaired	
*h₂Yes-tu-	*h₂Yes-tu-	medium-repaired	
*h₂[h:rcy-o-	*h₂[h:rcy-o-	medium-repaired	
*h₂[tI-ei̯dah₂-	*h₂[tI-ei̯dah₂-	medium-repaired	
*h₂[tI-ikdah₂-	*h₂[tI-ikdah₂-	medium-repaired	
*h₂a-	(?*h₂a-	medium-repaired	
*h₂a-h₂ōg-o-	*h₂a-h₂ōg-o-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂a-liegt	*h₂a-liegt	medium-repaired	
*h₂a-sd-o-	*h₂a-sd-o-	medium-repaired	
*h₂aDhr	*h₂aDhr	medium-repaired	
*h₂aI-	*h₂aI-	medium-repaired	
*h₂aIHJ1-ijo-	(*h₂aIHJ1-ijo-)	low	
*h₂aJ!S-cr-jos-	*h₂aJ!S-cr-jos-	low	
*h₂ab-/-ko-	*h₂ab-/-ko-	medium-repaired	
*h₂ab-J-	*h₂ab-J-	medium-repaired	
*h₂ab-el-	(*h₂ab-el-)	medium-repaired	
*h₂ab-el-ikahr	(*h₂ab-el-ikahr)	medium-repaired	
*h₂ab-l-	(*h₂ab-l-	medium-repaired	
*h₂ab-l-o-	*h₂ab-l-o-	medium-repaired	
*h₂ab-l-olahr	*h₂ab-l-olahr	medium-repaired	
*h₂ab-ol-jo-	(*h₂ab-ol-jo-)	medium-repaired	
*h₂ab1u-ko-	*h₂ab1u-ko-	medium-repaired	
*h₂af-	*h₂af-	medium-repaired	
*h₂af-i-I-o-	*h₂af-i-I-o-	medium-repaired	
*h₂af-i-I-on-	*h₂af-i-I-on-	medium-repaired	
*h₂af-ro-	*h₂af-ro-	medium-repaired	
*h₂af-s-	*h₂af-s-	medium-repaired	
*h₂af-s-nah₂-	*h₂af-s-nah₂-	medium-repaired	
*h₂af-s-ti	*h₂af-s-ti	medium-repaired	
*h₂af-u-men-	*h₂af-u-men-	medium-repaired	
*h₂af-y-ololahr	*h₂af-y-ololahr	medium-repaired	
*h₂ag-men-	*h₂ag-men-	medium-repaired	
*h₂ag-trahr	*h₂ag-trahr	medium-repaired	
*h₂ag-ó-	*h₂ag-ó-)	medium-repaired	
*h₂ai:-mon-	*h₂ai:-mon-	medium-repaired	
*h₂ai̯-I/-t:S-	*h₂ai̯-I/-t:S-	low	
*h₂ai̯-II-es-	*h₂ai̯-II-es-	low	
*h₂ai̯-II-es-to-	*h₂ai̯-II-es-to-	low	
*h₂ai̯-II-es-tu-	*h₂ai̯-II-es-tu-	low	
*h₂ai̯-II-o-	*h₂ai̯-II-o-	low	
*h₂ai̯-en-n	*h₂ai̯-en-n	medium-repaired	
*h₂ai̯-p-es-	*h₂ai̯-p-es-	medium-repaired	
*h₂ai̯-p-es-ieines	*h₂ai̯-p-es-ieines	medium-repaired	
*h₂ai̯-p-o-	*h₂ai̯-p-o-	medium-repaired	
*h₂ai̯-tV-	*h₂ai̯-tV-	medium-repaired	
*h₂ai̯-u-	*h₂ai̯-u-	medium-repaired	
"*h₂ai̯-u-s-l*hu""-eV-s-"	"*h₂ai̯-u-s-l*hu""-eV-s-"	medium-repaired	
*h₂ai̯-y-ei̯	*h₂ai̯-y-ei̯	medium-repaired	
*h₂ai̯-y-hj	*h₂ai̯-y-hj	medium-repaired	
*h₂ai̯-y-i(der	*h₂ai̯-y-i(der	medium-repaired	
*h₂ak-	*h₂ak-	medium-repaired	
*h₂ak-I!-oJo-	*h₂ak-I!-oJo-	low	
*h₂ak-el-	(*h₂ak-el-)	medium-repaired	
*h₂ak-er-olahr	*h₂ak-er-olahr	medium-repaired	
*h₂ak-mon-	*h₂ak-mon-	medium-repaired	
*h₂ak-mp-rfI-ihr	*h₂ak-mp-rfI-ihr	medium-repaired	
*h₂ak-r-	*h₂ak-r-	medium-repaired	
*h₂ak-s-ti-noJ2	*h₂ak-s-ti-noJ2	medium-repaired	
*h₂ak-s-to-	*h₂ak-s-to-	medium-repaired	
*h₂ak-u-tjo-	*h₂ak-u-tjo-	medium-repaired	
*h₂ak-u-to-	*h₂ak-u-to-	medium-repaired	
*h₂aks-	*h₂aks-	medium-repaired	
*h₂aks-/ahr	*h₂aks-/ahr	medium-repaired	
*h₂aks-Jahr	*h₂aks-Jahr	medium-repaired	
*h₂aks-eJo-	*h₂aks-eJo-	medium-repaired	
*h₂aks-i-	*h₂aks-i-	medium-repaired	
*h₂alok-oko-	*h₂alok-oko-	medium-repaired	
*h₂amgIl...(J)jes.\o	*h₂amgIl...(J)jes.\o	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*h₂amgʰ..s-o-	*h₂amgʰ..s-o-	medium-repaired	
*h₂an-cr-jo-verstehbar	*h₂an-cr-jo-verstehbar	medium-repaired	
*h₂angʰ..clo-	*h₂angʰ..clo-	medium-repaired	
*h₂anhr	*h₂anhr	medium-repaired	
*h₂ap-	*h₂ap-	medium-repaired	
*h₂aps-os-	*h₂aps-os-	medium-repaired	
*h₂aps-ōs	*h₂aps-ōs	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂ar-	*h₂ar-	medium-repaired	
*h₂arhr	*h₂arhr	medium-repaired	
"*h₂arhrJj""amon-"	"*h₂arhrJj""amon-"	medium-repaired	
*h₂arhrtiHon-	*h₂arhrtiHon-	medium-repaired	
*h₂as-er	*h₂as-er	medium-repaired	
*h₂as-er’in	*h₂as-er’in	medium-repaired	
*h₂as-os-	*h₂as-os-	medium-repaired	
*h₂avs-oder	*h₂avs-oder	medium-repaired	
*h₂ax-mon-	*h₂ax-mon-	medium-repaired	
*h₂ays-er-jos-	*h₂ays-er-jos-	medium-repaired	
*h₂ays-os-	*h₂ays-os-	medium-repaired	
*h₂ays-r(-)ah₂-	*h₂ays-r(-)ah₂-	medium-repaired	
*h₂d-	*h₂d-	medium-repaired	
*h₂dj-u-	*h₂dj-u-	medium-repaired	
*h₂edʰgʰ..	*h₂edʰgʰ..	medium-repaired	
*h₂eg-	*h₂eg-	medium-repaired	
*h₂eh:P16-	*h₂eh:P16-	medium-repaired	
*h₂ehr	*h₂ehr	medium-repaired	
*h₂eh₁/fr	*h₂eh₁/fr	medium-repaired	
*h₂ei-u-	*h₂ei-u-	medium-repaired	
*h₂ei̯-	*h₂ei̯-	medium-repaired	
*h₂ei̯-u-	*h₂ei̯-u-)	medium-repaired	
*h₂ei̯-u-	*h₂ei̯-u-	medium-repaired	
*h₂ei̯-u-?	*h₂ei̯-u-?	medium-repaired	
*h₂ei̯dʰ..	*h₂ei̯dʰ..	medium-repaired	
*h₂ek-	*h₂ek-	medium-repaired	
*h₂el!s-es-e/os	*h₂el!s-es-e/os	low	
*h₂el-	*h₂el-	medium-repaired	
*h₂el-(s.o.	*h₂el-(s.o.)	medium-repaired	
*h₂el/-	*h₂el/-	medium-repaired	
*h₂elJ-s	*h₂elJ-s	low	
"*h₂eli-h₃c""-o-"	"*h₂eli-h₃c""-o-"	medium-repaired	
*h₂ellg-	*h₂ellg-	medium-repaired	
*h₂en-	*h₂en-	medium-repaired	
*h₂endʰre-h	*h₂endʰre-h	medium-repaired	
*h₂engʰ-	*h₂engʰ-	medium-repaired	
*h₂engʰ..	*h₂engʰ..	medium-repaired	
*h₂enhr	*h₂enhr	medium-repaired	
*h₂ep-i	*h₂ep-i	medium-repaired	
*h₂ephfl/	*h₂ephfl/	medium-repaired	
*h₂epr-	*h₂epr-	medium-repaired	
*h₂eps-os	*h₂eps-os	medium-repaired	
*h₂eps-s	*h₂eps-s	medium-repaired	
*h₂er-	*h₂er-	medium-repaired	
*h₂erb	*h₂erb	medium-repaired	
*h₂erh:rl/o-	*h₂erh:rl/o-	medium-repaired	
*h₂eus-soder	*h₂eus-soder	medium-repaired	
*h₂f!cs-	*h₂f!cs-	low	
*h₂f!es-	*h₂f!es-	low	
*h₂f1cr-/*hp-	*h₂f1cr-/*hp-	filtered-noise-fragment	
*h₂f1ehr	*h₂f1ehr	medium-repaired	
*h₂f1hr	*h₂f1hr	medium-repaired	
*h₂f1h₂t-6s	*h₂f1h₂t-6s)	medium-repaired	
*h₂f1l/ed-	*h₂f1l/ed-	medium-repaired	
*h₂f:t-	*h₂f:t-	medium-repaired	
*h₂fJ8hr1o-	*h₂fJ8hr1o-	low	
*h₂fa)g-ti	*h₂fa)g-ti	medium-repaired	
*h₂fa)g-tu-	*h₂fa)g-tu-	medium-repaired	
*h₂fg-	*h₂fg-	medium-repaired	
*h₂fg-e-mo-	*h₂fg-e-mo-	medium-repaired	
*h₂fg-i-no-flcnt-	*h₂fg-i-no-flcnt-	medium-repaired	
*h₂fhr	*h₂fhr	medium-repaired	
*h₂fldʰre-h	(*h₂fldʰre-h	medium-repaired	
*h₂fli-I!-i-tahr	*h₂fli-I!-i-tahr	low	
*h₂fli-I!-iH-ko-	*h₂fli-I!-iH-ko-	low	
*h₂flk-ihr	*h₂flk-ihr	medium-repaired	
*h₂floks-mon-	*h₂floks-mon-	medium-repaired	
*h₂floks-ti-	*h₂floks-ti-	medium-repaired	
*h₂f}j-u-	*h₂f}j-u-	low	
*h₂h:P1-	*h₂h:P1-	medium-repaired	
*h₂hßlom-	*h₂hßlom-)	low-greek-or-nonlatin-surrogate	nonlatin-unresolved-other
*h₂i-	*h₂i-	medium-repaired	
*h₂i-cy-	*h₂i-cy-	medium-repaired	
*h₂i-el	*h₂i-el	medium-repaired	
*h₂i-el!~	*h₂i-el!~	low	
*h₂i-elj-s	*h₂i-elj-s	medium-repaired	
*h₂i-u	?*h₂i-u	medium-repaired	
*h₂i-u-	*h₂i-u-	medium-repaired	
*h₂i-u-h:J!l-tf-	*h₂i-u-h:J!l-tf-	low	
*h₂i-u-h:J11-on-	*h₂i-u-h:J11-on-	medium-repaired	
*h₂i-u-h₃On.’J3	*h₂i-u-h₃On.’J3	filtered-noise-fragment	
*h₂i:-mn-is	*h₂i:-mn-is	medium-repaired	
*h₂i:-n-es	*h₂i:-n-es	medium-repaired	
*h₂ievs-dʰehr	*h₂ievs-dʰehr	medium-repaired	
*h₂ij-u-	*h₂ij-u-	medium-repaired	
*h₂ij-ōl!	*h₂ij-ōl!	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂in-āl	(*h₂in-āl)	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂iu-	*h₂iu-	medium-repaired	
*h₂iu-Hen-l	*h₂iu-Hen-l	medium-repaired	
*h₂j-CIl-h:J11-6	*h₂j-CIl-h:J11-6	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*h₂j-cy-h₃On-	?*h₂j-cy-h₃On-	medium-repaired	
*h₂j-cy-isth₂0-	*h₂j-cy-isth₂0-	medium-repaired	
*h₂j-el!-	*h₂j-el!-	low	
*h₂j-ell-	*h₂j-ell-	medium-repaired	
*h₂j-ell-hA	*h₂j-ell-hA	medium-repaired	
*h₂j-ell-jos-	*h₂j-ell-jos-	medium-repaired	
*h₂j-u-h.J{J-fu~ah₂-	*h₂j-u-h.J{J-fu~ah₂-	low	
*h₂j-u-h:J11-ih₂-	?*h₂j-u-h:J11-ih₂-	medium-repaired	
*h₂j-u-h:JC1-tahr	*h₂j-u-h:JC1-tahr	low	
*h₂j-u-hjll-	*h₂j-u-hjll-	medium-repaired	
*h₂j-u-hjll-ti-	*h₂j-u-hjll-ti-	medium-repaired	
*h₂j-u-h₁lin-i	*h₂j-u-h₁lin-i	medium-repaired	
*h₂j-u-h₃!1-tf-	*h₂j-u-h₃!1-tf-	low	
*h₂j-u-h₃0n-	*h₂j-u-h₃0n-	medium-repaired	
*h₂j_cy_jCS	*h₂j_cy_jCS	low	
*h₂k-	*h₂k-	medium-repaired	
*h₂k-men	*h₂k-men	medium-repaired	
*h₂k-r6-	*h₂k-r6-)	medium-repaired	
*h₂k..	*h₂k..	medium-repaired	
*h₂kann	*h₂kann	medium-repaired	
*h₂l!Ors-{1)jo/ahZ-	*h₂l!Ors-{1)jo/ahZ-	low	
*h₂l!Os-	*h₂l!Os-	low	
*h₂l!ers-	*h₂l!ers-	low	
*h₂l!ors-8h₂-	?*h₂l!ors-8h₂-	low	
*h₂l!ors-ó-	?*h₂l!ors-ó-	low	
*h₂l!t:rs-	*h₂l!t:rs-	low	
*h₂l/S-es	*h₂l/S-es	low	
*h₂l/S-i-	*h₂l/S-i-	low	
*h₂l/S-s-Os	*h₂l/S-s-Os	low	
*h₂l/S-s-es	*h₂l/S-s-es	low	
*h₂l/crs-ah₂	?*h₂l/crs-ah₂	medium-repaired	
*h₂l/crs-tor-	*h₂l/crs-tor-	medium-repaired	
*h₂l1cr-	*h₂l1cr-	medium-repaired	
*h₂l1cr-Anm.1	*h₂l1cr-Anm.1	filtered-noise-fragment	
*h₂l1er-	*h₂l1er-	medium-repaired	
*h₂l1er-iJco/ahr	*h₂l1er-iJco/ahr	medium-repaired	
*h₂l1er-ōn-	*h₂l1er-ōn-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂l1f}	*h₂l1f}	low	
*h₂l1l1-er-ides	*h₂l1l1-er-ides	medium-repaired	
*h₂l1l1-ār-	*h₂l1l1-ār-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂l1r-mno-	*h₂l1r-mno-	medium-repaired	
*h₂l1yg-to/abz	*h₂l1yg-to/abz	medium-repaired	
*h₂l:p-	*h₂l:p-)	medium-repaired	
*h₂lJD/Jrmon-	*h₂lJD/Jrmon-	low	
*h₂lPgʰ..	*h₂lPgʰ..)	medium-repaired	
*h₂leu̯-HtX.n	*h₂leu̯-HtX.n)	low-greek-or-nonlatin-surrogate	greek-or-opaque-script-surrogate
*h₂lfj-II-i	*h₂lfj-II-i	low	
*h₂lin-er-io-	*h₂lin-er-io-	medium-repaired	
*h₂linhr	*h₂linhr	medium-repaired	
*h₂ll-h₁llS-eJ-ijo-	*h₂ll-h₁llS-eJ-ijo-	low	
*h₂ll-h₂llllS-ino-	*h₂ll-h₂llllS-ino-	low	
*h₂llDti-h	*h₂llDti-h	medium-repaired	
*h₂llJ.lS-tro-	*h₂llJ.lS-tro-	low	
*h₂llP-	*h₂llP-	medium-repaired	
*h₂llTg-	*h₂llTg-	medium-repaired	
*h₂llcr-	*h₂llcr-	medium-repaired	
*h₂llcs-	*h₂llcs-	medium-repaired	
*h₂ller-	*h₂ller-	medium-repaired	
*h₂llg-jolabz-	*h₂llg-jolabz-	medium-repaired	
*h₂llk-m6n-rp	*h₂llk-m6n-rp	medium-repaired	
*h₂llllS-o-	*h₂llllS-o-	low	
*h₂lllok-o-	*h₂lllok-o-	medium-repaired	
*h₂llōs-n(i)jo-	?*h₂llōs-n(i)jo-	medium-repaired-greek-nonlatin-pass7	latin-script-macron-surrogate
*h₂l}H-to-	*h₂l}H-to-	low	
*h₂l}cks-	*h₂l}cks-	low	
