category	form	line	pdf_page	source_page	context
reconstructed_star	*-yo-	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
slash_phonemic	/o- > *-a-e/	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
slash_phonemic	/o- > *-ā-e/	3376	pdf-188	172	3pl. coisatens ‘they administered, cūrāvērunt’). But the loss of intervocalic *y and the subsequent contraction of vowels (*-a-ye/o- > *-a-e/o- > *-ā-), or deletion of a short vowel after a long vowel (*-ā-ye/o- > *-ā-e/o- > *-ā-), made the original verb-forming suffix *-ye- ∼*-yo- unrecoverable by 
reconstructed_star	*plɛ	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/-ɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/kʰar-ɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/pʰan-ɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/mig-ɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/hrag-ɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/-tʰɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/ager-tʰɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/klin-tʰɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/do-tʰɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/pelas-tʰɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/meikʰ-tʰɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/-tʰ-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/plɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/plɛ:tʰ-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/plɛ:stʰɛ:-/	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	χαρη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	φανη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	μιγη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	ῥαγη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	θη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	γερθη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	κλινθη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	δοθη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	πελασθη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	μειχθη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	πλη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	πληθ	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
greek	πλησθη	3378	pdf-188	172	As might be expected, ambiguity can also lead to shifts in the boundaries of phonological pieces; the Ancient Greek verb system offers a simple example. There was a class of perfective (“aorist”) stems formed with a suffix /-ɛ:-/ -η-, still largely intransitive in the Homeric poems, which acquired p
slash_phonemic	/     i-na       ga-u-ƕa-sēƕ-i-0/	3408	pdf-189	173	(8)       frah-0/     i-na       ga-u-ƕa-sēƕ-i-0/
bracket_phonetic	[ADV & ADV]	3419	pdf-190	174	b. chiaramente ‘clearly’ chiarissimamente ‘as clearly as possible’ That is the position one would expect the adverbial suffix to occupy if it had originally been a separate word. Finally, and most strikingly, in some Romance languages the conjoined syntagm [ADV & ADV] is realized as [ADJ(fem) & ADJ(
bracket_phonetic	[ADJ(fem) & ADJ(fem)-SUFFIX]	3419	pdf-190	174	b. chiaramente ‘clearly’ chiarissimamente ‘as clearly as possible’ That is the position one would expect the adverbial suffix to occupy if it had originally been a separate word. Finally, and most strikingly, in some Romance languages the conjoined syntagm [ADV & ADV] is realized as [ADJ(fem) & ADJ(
bracket_phonetic	[[[√MAN]	3434	pdf-192	176	[[[√MAN] +pl] +gen]
reconstructed_star	*Figure	3436	pdf-192	176	**Figure 8.3 Morphological structure of menness in the dialect of the Orrmulum**
bracket_phonetic	[the quene his modr]	3440	pdf-192	176	the old masc. and neut. gen. sg. ending now occurred only on nouns, typically at the right edge of the DP, and was now an “agglutinative” marker added at the end of a sequence of markers, it should have been reinterpretable as a clitic by native learners. Whether that had already happened in Orrm’s 
bracket_phonetic	[“a leven”]	3446	pdf-193	177	Also, gentilmen children buþ y-tauʒt for to speke Freynsch fram tyme þat a buþ y-rokked in here cradel and conneþ speke and playe wiþ a child hys brouch;... Literally: ‘Also, well-born children are taught to speak French from the time that they are rocked in their cradle and can talk and play with a
bracket_phonetic	[Ann Taylor, p.c.]	3446	pdf-193	177	Also, gentilmen children buþ y-tauʒt for to speke Freynsch fram tyme þat a buþ y-rokked in here cradel and conneþ speke and playe wiþ a child hys brouch;... Literally: ‘Also, well-born children are taught to speak French from the time that they are rocked in their cradle and can talk and play with a
