section,subsection,group,entry,page_refs,notes,raw_entry,source_line_start,source_line_end
I. Protoforms,A. Proto-Indo-European,,*dʰoHnáh₂-,59; 63 (parad.),"59, 63 (parad.)","*dʰoHnáh₂- 59, 63 (parad.)",183,183
I. Protoforms,A. Proto-Indo-European,,[*dʰragʰe/o-],212,212,[*dʰragʰe/o-] 212,184,184
I. Protoforms,A. Proto-Indo-European,,"*dʰregʰ-, *dʰrógʰos, *dʰrogʰós",74,74,"*dʰregʰ-, *dʰrógʰos, *dʰrogʰós 74",185,185
I. Protoforms,A. Proto-Indo-European,,"[*dʰrewgʰ-, *dʰrowgʰos]",135,135,"[*dʰrewgʰ-, *dʰrowgʰos] 135",186,186
I. Protoforms,A. Proto-Indo-European,,*/dʰugʰ2tér-/,17; 58; 16; 121; 163,"17, 58; *dʰugʰ2tḗr 16, 121, 163; */dʰugʰ2tr-́/, *dʰugtr-́ 17, 58, 163","*/dʰugʰ2tér-/ 17, 58; *dʰugʰ2tḗr 16, 121, 163; */dʰugʰ2tr-́/, *dʰugtr-́ 17, 58, 163",187,188
I. Protoforms,A. Proto-Indo-European,,"*dʰuh₂-, *dʰuh₂mós",74,74,"*dʰuh₂-, *dʰuh₂mós 74",189,189
I. Protoforms,A. Proto-Indo-European,,*dʰwór- ~ *dʰur-,121; 222,"121, 222","*dʰwór- ~ *dʰur- 121, 222",190,190
I. Protoforms,A. Proto-Indo-European,,*-dʰyo-,42,42,*-dʰyo- 42,191,191
I. Protoforms,A. Proto-Indo-European,,*dʰyoh₃gʷ-,10,10,*dʰyoh₃gʷ- 10,192,192
I. Protoforms,A. Proto-Indo-European,,*é-,30,30,*é- 30,193,193
I. Protoforms,A. Proto-Indo-European,,*-e (3sg.),41; 141,"41, 141","*-e (3sg.) 41, 141",194,194
I. Protoforms,A. Proto-Indo-European,,**-e (thematic loc. sg.),51-2; 55,"51-2, 55","**-e (thematic loc. sg.) 51-2, 55",195,195
I. Protoforms,A. Proto-Indo-European,,*-e (thematic voc. sg.),51; 55; 141,"51, 55, 141","*-e (thematic voc. sg.) 51, 55, 141",197,197
I. Protoforms,A. Proto-Indo-European,,*-é (2pl.),41,41,*-é (2pl.) 41,198,198
I. Protoforms,A. Proto-Indo-European,,*-e- ~ *-o-,14-15; 30; 36; 51; 262,"14-15, 30, 36, 51, 262","*-e- ~ *-o- 14-15, 30, 36, 51, 262",199,199
I. Protoforms,A. Proto-Indo-European,,[*-ead] (thematic ablative),52; 55; 92; 168; 225,"52, 55, 92, 168, 225","[*-ead] (thematic ablative) 52, 55, 92, 168, 225",200,201
I. Protoforms,A. Proto-Indo-European,,*éǵʰ₂,70; 119; 149; 163,"70, 119, 149, 163","*éǵʰ₂ 70, 119, 149, 163",202,202
I. Protoforms,A. Proto-Indo-European,,*-éh₁- (stative),31; 34; 157; 203,"31, 34, 157, 203; [*-h₁tó- > *-ətó-] 157, 203; [*-əyé- ~ *-əyó-] 157, 203","*-éh₁- (stative) 31, 34, 157, 203; [*-h₁tó- > *-ətó-] 157, 203; [*-əyé- ~ *-əyó-] 157, 203",203,205
I. Protoforms,A. Proto-Indo-European,,*-éh₁ ~ *-h₁ (inst. sg.),50; 54,"50, 54","*-éh₁ ~ *-h₁ (inst. sg.) 50, 54",206,206
I. Protoforms,A. Proto-Indo-European,,*éḱwos,59; 110; 116,"59, 110, 116","*éḱwos 59, 110, 116",207,207
I. Protoforms,A. Proto-Indo-European,,*-el- (dimin.),149,149,*-el- (dimin.) 149,208,208
I. Protoforms,A. Proto-Indo-European,,*emnós (*epnós ?),138 fn. 21,138 fn. 21,*emnós (*epnós ?) 138 fn. 21,209,209
I. Protoforms,A. Proto-Indo-European,,*en,89; 173,"89, 173","*en 89, 173",210,210
I. Protoforms,A. Proto-Indo-European,,*/-en-/,76,76,*/-en-/ 76,211,211
I. Protoforms,A. Proto-Indo-European,,*-én (n-stem loc. sg.),221; 39; 203,"221 *-ént (*-énd) ~ *-nt (*-nd), *-énti ~ *-nti, *-éntu ~ *-ntu (3pl.) 39; *-énti 203","*-én (n-stem loc. sg.) 221 *-ént (*-énd) ~ *-nt (*-nd), *-énti ~ *-nti, *-éntu ~ *-ntu (3pl.) 39; *-énti 203",212,214
I. Protoforms,A. Proto-Indo-European,,"*énteros, *éntm̥os",76,76,"*énteros, *éntm̥os 76",215,215
I. Protoforms,A. Proto-Indo-European,,*éperos,76,76,*éperos 76,216,216
I. Protoforms,A. Proto-Indo-European,,*-ero-,76,76,*-ero- 76,217,217
I. Protoforms,A. Proto-Indo-European,,*-es (nom.-voc. pl.),29; 50; 54; 149,"29, 50, 54, 149","*-es (nom.-voc. pl.) 29, 50, 54, 149",218,218
I. Protoforms,A. Proto-Indo-European,,*-és ~ *-os ~ *-s (gen. sg.),29; 50; 54; 149; 226; 311,"29, 50, 54, 149, 226, 311","*-és ~ *-os ~ *-s (gen. sg.) 29, 50, 54, 149, 226, 311",219,220
I. Protoforms,A. Proto-Indo-European,,*ésh₂r̥,328,328,*ésh₂r̥ 328,221,221
I. Protoforms,A. Proto-Indo-European,,*-esi (thematic 2sg.),148; 292 fn. 18,"148, 292 fn. 18","*-esi (thematic 2sg.) 148, 292 fn. 18",222,222
I. Protoforms,A. Proto-Indo-European,,*-étah₂,75; 149,"75, 149","*-étah₂ 75, 149",223,223
I. Protoforms,A. Proto-Indo-European,,*-eti (thematic 3sg.),148,148,*-eti (thematic 3sg.) 148,224,224
I. Protoforms,A. Proto-Indo-European,,*éti,126,126,*éti 126,225,225
I. Protoforms,A. Proto-Indo-European,,*-éy (dat. sg.),50; 54; 225,"50, 54, 225","*-éy (dat. sg.) 50, 54, 225",226,226
I. Protoforms,A. Proto-Indo-European,,*-ey (thematic loc. sg.),51-2; 55; 225,"51-2, 55, 225","*-ey (thematic loc. sg.) 51-2, 55, 225",227,227
I. Protoforms,A. Proto-Indo-European,,with fn.,49,49,with fn. 49,228,228
I. Protoforms,A. Proto-Indo-European,,*-éye- ~ *-éyo-,34; 190; 201; 246,"34, 190, 201, 246","*-éye- ~ *-éyo- 34, 190, 201, 246",229,229
I. Protoforms,A. Proto-Indo-European,,**-éyi > *-ēy,51,51,**-éyi > *-ēy 51,230,230
I. Protoforms,A. Proto-Indo-European,,*-eyno-,326,326,*-eyno- 326,231,231
I. Protoforms,A. Proto-Indo-European,,*-ē- ~ *-ō-,36; 16,36 *ḗh₂gʷʰ -ti 16,*-ē- ~ *-ō- 36 *ḗh₂gʷʰ -ti 16,232,234
I. Protoforms,A. Proto-Indo-European,,*-ḗr ~ *-r̥s,41; 217,"41, 217","*-ḗr ~ *-r̥s 41, 217",235,235
I. Protoforms,A. Proto-Indo-European,,*-ge,236,236,*-ge 236,236,236
I. Protoforms,A. Proto-Indo-European,,*glewbʰ-,119; 134,"119, 134","*glewbʰ- 119, 134",237,237
I. Protoforms,A. Proto-Indo-European,,[*gnét- ~ *gn̥t-́],109,109,[*gnét- ~ *gn̥t-́] 109,238,238
I. Protoforms,A. Proto-Indo-European,,*gol-,109; 119; 212,"109, 119, 212","*gol- 109, 119, 212",239,239
I. Protoforms,A. Proto-Indo-European,,*gyewH-,99; 109; 268,"99, 109, 268","*gyewH- 99, 109, 268",240,240
I. Protoforms,A. Proto-Indo-European,,[*gʰayd-],121; 222,"121, 222","[*gʰayd-] 121, 222",241,241
I. Protoforms,A. Proto-Indo-European,,*gʰebʰal-,13; 121,"13, 121","*gʰebʰal- 13, 121",242,242
I. Protoforms,A. Proto-Indo-European,,[*gʰegʰóbʰ- ~ *gʰegʰbʰ-́],210,210,[*gʰegʰóbʰ- ~ *gʰegʰbʰ-́] 210,243,243
I. Protoforms,A. Proto-Indo-European,,[*gʰeldʰ-],109,109,[*gʰeldʰ-] 109,244,244
I. Protoforms,A. Proto-Indo-European,,[*gʰórdʰos],109,109,[*gʰórdʰos] 109,245,245
I. Protoforms,A. Proto-Indo-European,,*gʰóstis,117; 171; 156,"117, 171; *gʰósteyes 156","*gʰóstis 117, 171; *gʰósteyes 156",246,246
I. Protoforms,A. Proto-Indo-European,,[*gʰreyb-],109; 118,"109, 118","[*gʰreyb-] 109, 118",247,247
I. Protoforms,A. Proto-Indo-European,,*gʷem-,48 (parad.); 112; 186; 35; 37; 181; 42; 15; 27; 119; 58; 74; 100,"48 (parad.), 112, 186; *gʷém- ~ *gʷm-́ (root-aorist) 35, 37, 181; *gʷegʷóme 42, 181; *gʷémd 15, 27, 42; *gʷéme/o- 37, 186; *gʷémeti 15, 119; *gʷémonti, *gʷménd, *gʷm̥sḱḗti, *gʷm̥sḱónti, *gʷm̥sḱṓnti 15; *gʷm̥sḱéti 15, 27, 42, 181, 186; *gʷm̥yéh₁- ~ *gʷmih₁-́ 37; *gʷémtis ~ *gʷm̥téy- 58, 74, 100; [*gʷḿ̥ti-] 100","*gʷem- 48 (parad.), 112, 186; *gʷém- ~ *gʷm-́ (root-aorist) 35, 37, 181; *gʷegʷóme 42, 181; *gʷémd 15, 27, 42; *gʷéme/o- 37, 186; *gʷémeti 15, 119; *gʷémonti, *gʷménd, *gʷm̥sḱḗti, *gʷm̥sḱónti, *gʷm̥sḱṓnti 15; *gʷm̥sḱéti 15, 27, 42, 181, 186; *gʷm̥yéh₁- ~ *gʷmih₁-́ 37; *gʷémtis ~ *gʷm̥téy- 58, 74, 100; [*gʷḿ̥ti-] 100",248,257
I. Protoforms,A. Proto-Indo-European,,*gʷm̥tós,186,186,*gʷm̥tós 186,258,258
I. Protoforms,A. Proto-Indo-European,,*gʷénh₂- ~ *gʷnáh₂-,58; 61-2 (parad.); 90; 119,"58, 61-2 (parad.); *gʷḗn 90, 119","*gʷénh₂- ~ *gʷnáh₂- 58, 61-2 (parad.); *gʷḗn 90, 119",259,260
I. Protoforms,A. Proto-Indo-European,,*gʷétstis,106,106,*gʷétstis 106,261,261
I. Protoforms,A. Proto-Indo-European,,*gʷʰ2bʰié/ó-,276,276,*gʷʰ2bʰié/ó- 276,262,262
I. Protoforms,A. Proto-Indo-European,,*gʷih₃wós,76; 86; 111; 120,"76, 86, 111, 120","*gʷih₃wós 76, 86, 111, 120",263,263
I. Protoforms,A. Proto-Indo-European,,*gʷíh₃weti,28,28,*gʷíh₃weti 28,264,264
I. Protoforms,A. Proto-Indo-European,,*gʷṓws (partial parad.),223,223,*gʷṓws (partial parad.) 223,265,265
I. Protoforms,A. Proto-Indo-European,,*gʷráh₂us ~ *gʷr̥h₂áw-,75; 96; 112; 119; 120; 197 (partial parad.),"75, 96, 112, 119; [*gʷr̥h₂ús] 96, 112, 120; *gʷr̥h₂áwih₂ 197 (partial parad.)","*gʷráh₂us ~ *gʷr̥h₂áw- 75, 96, 112, 119; [*gʷr̥h₂ús] 96, 112, 120; *gʷr̥h₂áwih₂ 197 (partial parad.)",266,268
I. Protoforms,A. Proto-Indo-European,,*gʷʰédʰye/o-,34; 128; 143; 152; 155; 210,"34; *gʷʰédʰyeti 128, 143, 152, 155; *gʷʰédʰyonti 143, 152, 155; [*gʷʰegʷʰ ódh- ~ *gʷʰegʷʰ dh-́] 210","*gʷʰédʰye/o- 34; *gʷʰédʰyeti 128, 143, 152, 155; *gʷʰédʰyonti 143, 152, 155; [*gʷʰegʷʰ ódh- ~ *gʷʰegʷʰ dh-́] 210",269,273
I. Protoforms,A. Proto-Indo-European,,*gʷʰedʰnós,211,211,*gʷʰedʰnós 211,274,274
I. Protoforms,A. Proto-Indo-European,,*gʷʰen- ~ *gʷʰon-,128; 112,"128 *gʷʰénti- ~ *gʷʰn̥tí-, [*gʷʰń̥tis] 112","*gʷʰen- ~ *gʷʰon- 128 *gʷʰénti- ~ *gʷʰn̥tí-, [*gʷʰń̥tis] 112",275,277
I. Protoforms,A. Proto-Indo-European,,*gʷʰreh₁-,128,128,*gʷʰreh₁- 128,278,278
I. Protoforms,A. Proto-Indo-European,,*ǵenh₁-,74 (2x); 42,"74 (2x); *ǵeǵónh₁e, *ǵn̥h₁tó, *ǵn̥h₁yétor 42","*ǵenh₁- 74 (2x); *ǵeǵónh₁e, *ǵn̥h₁tó, *ǵn̥h₁yétor 42",279,280
I. Protoforms,A. Proto-Indo-European,,*ǵénh₁os ~ *ǵénh₁es-,57; 74,"57, 74","*ǵénh₁os ~ *ǵénh₁es- 57, 74",281,281
I. Protoforms,A. Proto-Indo-European,,*ǵénh₁tōr,75,75,*ǵénh₁tōr 75,282,282
I. Protoforms,A. Proto-Indo-European,,*ǵn̥h₁tós,101; 119,"101, 119","*ǵn̥h₁tós 101, 119",283,283
I. Protoforms,A. Proto-Indo-European,,"*ǵónh₁os, *ǵonh₁áh₂, *-ǵonh₁ós",74,74,"*ǵónh₁os, *ǵonh₁áh₂, *-ǵonh₁ós 74",284,284
I. Protoforms,A. Proto-Indo-European,,*ǵews-,109; 209; 181,109; [*ǵeǵóws- ~ *ǵeǵus-́] 209; [*ǵeǵówse] 181,*ǵews- 109; [*ǵeǵóws- ~ *ǵeǵus-́] 209; [*ǵeǵówse] 181,285,286
I. Protoforms,A. Proto-Indo-European,,*ǵéwstu- ~ *ǵustéw-,58; 60-1 (parad.); 197 (partial parad.),"58, 60-1 (parad.), 197 (partial parad.)","*ǵéwstu- ~ *ǵustéw- 58, 60-1 (parad.), 197 (partial parad.)",287,288
I. Protoforms,A. Proto-Indo-European,,*ǵḗnu-s ~ *ǵénw-,164; 174,"164, 174","*ǵḗnu-s ~ *ǵénw- 164, 174",289,289
I. Protoforms,A. Proto-Indo-European,,*ǵnoh₃-,43; 178; 31; 42; 28,"43, 178; *ǵnóh₃- ~ *ǵn̥h₃-́ (aor.) 43; *ǵnēh₃s- 31, 43; *ǵn̥h₃sḱé/ ó- 42; *ǵn̥h₃sḱéti 28; *ǵn̥nóh₃- ~ *ǵn̥nh₃-́ 43; *ǵn̥nóh₃ti 178","*ǵnoh₃- 43, 178; *ǵnóh₃- ~ *ǵn̥h₃-́ (aor.) 43; *ǵnēh₃s- 31, 43; *ǵn̥h₃sḱé/ ó- 42; *ǵn̥h₃sḱéti 28; *ǵn̥nóh₃- ~ *ǵn̥nh₃-́ 43; *ǵn̥nóh₃ti 178",290,293
I. Protoforms,A. Proto-Indo-European,,*ǵómbʰos,108; 119; 171,"108, 119, 171","*ǵómbʰos 108, 119, 171",294,294
I. Protoforms,A. Proto-Indo-European,,*ǵónu ~ *ǵnéw-,58; 109; 119,"58, 109, 119","*ǵónu ~ *ǵnéw- 58, 109, 119",295,295
I. Protoforms,A. Proto-Indo-European,,*ǵr̥h₂nóm,101; 119,"101, 119","*ǵr̥h₂nóm 101, 119",296,296
I. Protoforms,A. Proto-Indo-European,,*ǵʰáns,13; 121; 170; 222,"13, 121, 170, 222","*ǵʰáns 13, 121, 170, 222",297,297
I. Protoforms,A. Proto-Indo-European,,*ǵʰélwos,109; 121,"109, 121","*ǵʰélwos 109, 121",298,298
I. Protoforms,A. Proto-Indo-European,,[*ǵʰéslo-],231; 110,"231 *ǵʰm-, see *dʰ(e)ǵʰem- [*ǵʰolgʰo-] 110","[*ǵʰéslo-] 231 *ǵʰm-, see *dʰ(e)ǵʰem- [*ǵʰolgʰo-] 110",299,301
I. Protoforms,A. Proto-Indo-European,,[*ǵʰorHnáh₂],109,109,[*ǵʰorHnáh₂] 109,302,302
I. Protoforms,A. Proto-Indo-European,,*ǵʰreh₁d-,109,109,*ǵʰreh₁d- 109,303,303
I. Protoforms,A. Proto-Indo-European,,*ǵʰwḗr- ~ *ǵʰwér-,128,128,*ǵʰwḗr- ~ *ǵʰwér- 128,304,304
I. Protoforms,A. Proto-Indo-European,,*/-Hen-/,76,76,*/-Hen-/ 76,306,306
I. Protoforms,A. Proto-Indo-European,,"*Heys-, *Hisḱé/ó-",186,186,"*Heys-, *Hisḱé/ó- 186",307,307
I. Protoforms,A. Proto-Indo-European,,"*(H)o-, *(H)u-",67,67,"*(H)o-, *(H)u- 67",308,308
I. Protoforms,A. Proto-Indo-European,,"*Hreh₁d-, [*reróh₁d- ~ *rerh₁d-́]",215,215,"*Hreh₁d-, [*reróh₁d- ~ *rerh₁d-́] 215",309,309
I. Protoforms,A. Proto-Indo-European,,"*HréwdH- ~ *HrudH-, [*rewde/o-]",199,199,"*HréwdH- ~ *HrudH-, [*rewde/o-] 199",310,310
I. Protoforms,A. Proto-Indo-European,,"*Hréwpe/o-, *Hrunépti",186,186,"*Hréwpe/o-, *Hrunépti 186",311,311
I. Protoforms,A. Proto-Indo-European,,*Hyaǵ-,12; 97; 147,"12, 97, 147","*Hyaǵ- 12, 97, 147",312,312
I. Protoforms,A. Proto-Indo-European,,*Hyaǵnós,18,18,*Hyaǵnós 18,313,313
I. Protoforms,A. Proto-Indo-European,,*Hyḗkʷr̥ ~ *Hyékʷn-,15; 57,"15, 57","*Hyḗkʷr̥ ~ *Hyékʷn- 15, 57",314,314
I. Protoforms,A. Proto-Indo-European,,*Hyós,69; 154,69; *Hyo- 154,*Hyós 69; *Hyo- 154,315,315
I. Protoforms,A. Proto-Indo-European,,*h₁dónt- ~ *h₁dn̥t-́,62 (parad.); 88; 118; 222,"62 (parad.) 88, 118, 222","*h₁dónt- ~ *h₁dn̥t-́ 62 (parad.) 88, 118, 222",316,316
I. Protoforms,A. Proto-Indo-European,,*-h₁e,50; 54,"50, 54","*-h₁e 50, 54",317,317
I. Protoforms,A. Proto-Indo-European,,*h₁eh₁óre (*h₁óre?),178,178,*h₁eh₁óre (*h₁óre?) 178,318,318
I. Protoforms,A. Proto-Indo-European,,*h₁és- ~ *h₁s-́,20; 33; 37; 44 (parad.); 220; 166; 28; 42; 89; 117; 206; 173; 64-5 (parad.),"20, 33, 37, 44 (parad.); *h₁és- e/o- 37; *h₁ési 20; *h₁esi 220; *h₁esmi 166, 220; *h₁ésti 28, 42; *h₁esti 89, 117, 220; *h₁senti 166, 220; *h₁séntu (*-ow?) 206; *h₁siéh₁- ~ *h₁sih₁- 37, 220; *h₁siéh₁m 173; *h₁sónts 64-5 (parad.)","*h₁és- ~ *h₁s-́ 20, 33, 37, 44 (parad.); *h₁és- e/o- 37; *h₁ési 20; *h₁esi 220; *h₁esmi 166, 220; *h₁ésti 28, 42; *h₁esti 89, 117, 220; *h₁senti 166, 220; *h₁séntu (*-ow?) 206; *h₁siéh₁- ~ *h₁sih₁- 37, 220; *h₁siéh₁m 173; *h₁sónts 64-5 (parad.)",319,325
I. Protoforms,A. Proto-Indo-European,,*h₁ey-,186; 219,"186, 219; *h₁itós 186","*h₁ey- 186, 219; *h₁itós 186",326,326
I. Protoforms,A. Proto-Indo-European,,*h₁ḗd- ~ *h₁éd-,33; 37; 89; 119; 199; 15; 210; 181,"33, 37, 89, 119, 199; *h₁éde/ o-, *h₁édih₁- 37; *h₁édn̥ti, *h₁ḗdsti 15; [*h₁eh₁ód- ~ *h₁eh₁d-́] 210; [*h₁eh₁óde, *h₁eh₁dḗr] 181; [*ed-e/o-] 199","*h₁ḗd- ~ *h₁éd- 33, 37, 89, 119, 199; *h₁éde/ o-, *h₁édih₁- 37; *h₁édn̥ti, *h₁ḗdsti 15; [*h₁eh₁ód- ~ *h₁eh₁d-́] 210; [*h₁eh₁óde, *h₁eh₁dḗr] 181; [*ed-e/o-] 199",327,331
I. Protoforms,A. Proto-Indo-European,,[*(h₁)ēdstos],106; 20; 134; 174; 88; 100; 111-12,"106 *h₁lengʷʰ - 20, 134, 174; *h₁léngʰus, [*h₁ln̥gʰús] 20; *h₁léngʷʰ istos 134, 174; *h₁ln̥gʷʰ rós 20, 88, 100, 111-12, 134, 174","[*(h₁)ēdstos] 106 *h₁lengʷʰ - 20, 134, 174; *h₁léngʰus, [*h₁ln̥gʰús] 20; *h₁léngʷʰ istos 134, 174; *h₁ln̥gʷʰ rós 20, 88, 100, 111-12, 134, 174",332,339
I. Protoforms,A. Proto-Indo-European,,"*h₁léwdʰero-, *h₁lewdʰeroyé/ó-",34,34,"*h₁léwdʰero-, *h₁lewdʰeroyé/ó- 34",340,340
I. Protoforms,A. Proto-Indo-European,,*h₁ludʰé/ó-,35; 42,35; *h₁ludʰéd 42,*h₁ludʰé/ó- 35; *h₁ludʰéd 42,341,341
I. Protoforms,A. Proto-Indo-European,,*(h₁)néwn̥,68; 105; 162; 229,"68, 105, 162, 229","*(h₁)néwn̥ 68, 105, 162, 229",342,342
I. Protoforms,A. Proto-Indo-European,,*h₁nḗh₃mn̥,11; 56; 15; 57; 60 (parad.); 94; 189; 60,"11, 56; *h₁nḗh₃mn̥ ~ *h₁nóh₃mn- 15, 57, 60 (parad.) 94, 189; *h₁nóh₃mō 56, 60","*h₁nḗh₃mn̥ 11, 56; *h₁nḗh₃mn̥ ~ *h₁nóh₃mn- 15, 57, 60 (parad.) 94, 189; *h₁nóh₃mō 56, 60",343,345
I. Protoforms,A. Proto-Indo-European,,(parad.),88; 94; 172; 189,"88, 94, 172, 189","(parad.) 88, 94, 172, 189",346,346
I. Protoforms,A. Proto-Indo-European,,*h₁n̥h₃mn̥yéti,189,189,*h₁n̥h₃mn̥yéti 189,347,347
I. Protoforms,A. Proto-Indo-European,,*h₁óh₃s,11; 89,"11, 89","*h₁óh₃s 11, 89",348,348
I. Protoforms,A. Proto-Indo-European,,*h₁régʷos ~ *h₁régʷes -,34; 111; 120; 124; 190,"34, 111, 120, 124, 190","*h₁régʷos ~ *h₁régʷes - 34, 111, 120, 124, 190",349,350
I. Protoforms,A. Proto-Indo-European,,*h₁regʷesyé/ó-,34; 190,34; *h₁regʷesyéti 190,*h₁regʷesyé/ó- 34; *h₁regʷesyéti 190,351,351
I. Protoforms,A. Proto-Indo-European,,*h₁reh₁-,11,11,*h₁reh₁- 11,352,352
I. Protoforms,A. Proto-Indo-European,,*h₁rémos,311,311,*h₁rémos 311,353,353
I. Protoforms,A. Proto-Indo-European,,*h₁rewdʰ-,34,34,*h₁rewdʰ- 34,354,354
I. Protoforms,A. Proto-Indo-European,,*h₁rudʰéh₁-,34; 37; 157; 289,"34, 37, 157, 289; *h₁rudʰéh₁e/o-, *h₁rudʰéh₁ih₁- 37","*h₁rudʰéh₁- 34, 37, 157, 289; *h₁rudʰéh₁e/o-, *h₁rudʰéh₁ih₁- 37",355,356
I. Protoforms,A. Proto-Indo-European,,*h₁rudʰrós,75,75,*h₁rudʰrós 75,357,357
I. Protoforms,A. Proto-Indo-European,,[*h₁rudʰsmen-],166,166,[*h₁rudʰsmen-] 166,358,358
I. Protoforms,A. Proto-Indo-European,,*-(h₁)se- ~ *-(h₁)so-,34,34,*-(h₁)se- ~ *-(h₁)so- 34,359,359
I. Protoforms,A. Proto-Indo-European,,*h₁su-,72,72,*h₁su- 72,360,360
I. Protoforms,A. Proto-Indo-European,,*h₁suHiǵnós,97; 137; 147,"97, 137, 147","*h₁suHiǵnós 97, 137, 147",361,361
I. Protoforms,A. Proto-Indo-European,,*h₁wérus ~ *h₁uréw-,77,77; *h₁wéryos- ~ *h₁uris-́ 77,*h₁wérus ~ *h₁uréw- 77; *h₁wéryos- ~ *h₁uris-́ 77,362,363
I. Protoforms,A. Proto-Indo-European,,*h₁widʰéwh₂- ~ *h₁widʰwáh₂-,58; 61-2,"58, 61-2","*h₁widʰéwh₂- ~ *h₁widʰwáh₂- 58, 61-2",364,364
I. Protoforms,A. Proto-Indo-European,,(parad.),121; 302,"121, 302","(parad.) 121, 302",365,365
I. Protoforms,A. Proto-Indo-European,,*h₁yeh₁-,11,11,*h₁yeh₁- 11,366,366
I. Protoforms,A. Proto-Indo-European,,*-h₂ (collective),26; 56; 73; 77,"26, 56, 73, 77","*-h₂ (collective) 26, 56, 73, 77",367,367
I. Protoforms,A. Proto-Indo-European,,*-h₂- (factitive),34,34,*-h₂- (factitive) 34,368,368
I. Protoforms,A. Proto-Indo-European,,*-h₂- (fem.),63; 77,"63, 77","*-h₂- (fem.) 63, 77",369,369
I. Protoforms,A. Proto-Indo-European,,[*-h₂] (neut. nom.-acc. pl.),54; 56,"54, 56","[*-h₂] (neut. nom.-acc. pl.) 54, 56",370,370
I. Protoforms,A. Proto-Indo-European,,*-h₂ (1sg.),32; 41; 141; 39,"32; *-h₂a 32, 41, 141; *-h₂á, *-h₂ár 39","*-h₂ (1sg.) 32; *-h₂a 32, 41, 141; *-h₂á, *-h₂ár 39",371,372
I. Protoforms,A. Proto-Indo-European,,*h₂ábʰon-,9 fn. 5,9 fn. 5,*h₂ábʰon- 9 fn. 5,373,373
I. Protoforms,A. Proto-Indo-European,,*h₂ágʰos ~ *h₂ágʰes-,110; 149,"110, 149","*h₂ágʰos ~ *h₂ágʰes- 110, 149",374,374
I. Protoforms,A. Proto-Indo-European,,*h₂áǵe/o-,212; 28; 42; 89; 119; 16; 213,"212; *h₂áǵeti 28, 42, 89, 119; */ h₂éǵeti/ 16; [*h₂ah₂óǵ- ~ *h₂ah₂ǵ-́] 213","*h₂áǵe/o- 212; *h₂áǵeti 28, 42, 89, 119; */ h₂éǵeti/ 16; [*h₂ah₂óǵ- ~ *h₂ah₂ǵ-́] 213",375,376
I. Protoforms,A. Proto-Indo-European,,*h₂áǵros,62-3 (parad.); 76; 119; 170,"62-3 (parad.) 76, 119, 170","*h₂áǵros 62-3 (parad.) 76, 119, 170",377,377
I. Protoforms,A. Proto-Indo-European,,*h₂áǵrios,76,76,*h₂áǵrios 76,378,378
I. Protoforms,A. Proto-Indo-European,,*h₂óǵmos,16,16,*h₂óǵmos 16,379,379
I. Protoforms,A. Proto-Indo-European,,*h₂ah₂ógʰe,178,178,*h₂ah₂ógʰe 178,380,380
I. Protoforms,A. Proto-Indo-European,,*h₂ah₂óyḱe ~ *h₂ah₂iḱ-,178,178,*h₂ah₂óyḱe ~ *h₂ah₂iḱ- 178,381,381
I. Protoforms,A. Proto-Indo-European,,*h₂aḱ-,108 fn. 11; 189,"108 fn. 11, 189","*h₂aḱ- 108 fn. 11, 189",382,382
I. Protoforms,A. Proto-Indo-European,,*h₂aḱs- ‘axle’,134 fn. 20,134 fn. 20,*h₂aḱs- ‘axle’ 134 fn. 20,383,383
I. Protoforms,A. Proto-Indo-European,,*h₂ále/o-,212; 213,212; [*h₂ah₂ól- ~ *h₂ah₂l-́] 213,*h₂ále/o- 212; [*h₂ah₂ól- ~ *h₂ah₂l-́] 213,384,384
I. Protoforms,A. Proto-Indo-European,,*h₂ánǵʰus,110-11; 111,110-11; *h₂n̥ǵʰéwih₂ 111,*h₂ánǵʰus 110-11; *h₂n̥ǵʰéwih₂ 111,385,385
I. Protoforms,A. Proto-Indo-European,,*h₂anh₁-,11; 212; 213,"11, 212; [*h₂ah₂ónh₁- ~ *h₂ah₂n̥h₁-́] 213","*h₂anh₁- 11, 212; [*h₂ah₂ónh₁- ~ *h₂ah₂n̥h₁-́] 213",386,387
I. Protoforms,A. Proto-Indo-European,,*h₂ánh₂ts,11; 98; 123; 223,"11, 98, 123, 223","*h₂ánh₂ts 11, 98, 123, 223",388,388
I. Protoforms,A. Proto-Indo-European,,"*h₂ánkō ~ *h₂n̥kn-́, [*h₂ankṓ]",123,123,"*h₂ánkō ~ *h₂n̥kn-́, [*h₂ankṓ] 123",389,389
I. Protoforms,A. Proto-Indo-European,,"*h₂ánkulah₂, *h₂ankulós",124,124,"*h₂ánkulah₂, *h₂ankulós 124",390,390
I. Protoforms,A. Proto-Indo-European,,[*h₂ankt-],117,117,[*h₂ankt-] 117,391,391
I. Protoforms,A. Proto-Indo-European,,*h₂ant-,67; 116 fn. 13; 89; 144,"67, 116 fn. 13; *h₂ánti, *h₂antí 89, 144","*h₂ant- 67, 116 fn. 13; *h₂ánti, *h₂antí 89, 144",392,392
I. Protoforms,A. Proto-Indo-European,,[*h₂antíos],144; 157,"144, 157","[*h₂antíos] 144, 157",393,393
