entry_id	pdf_page_start	entry_heading	field	flags	sample
849	348	tens, -endis	pie	contains-greek	*dk(o)n-i-d- 'nit'. *knid-; OE hnitu [f.], OHG (h)niz 'nit' < *knid-. The IE cognates differ in anlaut to such an extent that the reconstruction of one PIE preform is very difficult. Gr. and Alb. reflect *konid-, while Gm., Slavic, and, with some special pleading, also Armenian, reflect *knid~. These two forms obviously seem related. In Baltic, we find a second nasal after */, and (probably) dissi
849	348	tens, -endis	ie_cognates	contains-greek;contains-laryngeal	Olr. sned [f.], W. nedd, nedden, Co. nedhen [sing.], Bret nez, nezenn < PCL· *snida- 'nit'; Gr. κονίδες 'eggs of lice, nits' [f.pL], Arm. anic 'louse' < *Hnid- <*knid-?; Alb. (Geg) theni<*kon-id-;Lith.glinda,Latv. gnida, Ru. gnida, SCr. gnfida, Sin. gnida 'nit' < BSl. *gni?da? < *knid- <
850	349	Kns, -tis	ie_cognates	contains-greek	Gr. λάΰυρος 'pulse, chickling', OCS fysta, Ru. Ijac, OHG lima 'lentil'. The similarity between Slavic, Gm. and Latin seems too great to be coincidental, but a common preform cannot be reconstructed. Like other agricultural terms, 'lentiP may have been borrowed from a non-IE language in Europe.
851	349	lentus	ie_cognates	contains-laryngeal	Lith. lenta 'board, plank* < *lent~; Ru. lut (dial.) 'bast, bark of a linden', Ru. luia (dial.) 'linden', Cz. lut (dial.) 'bast', Po. ift (dial.) 'twig, switch₁ < PS1. *l<?h> < *lont-\ OHG lindi, ODan, lind\ *soft, mild', OIc. linnr 'snake' < PGm. Venpa-; OIc. lind f. 'linden, linden-wood', OE lind(e) , OHG linta, lintea, linda (because of the soft wood of this tree).
852	349	lepōs, -ōris	ie_cognates	contains-greek	Gr. λέπω 'to peer, λεπτός 'peeled, unveiled; thin, delicate', λεπίς, λοπίς 'rind, peel', λοπός [m.] 'scale, rind*, λεπρός 'scaly, coarse'; Alb. lope 'rag, leaf; Lith. lapas 'leaf, Latv. lapa 'leaf, Ru. lepest 'petal'; Lith. lepiis 'weak, soft'. These words disappear from usage after Cicero. Whether lepds was the derivational basis for lepidus, or vice versa, is uncertain. Stiiber 2002: 67 opts for
855	350	letum	entry_text	contains-greek	letum 'death' [n. ο] (Pl.+) Pit Veto-,
856	350	tevir/laevir * husband's brother'	entry_text	contains-greek	tevir/laevir * husband's brother' [m. ο (r)] (Paul. exF.+) Only attested in glosses, with vacillating spelling lae-1 le-. The latter would allow for an interpretation as levir, with monophthongization of ae.
856	350	tevir/laevir * husband's brother'	pie	contains-laryngeal	*deh₂wier- 'husband's brother'.
856	350	tevir/laevir * husband's brother'	ie_cognates	contains-greek;contains-laryngeal	Skt. devar-, Pashto levar, Gr. δάήρ, Arm. taygr, Lith. dieveris I dieveris9 Latv. dieveris, Ru. dever\ SCr. djever < BSl. *da?iuer-; OHG zeihhur, OE tacor 'husband's brother' < PGm. *taikura-(?y Lat. levir is often regarded as a loanword from a non-urban Latin dialect, because of initial /- and e for *aL But /- for dr is also found in lingua and lacrima, so there is no compelling reason to regard 
857	350	levis	pie	contains-greek;contains-laryngeal	*h,legwh-u- > *hilegʰ-u- 'light'. *hilengʷʰ-to-; Gr. ελαφρός 'light, dexterous, fast, little', OHG lungar 'fast, cheerful' < *h₁lngʷʰ-ro-. There appear to be two PIE forms of the root, *h₁l(e)ngwh- and *hilegʰ-; Latin continues the latter one. PCI. has *fog-w- (cf. Schrijver 1995: 302-305), which is difficult to explain from either of these PIE forms, but seems closest to Latin levis. The shift fr
857	350	levis	ie_cognates	contains-greek	Olr. laigiu 'lighter, poorer', MW llei 'less', Skt. raghu- 'fleet, fast', YAv. rmaa- [adj.f] 'agile, fast, quick', sup. rBrtjisto-^ Gr. έλαχύς 'small, little', Alb. lehte, Lith. lengvas 'light', OCS Ibgbkb, Ru, legkij, Go. leihts, OHG Kht, OIc. lettr, ToB lankjse 'light5 <
858	351	levis	ie_cognates	contains-greek	Gr. λείος [adj.] 'level, smooth' < *Iehii-u-o-, λίς, gen. λιτός [adj\] 'smooth \ [m.] 'smooth linen' < *UH-l·. Following Schrijver, we may assume that levis is an old w-stem adj. From a preform
860	352	liber, -bn	entry_text	contains-greek	liber, -bn 'bark of a tree; book' [m. ο] (Pl.+)
861	352	liber	ie_cognates	contains-greek	Gn έλεύΰερος 'free'; Lith. liaudis 'lower people5, CS Ru. ljud 'people', OCS ljudbje, Ru. ljudi [pi.] 'men, people' < IE *hJeuc?-o-, -i-, OHG liut, pi. liuti9 OE leod 'people'. The spellings loebesum and loebertatem adduced by Varro and Paul, ex F. confirm the diphthong -oi- found in Faliscan, and show a phonetic change in Latino-Faliscan of *Ιοηβ- > */oi/k This can be explained as a dissimilation
862	353	libet	bibliography	missing-bibliography	
863	353	ljubb	entry_text	contains-greek	ljubb 'sweet, pleasant', Ru* ljuboj 'any, either' < *leubʰ-o-, CS ljuby [f.], gen.sg. ljubovb Move' < *leubʰ-uH, OCS ljubo, Ru. /ΐ&ο 'or'; OCS ljubitU Ru. tfuW/' 'to love' < *leubʰ-; Go. /m/&, OHG Hob [adj.] 'dear, sweet'. Original *w has been unrounded between velarized / and b. The suffix of the derived noun probably was *-edon (from the v. *lub-e-) but it was influenced by cupido. For the seman
864	353	Bbo, -are	pie	contains-laryngeal	*h₂Ie/oibʰH> [n.], *h₂libʰ-u- [adj.],
864	353	Bbo, -are	ie_cognates	contains-greek;contains-laryngeal	Gr. αλείφω 'to anoint', άλειφαρ 'unguent'. Steinbauer 1989: 120-122 regards Ubare as an original denominal verb 'to make a sacrificial cake' to libum. It is uncertain, then, whether the noun continues */e/Z>- or */ο/ό-, with the change of *oi > ϊ between velar / and a labial. The ppp. delibutus has short i; it indirectly points to a 'denominal verb *delibuere to an adj. *libu- 'greasy, dripping'. 
865	354	libra	entry_text	contains-greek	libra 'pound (measure of weight) (Lex XII, Pl.+); pair of scales (Varro+)' [f. a] (Lex ΧΠ+) i
865	354	libra	proto_italic	contains-greek	VeiPra- 'pound'. Delfberare must be due to influence of liberare 'to free' on *de-librare 'to weigh'. The weight selibro was probably derived from libra on the model of semodius 'half a modius' < *semi-modius. Libella < *librala. Simbella < *sembella < *sembella < *semibellay with haplology < *semilibella. The Greek coin λίτρα 'name of a Sicilian coin' was probably borrowed from an Italic language
866	354	licet, licēre	italic_cognates	contains-greek	O. likitud, licitud [3s.ipv.II] cit is permitted' (borrowed from or calqued on Latin); maybe Ο. λεικειτ [3s.pr.?] < *lik-e-tL The verb licitari is the frequentative to licet. The form ilicet < Tre licet contains the infinitive plus licet. The original meaning of *like- seems to have been 'to be available, be offered for sale, have the value of. The deponent is interpreted as 'to make oneself avail
868	354	lien, -enis	proto_italic	contains-greek	*1ίχέη-.
868	354	lien, -enis	ie_cognates	contains-greek	Ofr\ selg, MBreL fetch, Skt plihan^ Av. spzrzzan-, Khot spuijei 'spleen' < Ilr. *spljhan-, Gr. σπλήν 'spleen', σπλάγχνα 'intestines', Arm. p'aycain spleen', Lith. bluznis, Latv. liesa 'id.' < *lielsa, OCS slezena. Long -e- is claimed by grammarians (Servius, Priscian) and said to be attested in the writer Serenus ('th century AD), but the Plautine occurrences of lien{-) can be read either as two s
869	355	lignum	entry_text	contains-greek	lignum 'wood' [n. ο] (Pl.+)
869	355	lignum	proto_italic	contains-greek	*legno~. PIE-*leg (h W. If derived from */eg- 'to collect', lignum must originally have indicated 'wood collected for firemaking', from the root *feg- 'to collect'. The full grade might have been adopted from the present. The phonetic change of *-egn- [βηή\ > -ign- is regular. Ritter 2004 prefers to derive lignum from *legʰ- 'to lie', as 'stray wood'. Both etymologies seem equally possible.
871	355	lilium	entry_text	contains-greek	lilium 'lily* [n. o] (Varro+) Probably a borrowing from an (eastern) Mediterranean language, compare in the first place Gr. λείριον 'lily, narciss'. A similar designation is Coptic hreriy hleli 'lily'.
874	356	Iimen, -inis	entry_text	contains-greek	Iimen, -inis 'beam in a doorframe, threshold, ΗηίεΓ [η. η] (Pl.+)
876	356	līmus 1	entry_text	contains-greek	Dmus 1 'mud, slime' [m. ο] (Pl.+)
876	356	līmus 1	pie	contains-laryngeal	*loimo- 'loam' or *sle/ohii-mo- 'slime, slimy\ *loimo- (to *h₂H- 'to smear') or to BSL *sloiH-/*sleHi-y PGm. *slima- 'slime, saliva1.
876	356	līmus 1	ie_cognates	contains-greek;contains-laryngeal	OS lemo, OE lorn, OHG leim 'loam' < PGm. *laima/on-; OPr. slayx, Lith. sliekas, Latv. slieka 'earth-worm' < *sloiH-k-; Latv. sliertas, OCS sliny [nom.pl.], Ru. dial, slina, SCr. stina 'saliva' < *slehji-n-h₂; Ru. slimak (dial) 'snail, slug' < ^slehj-m-; OIc. OE MHG slim 'slime'. Gr. λείμαξ 'snail' (Hsch.) is probably (borrowed from) Latin. Lat. limus could belong to PGm. *laima/5n- 'loam' <
877	357	līmus 2	proto_italic	contains-greek	^(s)limo-l Latin continues *lwio- 'transverse' and a compound *sub-lfm-i- 'transverse from below upward* with the original meaning 'upward' of sub. The adv. subUmen originally occurred mainly in subUmen ouferre 'to carry away aloft' vel sim., and probably represents the accsg. *subtlmem of the adj. None of the cognates adduced for Umus in IEW is convincing by its semantics, nor does the vowel alwa
878	357	lingo, -ere	entry_text	contains-greek	lingo, -ere 'to lick' [v. Ill; pf. Ιϊηχϊ, ppp. Unctum] (Pl.+)
878	357	lingo, -ere	ie_cognates	contains-greek	Olr. ligid*, -tig*, MW llyu, MBret. leat fito lick' < PCI. *lige/o-; Skt. redhifledhi [3s,pr], ppa. ririhvdms-, Gr. λείχω, Arm. lizanem, Lith. liezti, OCS lizati, Is. liz<? 'to lick' < BSI. *leiz-, OE liccian, OHG leckon < *ligʰ-n~. >
879	358	lingua	entry_text	contains-greek	lingua 'tongue' [f. a] (Lex ΧΠ+; dingua Mar. Victorinus VI 26.2)
879	358	lingua	ie_cognates	contains-laryngeal	Olr. tengae, MW tafawt 'tongue' < *tng\ Skt. jihva- 'id.', Av; hizuua-, Arm. lezow, OPr. insuwis, Lith. liezuvh, OCS j?zykb, Go. tuggOi OHG zunga, OIc. tungo < *dngʰ-, ToA kaniu, ToB kantwo 'tongue' « *tankʷo. The /- of lingua has been adopted from lingo 'to lick', not from Sabellic, which has/-. The form dingua is poorly attested, but would match the evidence of the other IE branches. Sabellic/· 
880	358	lino, -ere	pie	contains-laryngeal	*h₂li-n-H- [pr.], *h₂li-to- [ppp.].
880	358	lino, -ere	ie_cognates	contains-greek;contains-laryngeal	Olr. lenaid, Λβη 'to stay, glue, follow', W. llynu Ho besmear' < PCI. *lina-; Hit. halina- 'clay(?)' < *h₂liH-no-; Gr, άλίνειν 'to smear' (Hsch.). Schrijver (hesitantly) reconstructs a lengthened grade in the pf., whereas Meiser 1998: 88 and LIV explain -e- in lew, from contraction of *feta-. Neither of these explanations carries conviction. Seldeslachts 2001: 80 accepts a specific phonetic develo
880	358	lino, -ere	bibliography	contains-laryngeal	WH I: 807f, EM 360f, IEW 662-664, Leumann 1977: 534, Schrijver 1991: 19f, 283, Sihler 1995: 534, Seldeslachts 2001: 74-91, Schumacher 2004: 453f, LIV *h₂leiH-.
881	358	linquō, -ere	pie	contains-greek	pr. *li-n-kʷ-, pf. *(le-)loikw-, p p p . *//Γ/ο-.
881	358	linquō, -ere	ie_cognates	contains-greek	Olr. teicid*, *leici* 'to let (go), leave' < PCI. *linkʷe/o-\ Skt. rinakii, pf. rireca, YAv. pr. irinaxti 'to leave'; Gr. λιμπάνω, λείπω [pr.] 'to let, leave'; Arm. Ik'anem 'id/, OPr. po-lxnka 'stays', Latv. likt, Is. lieku 'to leave, put', Go. leifoan 'to lend'. The verb forms are inherited from PIE. The older form of reliquus was *relikuwos, as in delicuus. Similarly, reliquiae < *relikuwia. The
882	359	finuro	entry_text	contains-greek	finuro 'flax plant, Unseed; linen' [η. ό] (Naev.+)
882	359	finuro	ie_cognates	contains-greek	Gr. λίνον 'linen', OPr, lynno 'flax', Lith. Unas 'flax (plant)', [pi.] linoi 'flax (fibres)', Latv. lint 'flax' [pi.], CStem>9Ru. ten, gen.sg. Vna 'id.' < BSl. * linos. The noun ITnea can be understood as a substantivization of the adj. Imeus 'made of flax or linen', which itself is not attested before Verg. The alternative adj. *linteus is somewhat surprising, and suggests an unattested noun *lin
883	359	lippus	ie_cognates	contains-greek	Gr λίπος [n.] 'fat5, λιπαρός 'fat, greased'. One of the many adjectives of physical defect with geminated stop. Might belong to ΡΪΕ *leip- 'to be sticky, be fat', but the semantics are not compelling.
884	359	liqueo	bibliography	contains-greek	WH I: 244f., 812, II: 618, EM 131f., 362, 661, Leumann 1977: 117, LIV *uleiky-, → //χα, pollingd
885	359	lira	pie	contains-laryngeal	*lois-h₂- 'furrow, track'.
885	359	lira	bibliography	contains-greek	WH I: 338, 812Γ, EM 362f., IEW 671, LIV *leis-.
889	361	litus, -oris	ie_cognates	contains-greek;contains-laryngeal	Av* iriuiia- 'to die', ppa. inriuus- 'dead', Go. ga-leipan 'to go', ToB lita, ToA lit [pret], ToB laitam, ToA letas [sb.] 'to go away\ A connection with VeiH- 'to pour', as is hesitantly accepted by WH, does not make sense semantically. Somewhat better would be a connection with *lih₂- 'to stop, disappear' (Skt. -tfyate 'dissolves', Gr. λίναμαι Ί avoid', OE linnan 'to stop'), but the morphology wo
891	361	fividus	bibliography	contains-greek	WH I: 816, EM 364, IEW 965, Schrijver 1991:231, — luridus lixa 'water, lye' [f. a] (Nonius) ^ WH I: 81'6f., Π: 370, EM 364, 538, LIV *uleikV → liqueo
893	362	locusta	entry_text	contains-laryngeal	locusta 'locust; lobster' [f. a] (Naev.H-) The quantity of the first syllable is not completely certain: we also find luc- and Axx The only word similar in form and meaning is lacerta 'lizard; mackerel', but there is no common preform in sight. Lat lacerta may have unrounding of *loc- > lac- (cf lacus\ but in that case the roundedt vowel in locusta must be explained from borrowing. Thus, they coul
894	362	lolium	entry_text	contains-greek	lolium 'kind of grass, darnel' [η. ο] (Pl.+)
895	362	longus	pie	contains-greek;contains-laryngeal	*dlongʰ-o-. *dolugʰ- in Hit. *taluki- I talugai- [adj.] 'long'; Hit. zaluhtu-21' £to lengthen' < *dlu^-n(e)u-\ *dlh₂gʰ-o- in Skt dirgha→ OAv. dardga-, OCS dlvgb, SCr. dug, Lith. llgas, Alb. gjate 'long' (+ *-ta-)\ Gr. δόλιχος (< *dolhri-gʰ-o-?), ενδελεχής Masting long, uninterrupted' < *delhigʰ-; *dlongʰ-o- in Go. laggs, OHG lang, OIc. langr, MP drang 'long'. Gr. λόγχη 'spear' would theoretically 
898	363	lōrum	entry_text	contains-greek	lōrum 'leather strap, thong' [η. ο] (Pl.+)
898	363	lōrum	pie	contains-greek;contains-laryngeal	form *h₂e-h₂ul-er-, but the suffixation is strange. Thus, we may indeed be dealing with a loanword, but the ablaut Gr. e vs. Lat. δ does look Indo-European, Maybe the giving language was a now extinct IE language? For lorica, a separate loanword etymology is often proposed, viz. from Gr ϋώραξ 'cuirass', Ion. ύώρηξ, or both could be from an unknown Mediterranean language. Yet WH reject this solutio
898	363	lōrum	ie_cognates	contains-greek	Gr. ευληρα, Dor. αϋληρα [pi.], Hsch, αβληρα 'reins' (< *ά-ρληρο-?)3 Arm. for'cord\ Beekes (fthc.) regards the alternation ε-/α- within Greek as inexplicable; he therefore suspects Pre-Greek origin. If ευληρα reflects *ηυληρα (which would not fit the hexameter), Proto-Greek may have had *aulera. Theoretically, this might reflect a
899	363	lūbricus	entry_text	contains-greek	lii brie us 'slippery' [adj. ο/ά] (Pl.+)
900	364	lucrum	entry_text	contains-greek	lucrum 'material gain, profit' [n. ο] (Pl.+; luenfacere 'to make a profit' Pl.+)
900	364	lucrum	pie	contains-laryngeal	*Ih₂u-tlo- 'seizure, gain\
900	364	lucrum	ie_cognates	contains-greek;contains-laryngeal	Gr, απολαύω 'to enjoy', λεία, Don λάίδ (< *λαρ-ία) 'booty'; Go. laun [m] 'reward' < *leh₂u-no-. Short */w- would be regular from pretonic *lh₂u- according to the rules of Schrijver 1991: 248f. The PIE basis *l(e)hzu- found in lucrum, as well as in Gr, 'to enjoy', Go. 'reward', could formally be connected with Hit lahu-llahu- 'to pour, cast' < *l(o)h₂u-, lahhu- 'container' < *leh₂u-; but the semant
901	364	luctor, -ārī	ie_cognates	contains-greek	Olr.fo-loing 'supports', inloing 'connects', MW ellwng- 'to set free' < PCI. *-lunge/o- 'to place', Gr. λύγος [f.] 'withy, twigs', Go. ga-lukan 'to shut', us-lukan 'to open'. Frequentative verb based on a ppp. *luktos 'bent\ If the etymology is correct, it is striking that there is no (visible) reflex of Lachmann's lengthening in luctor nor in luxus. Since Celtic shows a nasal present, the short r
903	365	ΐαάδ, -ere	entry_heading	contains-greek	ΐαάδ, -ere
903	365	ΐαάδ, -ere	entry_text	contains-greek	ΐαάδ, -ere 'to play, sport' [v. ΠΙ; pf. lusi, ppp. lusum] (Andr.+)
903	365	ΐαάδ, -ere	ie_cognates	contains-greek	Mir. laidid 'impels', Gr. λίνδεστ3αΐ 'to contend' (Hsch.), λίζεΐ 'plays' (Hsch.), Alb. lind 'gives birth5, lindet 'is born' < Hi-n-d-\ OLith. leidmi Ί let', Lith. leisti, Is. leidziu 'to let' < pr. *leid~; Lith. laidyti 'to throw', Latv. laist 'let, publish, set in motion' < */οκ/-. The o-grade found in Irish, Baltic and Latin could point to an original causative present, but the suffix of Latin d
904	365	lugeō	entry_text	contains-greek	lflgeo 'to mourn, grieve' [v. II; pf. Ιϋχϊ, ρρρ. factum] (Pl.+)
904	365	lugeō	ie_cognates	contains-greek	Olr. loingid fcto eat' < *(s)Iu-n-g-\ Gr. λυγγανώμενον 'sobbing' (Hsch.), λύζω 'to have the hiccup, sob' < *(s)lug-ie«, λυγμός 'the hiccup(s)'. WH suggest that lugubris more probably reflects *lugos-ri- (with an «s-stem *lugos- belonging to the e-present lugere) than *luge-bli- (with regular dissimilation to -bri- after the /-containing stem). It is disputed to which root lugere belongs. It is oft
905	366	lumbncus	entry_text	contains-greek	lumbncus 'earthworm, intestinal worm' [m. ο] (Pl.+)
906	366	lumbus	entry_text	contains-greek	lumbus 'hips, loins' [m. ο] (Pl.+; usually pi.)
906	366	lumbus	ie_cognates	contains-laryngeal	HLuw. la-tara/i- llandri(ya)-l 'to expand (a country)', Skt. randhra- 'loin (of animals); weak spot on the body; cavity' < *londʰ-ro-; OCS l$dvij$ [f.pL] 'loins, insides, kidneys', Ru. Ijadveja (arch.) 'thigh' < *lenct-u-\ OIc. lend, OHG lentin 'kidneys', OE lendenu 'loins' < *londʰ-io-; Olr, land 'free space', MW llan 'area', Co. Ian, Bret, lann lieath' < *lndʰ-h₂-; OPr. acc.sg. lindan 'valley'; 
