index_section,index_term,page_refs,pdf_page,printed_page,raw_chunk,flags
Sanskrit,napat,406,800,786,napat406,
Sanskrit,napatam,406,800,786,napatam 406,
Sanskrit,napti-,406,800,786,napti- 406,
Sanskrit,naptriya-,406,800,786,naptriya- 406,
Sanskrit,naptuh,406,800,786,naptuh 406,
Sanskrit,nar-,406,800,786,nar-406,
Sanskrit,naras,406,800,786,naras406,
Sanskrit,nas,413,800,786,nas413,
Sanskrit,nas-,400,800,786,nas-400,
Sanskrit,nasi,400,800,786,nasi 400,
Sanskrit,naso$,400,800,786,naso$400,
Sanskrit,na§ta-,408,800,786,na§ta- 408,
Sanskrit,nasyati,408,800,786,nasyati 408,
Sanskrit,nat,399,800,786,nat399,
Sanskrit,nau-,403,800,786,nau- 403,
Sanskrit,naus,403,800,786,naus 403,
Sanskrit,-nauti,419,800,786,-nauti419,
Sanskrit,nava,415,800,786,nava415,
Sanskrit,nava-,416,800,786,nava-416,
Sanskrit,nava,404,800,786,nava404,
Sanskrit,navya-,416,800,786,navya-416,
Sanskrit,nSbbi-,639,800,786,nSbbi- 639,
Sanskrit,n5man-,412,800,786,n5man-412,
Sanskrit,nas,413,800,786,nas413,
Sanskrit,n^sa-,400,800,786,n^sa- 400,
Sanskrit,nisika-,400,800,786,nisika- 400,
Sanskrit,nasaya-,411,800,786,nasaya- 411,
Sanskrit,nlvam,403,800,786,nlvam 403,
Sanskrit,navas,403,800,786,navas 403,
Sanskrit,navya-,403,800,786,navya- 403,
Sanskrit,nediyas-,407,800,786,nediyas- 407,
Sanskrit,nesat,408,800,786,nesat 408,
Sanskrit,ni,236 390,800,786,ni 236 390,
Sanskrit,m<?4-,409,800,786,m<?4-409,
Sanskrit,nirvana-,653,800,786,nirvana- 653,
Sanskrit,nisangfa-,552,800,786,nisangfa- 552,
Sanskrit,nispad-,463,800,786,nispad- 463,
Sanskrit,nistarkya-,624,800,786,nistarkya- 624,
Sanskrit,n|n,406,800,786,n|n406,
Sanskrit,nunam,418,800,786,nunam418,
Sanskrit,oha-,691,800,786,oha-691,
Sanskrit,ohas-,691,800,786,ohas-691,
Sanskrit,6hate,691,800,786,6hate691,
Sanskrit,ohana-,691,800,786,ohana-691,
Sanskrit,o$ati,645,800,786,o$ati 645,
Sanskrit,pad-,463,800,786,pad-463,
Sanskrit,pada-,430,800,786,pada- 430,
Sanskrit,padi,462,800,786,padi 462,
Sanskrit,padyate,463,800,786,padyate 463,
Sanskrit,paidva-,454,800,786,paidva- 454,
Sanskrit,pajra-,443 465,800,786,pajra- 443 465,
Sanskrit,pak$man-,453,800,786,pak$man- 453,
Sanskrit,paktha-,509,800,786,paktha- 509,
Sanskrit,paliva-,440,800,786,paliva- 440,
Sanskrit,palvala-,442 456,800,786,palvala-442 456,
Sanskrit,panca,509,800,786,panca509,
Sanskrit,pancama-,509,800,786,pancama- 509,
Sanskrit,pankti-,509,800,786,pankti- 509,
Sanskrit,pantha-,479,800,786,pantha- 479,
Sanskrit,pantham,479,800,786,pantham 479,
Sanskrit,pari,362 459,800,786,pari 362 459,
Sanskrit,paribjdha-,236,800,786,paribjdha- 236,
Sanskrit,pan?-,482,800,786,pan?- 482,
Sanskrit,parsa-,482,800,786,parsa- 482,
Sanskrit,paru$a-,497,800,786,paru$a- 497,
Sanskrit,paspase,579,800,786,paspase 579,
Sanskrit,pasc§,484,800,786,pasc§484,
Sanskrit,pascit,484,800,786,pascit 484,
Sanskrit,pasu-,454,800,786,pasu- 454,
Sanskrit,pasu-,454,800,786,pasu- 454,
Sanskrit,pasumint-,454,800,786,pasumint- 454,
Sanskrit,pasyati,579,800,786,pasyati 579,
Sanskrit,patanga-,458,800,786,patanga- 458,
Sanskrit,patati,464,800,786,patati 464,
Sanskrit,pathas,479,800,786,pathas 479,
Sanskrit,pathi,479,800,786,pathi 479,
Sanskrit,poti-,485,800,786,poti- 485,
Sanskrit,patra-,458,800,786,patra- 458,
Sanskrit,pavate,500,800,786,pavate 500,
Sanskrit,pavinasa-,400,800,786,pavinasa- 400,
Sanskrit,payas-,466,800,786,payas- 466,
Sanskrit,p^jas-,443,800,786,p^jas- 443,
Sanskrit,panti,485,800,786,panti 485,
Sanskrit,p§r$ni-,461,800,786,p§r$ni-461,
Sanskrit,pasati,449,800,786,pasati 449,
Sanskrit,p^sa-,452,800,786,p^sa- 452,
Sanskrit,pit,462,800,786,pit 462,
Sanskrit,patar-,485,800,786,patar- 485,
Sanskrit,pilar-,485,800,786,pilar-485,
Sanskrit,plti,449,800,786,plti449,
Sanskrit,pedu-,454,800,786,pedu-454,
Sanskrit,phena-,583,800,786,phena- 583,
Sanskrit,pibati,72,800,786,pibati 72,
Sanskrit,pika-,464,800,786,pika-464,
Sanskrit,pi infant i,466,800,786,pi infant i 466,
Sanskrit,pimsati,466,800,786,pimsati 466,
Sanskrit,pina?ti,466,800,786,pina?ti 466,
Sanskrit,piparti,482,800,786,piparti 482,
Sanskrit,pippaka-,467,800,786,pippaka- 467,
Sanskrit,pisana-,466,800,786,pisana- 466,
Sanskrit,pi$ta-,466,800,786,pi$ta- 466,
Sanskrit,pi tar-,450,800,786,pi tar- 450,
Sanskrit,pit!,315,800,786,pit! 315,
Sanskrit,pitjvya-,450,800,786,pitjvya- 450,
Sanskrit,pitrya-,450,800,786,pitrya- 450,
Sanskrit,pita-,485,800,786,pita- 485,
Sanskrit,ptvan-,466,800,786,ptvan- 466,
Sanskrit,plavi-,474,800,786,plavi- 474,
Sanskrit,plava-,474,800,786,plava- 474,
Sanskrit,plihan-,340,800,786,plihan- 340,
Sanskrit,plusi-,496,800,786,plusi- 496,
Sanskrit,pluta-,474,800,786,pluta- 474,
Sanskrit,pra,390 399 490,800,786,pra 390 399 490,
Sanskrit,prabhar-,490,800,786,prabhar- 490,
Sanskrit,prabhu-,490,800,786,prabhu- 490,
Sanskrit,prajati-,258,800,786,prajati- 258,
Sanskrit,prakupita-,155,800,786,prakupita- 155,
Sanskrit,pranycyati,364,800,786,pranycyati 364,
Sanskrit,prapra,493,800,786,prapra 493,
Sanskrit,prasnauti,420,800,786,prasnauti 420,
Sanskrit,prasnuta-,420,800,786,prasnuta- 420,
Sanskrit,prastara-,586,800,786,prastara- 586,
Sanskrit,prasna-,472,800,786,prasna- 472,
Sanskrit,prati,488,800,786,prati488,
Sanskrit,prauga-,314,800,786,prauga-314,
Sanskrit,prana-,43,800,786,prana- 43,
Sanskrit,pras-,488,800,786,pras- 488,
Sanskrit,prata-,473,800,786,prata- 473,
Sanskrit,pratar,490,800,786,pratar 490,
Sanskrit,prayah,475,800,786,prayah 475,
Sanskrit,prayena,475,800,786,prayena 475,
Sanskrit,pychimi,483,800,786,pychimi 483,
Sanskrit,presat,493,800,786,presat493,
Sanskrit,pre$tha-,493,800,786,pre$tha- 493,
Sanskrit,priyil·,493,800,786,priyil· 493,
Sanskrit,prinanti,493,800,786,prinanti 493,
Sanskrit,pnta-,493,800,786,pnta- 493,
Sanskrit,pjnati,447 473,800,786,pjnati 447 473,
Sanskrit,pystha-,484,800,786,pystha- 484,
Sanskrit,pit-,488,800,786,pit-488,
Sanskrit,pru$a,494,800,786,pru$a 494,
Sanskrit,pru$ita-,494,800,786,pru$ita- 494,
Sanskrit,prusnute,494,800,786,prusnute 494,
Sanskrit,pru§ijuvanti,494,800,786,pru§ijuvanti 494,
Sanskrit,prusvi,494,800,786,prusvi 494,
Sanskrit,pnisva,494,800,786,pnisva 494,
Sanskrit,pumaips-,495,801,787,pumaips- 495,
Sanskrit,pumaipsam,495,801,787,pumaipsam 495,
Sanskrit,puman,495,801,787,puman495,
Sanskrit,pumsu,495,801,787,pumsu 495,
Sanskrit,punahsara-,558,801,787,punahsara- 558,
Sanskrit,puntti,500,801,787,puntti 500,
Sanskrit,-pupuryas,447,801,787,-pupuryas 447,
Sanskrit,pusyati,501,801,787,pusyati 501,
Sanskrit,putra-,503,801,787,putra- 503,
Sanskrit,puvas-,501,801,787,puvas-501,
Sanskrit,pum,495,801,787,pum 495,
Sanskrit,purbhid-,221,801,787,purbhid- 221,
Sanskrit,purdhi,447,801,787,purdhi 447,
Sanskrit,purna-,473,801,787,purna- 473,
Sanskrit,poti-,501,801,787,poti- 501,
Sanskrit,puyati,501,801,787,puyati501,
Sanskrit,ra-,53,801,787,ra-53,
Sanskrit,radati,526,801,787,radati 526,
Sanskrit,radita-,526,801,787,radita- 526,
Sanskrit,raghil·,336,801,787,raghil· 336,
Sanskrit,raj-,517,801,787,raj-517,
Sanskrit,rajata-,53,801,787,rajata- 53,
Sanskrit,raji-,517,801,787,raji-517,
Sanskrit,rnjju-,521,801,787,rnjju-521,
Sanskrit,rambate,341,801,787,rambate341,
Sanskrit,randhra-,352,801,787,randhra- 352,
Sanskrit,rarSda,526,801,787,rarSda 526,
Sanskrit,rasa-,527,801,787,rasa- 527,
Sanskrit,ratha-,527,801,787,ratha- 527,
Sanskrit,rami,515,801,787,rami 515,
Sanskrit,rava-,515,801,787,rava-515,
Sanskrit,rova^,515 529,801,787,rova^515 529,
Sanskrit,ravat,530,801,787,ravat 530,
Sanskrit,rayi-,520,801,787,rayi- 520,
Sanskrit,raj-,522,801,787,raj- 522,
Sanskrit,rajya-,522,801,787,rajya- 522,
Sanskrit,ravi§am,530,801,787,ravi§am 530,
Sanskrit,rayih,520,801,787,rayih 520,
Sanskrit,rlyati,324,801,787,rlyati 324,
Sanskrit,retfhi/ledhi,343,801,787,retfhi/ledhi 343,
Sanskrit,rekha-,525,801,787,rekha- 525,
Sanskrit,rikha,525,801,787,rikha 525,
Sanskrit,rinakti,344,801,787,rinakti 344,
Sanskrit,rinati,309 524,801,787,rinati 309 524,
Sanskrit,rireca,344,801,787,rireca 344,
Sanskrit,ri§ta-,525,801,787,ri§ta- 525,
Sanskrit,risamahe,525,801,787,risamahe 525,
Sanskrit,rit-,524,801,787,rit- 524,
Sanskrit,riti-,525,801,787,riti- 525,
Sanskrit,nyate,309 524,801,787,nyate 309 524,
Sanskrit,fk$a-,645,801,787,fk$a-645,
Sanskrit,ffijanti,517,801,787,ffijanti517,
Sanskrit,pyate,517,801,787,pyate517,
Sanskrit,pjoti,435,801,787,pjoti 435,
Sanskrit,rocate,356,801,787,rocate 356,
Sanskrit,rodi$i,528,801,787,rodi$i 528,
Sanskrit,jta-,54 55,801,787,jta- 54 55,
Sanskrit,Ιΐύ-,56,801,787,Ιΐύ-56,contains-greek
Sanskrit,rue-,356,801,787,rue- 356,
Sanskrit,rudanti,528,801,787,rudanti 528,
Sanskrit,rudhira-,527,801,787,rudhira- 527,
Sanskrit,rupya-,530,801,787,rupya- 530,
Sanskrit,ruta-,530,801,787,ruta- 530,
Sanskrit,mvati,515 529,801,787,mvati515 529,
Sanskrit,sa-/ta-,568,801,787,sa-/ta- 568,
Sanskrit,sabarduh-,538,801,787,sabarduh- 538,
Sanskrit,sacate,556,801,787,sacate 556,
Sanskrit,sadapjna-,447,801,787,sadapjna- 447,
Sanskrit,sahasra-,380,801,787,sahasra- 380,
Sanskrit,sahuri-,560,801,787,sahuri- 560,
Sanskrit,sihvan-,560,801,787,sihvan- 560,
Sanskrit,sajami,552,801,787,sajami 552,
Sanskrit,sakhay-,569,801,787,sakhay- 569,
Sanskrit,sakhayam,569,801,787,sakhayam 569,
Sanskrit,sakhye,569,801,787,sakhye 569,
Sanskrit,sakjft,553,801,787,sakjft553,
Sanskrit,sam,44,801,787,sam44,
Sanskrit,sammarditoh,389,801,787,sammarditoh 389,
Sanskrit,sana-,553,801,787,sana- 553,
Sanskrit,sanisvanat,574,801,787,sanisvanat 574,
Sanskrit,sanoti,566,801,787,sanoti 566,
Sanskrit,sant-,574,801,787,sant- 574,
Sanskrit,santi,599,801,787,santi 599,
Sanskrit,sapanti,555,801,787,sapanti 555,
Sanskrit,saparyati,555,801,787,saparyati 555,
Sanskrit,saptama-,555,801,787,saptama- 555,
Sanskrit,saptatha-,555,801,787,saptatha- 555,
Sanskrit,sara-,558,801,787,sara- 558,
Sanskrit,sarpa-,558,801,787,sarpa- 558,
Sanskrit,sarpati,558,801,787,sarpati 558,
Sanskrit,sarpi^,598,801,787,sarpi^ 598,
Sanskrit,sarva-,537,801,787,sarva- 537,
Sanskrit,sasanja,552,801,787,sasanja 552,
Sanskrit,sasada,552,801,787,sasada 552,
Sanskrit,sasana,566,801,787,sasana 566,
Sanskrit,satta-,552,801,787,satta- 552,
Sanskrit,satyo-,574,801,787,satyo- 574,
Sanskrit,sedhati,103,801,787,sedhati 103,
Sanskrit,sepur,555,801,787,sepur 555,
Sanskrit,setu-,534,801,787,setu- 534,
Sanskrit,sinlti,533,801,787,sinlti 533,
Sanskrit,sisar§i,535 558,801,787,sisar§i 535 558,
Sanskrit,sisrate,535,801,787,sisrate 535,
Sanskrit,si$akti,556,801,787,si$akti 556,
Sanskrit,si§aya,533,801,787,si§aya 533,
Sanskrit,sidati,562,801,787,sidati 562,
Sanskrit,skabhnlti,542,801,787,skabhnlti 542,
Sanskrit,skambha-,542,801,787,skambha- 542,
Sanskrit,skan,543,801,787,skan 543,
Sanskrit,skandati,543,801,787,skandati 543,
Sanskrit,skanna-,543,801,787,skanna- 543,
Sanskrit,skhalate,199,801,787,skhalate 199,
Sanskrit,smayate,129 382,801,787,smayate 129 382,
Sanskrit,snapaya-,411,801,787,snapaya-411,
Sanskrit,snata-,411,801,787,snata-411,
Sanskrit,snatas,411,801,787,snatas411,
Sanskrit,snafi-,411,801,787,snafi- 411,
Sanskrit,snivan,407,801,787,snivan 407,
Sanskrit,snehayat,410,801,787,snehayat410,
Sanskrit,snu$l-,420,801,787,snu$l- 420,
Sanskrit,sp&-,579,801,787,sp&- 579,
Sanskrit,sphanh,579,801,787,sphanh 579,
Sanskrit,sphaya-,493,801,787,sphaya- 493,
Sanskrit,sphayatai,580,801,787,sphayatai 580,
Sanskrit,sphira-,493 580,801,787,sphira- 493 580,
Sanskrit,sphuriti,579,801,787,sphuriti 579,
Sanskrit,spfl-,539,801,787,spfl- 539,
Sanskrit,sjpra-,598,801,787,sjpra- 598,
Sanskrit,Stan,623,801,787,Stan 623,
Sanskrit,stanaya-,623,801,787,stanaya- 623,
Sanskrit,stanihi,623,801,787,stanihi 623,
Sanskrit,stanita-,623,801,787,stanita- 623,
Sanskrit,starT-,586,801,787,starT- 586,ocr-risk
Sanskrit,stayat,584,801,787,stayat 584,
Sanskrit,stayu,584,801,787,stayu 584,
Sanskrit,- stega-,305,801,787,- stega- 305,
Sanskrit,stena-,584,801,787,stena- 584,
Sanskrit,steya-,584,801,787,steya- 584,
Sanskrit,sthura-,305,801,787,sthura- 305,
Sanskrit,stigh-,305,801,787,stigh- 305,
Sanskrit,sudarsa-,615,801,787,sudarsa-615,
Sanskrit,suyaj-,296,801,787,suyaj- 296,
Sanskrit,sukara-,603,801,787,sukara- 603,
Sanskrit,suras,570,801,787,suras 570,
Sanskrit,sure,570,801,787,sure 570,
Sanskrit,surya-,570,801,787,surya- 570,
Sanskrit,sutra-,600,801,787,sutra- 600,
Sanskrit,sva-,549,801,787,sva- 549,
Sanskrit,svadanti,594,801,787,svadanti 594,
Sanskrit,svadaya-,594,801,787,svadaya- 594,
Sanskrit,svadhl-,570,801,787,svadhl- 570,
Sanskrit,svanayan,574,801,787,svanayan 574,
Sanskrit,svipna-,573,801,787,svipna-573,
Sanskrit,svapnya-,573,801,787,svapnya- 573,
Sanskrit,svar,570,801,787,svar 570,
Sanskrit,svara-,602,801,787,svara- 602,
Sanskrit,svasar-,576,801,787,svasar- 576,
Sanskrit,svasara-,669,801,787,svasara- 669,
Sanskrit,svadl·,594,801,787,svadl· 594,
Sanskrit,svadvi-,594,801,787,svadvi- 594,
Sanskrit,svatta-,594,801,787,svatta- 594,
Sanskrit,sveda-,596,801,787,sveda- 596,
Sanskrit,°syati,533,801,787,°syati 533,
Sanskrit,sy§t,599,801,787,sy§t 599,
Sanskrit,syoman-,600,801,787,syoman- 600,
Sanskrit,syuta-,600,801,787,syuta- 600,
Sanskrit,?a§-,560,801,787,?a§- 560,
Sanskrit,§odasa,560,801,787,§odasa560,
Sanskrit,$thivati,583,801,787,$thivati 583,
Sanskrit,sad-,78,801,787,sad- 78,
Sanskrit,sams-,107,801,787,sams- 107,
Sanskrit,sonkate,153,801,787,sonkate 153,
Sanskrit,sarana-,106,801,787,sarana-106,
Sanskrit,saras-,126,801,787,saras- 126,
Sanskrit,sarman-,106,801,787,sarman- 106,
Sanskrit,sas-,97,801,787,sas-97,
Sanskrit,sastra-,97,801,787,sastra- 97,
Sanskrit,sasa-,88,801,787,sasa-88,
Sanskrit,sasada,78,801,787,sasada 78,
Sanskrit,sata-,108,801,787,sata- 108,
Sanskrit,satsyanti,78,801,787,satsyanti 78,
Sanskrit,saye,153,801,787,saye 153,
Sanskrit,sa-,139,801,787,sa-139,
Sanskrit,sgla-,104,801,787,sgla-104,
Sanskrit,sasad-,106,801,787,sasad-106,
Sanskrit,sepa-,115,801,787,sepa- 115,
Sanskrit,sere,153,801,787,sere 153,
Sanskrit,siras,109,801,787,siras 109,
Sanskrit,sita-,99,801,787,sita-99,
Sanskrit,Siva-,116,801,787,Siva-116,
Sanskrit,sirson-,109,801,787,sirson- 109,
Sanskrit,sivya-,600,801,787,sivya- 600,
Sanskrit,slak§na-,325,801,787,slak§na- 325,
Sanskrit,smasru-,359,801,787,smasru- 359,
Sanskrit,fraddhl-,142,801,787,fraddhl- 142,
Sanskrit,srayate,120,801,787,srayate 120,
Sanskrit,s'fnga-,136,801,787,s'fnga- 136,
Sanskrit,Spjoti,122,801,787,Spjoti 122,
Sanskrit,sroni-,123,801,787,sroni- 123,
Sanskrit,sruta- Ί,22,801,787,sruta- Ί22,
Sanskrit,£unas,87,801,787,£unas87,
Sanskrit,sunt-,87,801,787,sunt- 87,
Sanskrit,su$ma-,507,801,787,su$ma- 507,
Sanskrit,sula-,150,801,787,sula-150,
Sanskrit,svasiti,507,801,787,svasiti 507,
Sanskrit,svasrQ-,569,801,787,svasrQ- 569,ocr-risk
Sanskrit,Svasura-,569,801,787,Svasura- 569,
Sanskrit,svl,87,801,787,svl87,
Sanskrit,svlnam,87,801,787,svlnam 87,
Sanskrit,taksati,619,801,787,taksati619,
Sanskrit,tala-,608,801,787,tala- 608,
Sanskrit,tamas-,609,801,787,tamas-609,
Sanskrit,tamat,609,801,787,tamat609,
Sanskrit,tamisra-,612,801,787,tamisra-612,
Sanskrit,tandate,612,801,787,tandate612,
Sanskrit,-tandra-,612,801,787,-tandra-612,
Sanskrit,tanoti,613,801,787,tanoti613,
Sanskrit,tanu-,614,801,787,tanu-614,
Sanskrit,tanute,613,801,787,tanute613,
Sanskrit,tanya-,623,801,787,tanya- 623,
Sanskrit,tapas-,614,801,787,tapas-614,
Sanskrit,tapati,614,801,787,tapati614,
Sanskrit,tara-,627,801,787,tara-627,
Sanskrit,taranta-,627,801,787,taranta- 627,
Sanskrit,taijati,625,801,787,taijati 625,
Sanskrit,tarkaya-,624,801,787,tarkaya- 624,
Sanskrit,tarku-,624,801,787,tarku-624,
Sanskrit,taruna-,613,801,787,taruna-613,
Sanskrit,ta§ta-,619,802,788,ta§ta-619,
Sanskrit,ta§tar-,619,802,788,ta§tar- 619,
Sanskrit,tata-,613,802,788,tata-613,
Sanskrit,tatak?a,619,802,788,tatak?a619,
Sanskrit,tatana,613,802,788,tatana613,
Sanskrit,tati,625,802,788,tati625,
Sanskrit,t£va,631,802,788,t£va 631,
Sanskrit,tavas-,632,802,788,tavas- 632,
Sanskrit,tavlti,632,802,788,tavlti 632,
Sanskrit,tddhi,619,802,788,tddhi 619,
Sanskrit,tamra-,609,802,788,tamra-609,
Sanskrit,timyati,609,802,788,timyati 609,
Sanskrit,tarah,585,802,788,tarah 585,
Sanskrit,ta§ti,619,802,788,ta§ti 619,
Sanskrit,te,631,802,788,te631,
Sanskrit,tijas-,305,802,788,tijas- 305,
Sanskrit,tejate,305,802,788,tejate 305,
Sanskrit,tetikte,305,802,788,tetikte 305,
Sanskrit,-tira,627,802,788,-tira 627,
Sanskrit,tisros,629,802,788,tisros 629,
Sanskrit,tisthati,567,802,788,tisthati 567,
Sanskrit,fik§ni-,305,802,788,fik§ni- 305,
Sanskrit,trasanti,617,802,788,trasanti617,
Sanskrit,trSyas,629,802,788,trSyas 629,
Sanskrit,trasaya-,617,802,788,trasaya- 617,
Sanskrit,tridha,202,802,788,tridha 202,
Sanskrit,trimsit-,629,802,788,trimsit- 629,
Sanskrit,tri$,629,802,788,tri$629,
Sanskrit,tn,629,802,788,tn629,
Sanskrit,t^a-,624,802,788,t^a- 624,
Sanskrit,tRacia-,625,802,788,tRacia- 625,
Sanskrit,tjsta-,625,802,788,tjsta- 625,
Sanskrit,tftyant-,624,802,788,tftyant- 624,
Sanskrit,tftiya-,629,802,788,tftiya- 629,
Sanskrit,tubhya(m),631,802,788,tubhya(m)631,
Sanskrit,tudati,634,802,788,tudati 634,
Sanskrit,tumra-,633,802,788,tumra- 633,
Sanskrit,tundana-,634,802,788,tundana- 634,
Sanskrit,tundate,634,802,788,tundate 634,
Sanskrit,tunni-,634,802,788,tunni- 634,
Sanskrit,tuvS,631,802,788,tuvS631,ocr-risk
Sanskrit,turva-,627,802,788,turva- 627,
Sanskrit,tutava,632,802,788,tutava 632,
Sanskrit,tutuma-,633,802,788,tutuma- 633,
Sanskrit,^)ν&η,631,802,788,^)ν&η631,contains-greek
Sanskrit,t(V)V§in,631,802,788,t(V)V§in631,
Sanskrit,ubhau,37,802,788,ubhau 37,
Sanskrit,ubhaya-,38,802,788,ubhaya- 38,
Sanskrit,ubha,37,802,788,ubha 37,
Sanskrit,ubhe,37,802,788,ubhe37,
Sanskrit,ucd,646,802,788,ucd 646,
Sanskrit,ud,646,802,788,ud646,
Sanskrit,udan-,641,802,788,udan- 641,
Sanskrit,udara-,647,802,788,udara- 647,
Sanskrit,udra-,355,802,788,udra- 355,
Sanskrit,ukha-,62,802,788,ukha- 62,
Sanskrit,ukhS-,62,802,788,ukhS- 62,ocr-risk
Sanskrit,uluka-,638,802,788,uluka- 638,
Sanskrit,upa,595,802,788,upa 595,
Sanskrit,upama-,600,802,788,upama- 600,
Sanskrit,upara-,601,802,788,upara- 601,
Sanskrit,upari,601,802,788,upari 601,
Sanskrit,ururiasa-,400,802,788,ururiasa- 400,
Sanskrit,urvara-,56,802,788,urvara- 56,
Sanskrit,usra^,64,802,788,usra^ 64,
Sanskrit,u$arbudh-,64,802,788,u$arbudh- 64,
Sanskrit,u$os,63,802,788,u$os63,
Sanskrit,us^s,63,802,788,us^s 63,
Sanskrit,usna-,645,802,788,usna- 645,
Sanskrit,ut,632,802,788,ut632,
Sanskrit,uvaha,658,802,788,uvaha 658,
Sanskrit,Qdhan-,636,802,788,Qdhan-636,
Sanskrit,Gdbar,636,802,788,Gdbar 636,
Sanskrit,utfha-,658,802,788,utfha- 658,
Sanskrit,una-,653,802,788,una- 653,
Sanskrit,urdhvi-,52,802,788,urdhvi- 52,
Sanskrit,Grna-,325,802,788,Grna- 325,
Sanskrit,urflute,46,802,788,urflute 46,
Sanskrit,iita-,318,802,788,iita-318,
Sanskrit,vahati,658,802,788,vahati 658,
Sanskrit,vak?-,61 658,802,788,vak?-61 658,
Sanskrit,vala-,668,802,788,vala-668,
Sanskrit,valmika-,234,802,788,valmika- 234,
Sanskrit,vamiti,690,802,788,vamiti 690,
Sanskrit,vamra-,234,802,788,vamra- 234,
Sanskrit,vanate,662,802,788,vanate 662,
Sanskrit,vanati,662,802,788,vanati 662,
Sanskrit,vandhur-,672,802,788,vandhur- 672,
Sanskrit,vanchati,662,802,788,vanchati 662,
Sanskrit,vara-,687,802,788,vara- 687,
Sanskrit,var§man-,666,802,788,var§man- 666,
Sanskrit,vas,691,802,788,vas 691,
Sanskrit,vasana-,672,802,788,vasana- 672,
Sanskrit,vasantd-,663,802,788,vasantd- 663,
Sanskrit,vast,660,802,788,vast 660,
Sanskrit,vasa,660,802,788,vasa 660,
Sanskrit,vasna-,663,802,788,vasna- 663,
Sanskrit,vaste,672,802,788,vaste 672,
Sanskrit,vastivarna-,672,802,788,vastivarna- 672,
Sanskrit,vatsaro-,673,802,788,vatsaro- 673,
Sanskrit,vavara,46,802,788,vavara 46,
Sanskrit,vavjse,687,802,788,vavjse 687,
Sanskrit,vay-,65,802,788,vay- 65,
Sanskrit,vayas-,683,802,788,vayas- 683,
Sanskrit,vayi-,677,802,788,vayi- 677,
Sanskrit,va,656,802,788,va656,
Sanskrit,vncam,692,802,788,vncam 692,
Sanskrit,v§cas,692,802,788,v§cas 692,
Sanskrit,vaghat-,691,802,788,vaghat-691,
Sanskrit,vagvin-,692,802,788,vagvin- 692,
Sanskrit,vtja-,657 677,802,788,vtja- 657 677,
Sanskrit,vajayati,657 678,802,788,vajayati 657 678,
Sanskrit,vSk,692,802,788,vSk692,
Sanskrit,vama-,662,802,788,vama- 662,
Sanskrit,νέτ-,644,802,788,νέτ- 644,contains-greek
Sanskrit,vSraya-,46,802,788,vSraya- 46,
Sanskrit,vita-,662,802,788,vita- 662,
Sanskrit,vSti,659,802,788,vSti 659,
Sanskrit,vtyati,653,802,788,vtyati 653,
Sanskrit,ved-,676,802,788,ved- 676,
Sanskrit,veda,676,802,788,veda 676,
Sanskrit,vepate,674,802,788,vepate 674,
Sanskrit,vesa-,675,802,788,vesa- 675,
Sanskrit,ve&-,675,802,788,ve&- 675,
Sanskrit,vi,525,802,788,vi525,
Sanskrit,vi-,71,802,788,vi-71,
Sanskrit,vi,374 385,802,788,vi 374 385,
Sanskrit,vidat,676,802,788,vidat 676,
Sanskrit,vidhava-,677,802,788,vidhava- 677,
Sanskrit,vidvSips-,676,802,788,vidvSips- 676,
Sanskrit,vimsati-,678,802,788,vimsati- 678,
Sanskrit,vindati,676,802,788,vindati 676,
Sanskrit,vip-,674,802,788,vip- 674,
Sanskrit,vipoya-,674,802,788,vipoya- 674,
Sanskrit,vipana-,674,802,788,vipana- 674,
Sanskrit,vipTa-,674,802,788,vipTa- 674,
Sanskrit,vis-,675,802,788,vis- 675,
Sanskrit,visa-,682,802,788,visa- 682,
Sanskrit,vitar§aya-,625,802,788,vitar§aya- 625,
Sanskrit,vitta-,676,802,788,vitta- 676,
Sanskrit,viviktas,679,802,788,viviktas 679,
Sanskrit,vivipre,674,802,788,vivipre 674,
Sanskrit,vivyaca,679,802,788,vivyaca 679,
Sanskrit,viyanti,307 673,802,788,viyanti 307 673,
Sanskrit,vira-,681,802,788,vira-681,
Sanskrit,vita-,307 673 677,802,788,vita- 307 673 677,
Sanskrit,vrata-,664,802,788,vrata- 664,
Sanskrit,vfka-,353,802,788,vfka- 353,
Sanskrit,vfnokti,665,802,788,vfnokti 665,
Sanskrit,νγηϊΐέ,687,802,788,νγηϊΐέ 687,contains-greek
Sanskrit,Vfnoti,46,802,788,Vfnoti46,
Sanskrit,vf$abha-,666,802,788,vf$abha- 666,
Sanskrit,vf$an-,666,802,788,vf$an- 666,
Sanskrit,vfta,687,802,788,vfta687,
Sanskrit,vrto-,46 687,802,788,vrto- 46 687,
Sanskrit,vyacas-,679,802,788,vyacas- 679,
Sanskrit,vyayati,677,802,788,vyayati 677,
Sanskrit,yojati,296,802,788,yojati 296,
Sanskrit,yaju§-,296,802,788,yaju§- 296,
Sanskrit,yajyu-,296,802,788,yajyu- 296,
Sanskrit,yakani,296,802,788,yakani 296,
Sanskrit,yaknas,296,802,788,yaknas 296,
Sanskrit,yakjt,296,802,788,yakjt296,
Sanskrit,yam£-,256,802,788,yam£- 256,
Sanskrit,yami-,256,802,788,yami- 256,
Sanskrit,yinti,192,802,788,yinti 192,
Sanskrit,yayi-,294,802,788,yayi- 294,
